sample	length	count_rep1	fraction_rep1	count_rep2	fraction_rep2	count_average	fraction_average	Ribosomes	CHX	strain
IP_OE3_+CHX	48	790	0.00200817505185667	559	0.00161354570173362	674.5	0.00181086037679515	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	49	564	0.00143368446740147	700	0.00202054023472905	632	0.00172711235106526	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	50	622	0.00158112010412006	400	0.00115459441984517	511	0.00136785726198262	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	51	623	0.00158366209785659	521	0.00150385923184833	572	0.00154376066485246	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	52	555	0.00141080652377273	495	0.0014288105945584	525	0.00141980855916556	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	53	621	0.00157857811038354	699	0.00201765374867943	660	0.00179811592953148	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	54	1010	0.00256741367389271	1163	0.00335698327569983	1086.5	0.00296219847479627	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	55	1363	0.00346473746288689	1283	0.00370336160165338	1323	0.00358404953227014	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	56	1157	0.00294108675316224	925	0.00266999959589195	1041	0.0028055431745271	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	57	1695	0.004308679383414	1198	0.00345801028743628	1446.5	0.00388334483542514	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	58	3041	0.00773020295277992	1541	0.00444807500245351	2291	0.00608913897761672	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	59	3803	0.00966720218001383	2643	0.00762898262912695	3223	0.00864809240457039	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	60	2814	0.0071531703745882	2804	0.00809370688311463	2809	0.00762343862885142	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	61	2499	0.00635244234758206	1834	0.0052938154149901	2166.5	0.00582312888128608	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	62	2896	0.00736161386098345	1969	0.00568349103168784	2432.5	0.00652255244633564	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	63	1822	0.00463151258795298	1810	0.00522453974979939	1816	0.00492802616887619	IP	+	FLAG-UPF1 UPF2/UPF3 EE
IP_OE3_+CHX	64	851	0.00216323666978485	949	0.00273927526108266	900	0.00245125596543375	IP	+	FLAG-UPF1 UPF2/UPF3 EE
Total_WT_+CHX	15	30552	0.0115450454025008	13276	0.0180606438219566	21914	0.0148028446122287	Total	+	WT + EV
Total_WT_+CHX	16	31819	0.0120238216700109	14578	0.0198318820154024	23198.5	0.0159278518427067	Total	+	WT + EV
Total_WT_+CHX	17	26876	0.0101559518276254	12084	0.0164390494082949	19480	0.0132975006179602	Total	+	WT + EV
Total_WT_+CHX	18	25001	0.00944742341280188	11325	0.0154065073277838	18163	0.0124269653702929	Total	+	WT + EV
Total_WT_+CHX	19	27930	0.0105542392672116	10216	0.0138978259479593	19073	0.0122260326075855	Total	+	WT + EV
Total_WT_+CHX	20	52786	0.0199468698159338	11108	0.0151113009622095	31947	0.0175290853890716	Total	+	WT + EV
Total_WT_+CHX	21	115637	0.0436971201626403	13310	0.0181068973538899	64473.5	0.0309020087582651	Total	+	WT + EV
Total_WT_+CHX	22	124410	0.0470122773803721	16919	0.0230165737288101	70664.5	0.0350144255545911	Total	+	WT + EV
Total_WT_+CHX	23	50398	0.0190444880268145	14140	0.0192360276922616	32269	0.0191402578595381	Total	+	WT + EV
Total_WT_+CHX	24	25711	0.00971571950588173	11288	0.0153561726018564	18499.5	0.0125359460538691	Total	+	WT + EV
Total_WT_+CHX	25	27918	0.0105497046853567	11721	0.015945224935007	19819.5	0.0132474648101818	Total	+	WT + EV
Total_WT_+CHX	26	29392	0.0111067024898633	11092	0.0150895345942409	20242	0.0130981185420521	Total	+	WT + EV
Total_WT_+CHX	27	51761	0.0195595409491636	14400	0.0195897311717516	33080.5	0.0195746360604576	Total	+	WT + EV
Total_WT_+CHX	28	264914	0.100106184791768	45980	0.0625510999498013	155447	0.0813286423707848	Total	+	WT + EV
Total_WT_+CHX	29	578520	0.218612191223317	114292	0.155482607991794	346406	0.187047399607555	Total	+	WT + EV
Total_WT_+CHX	30	475307	0.179609874807753	141053	0.191888218817297	308180	0.185749046812525	Total	+	WT + EV
Total_WT_+CHX	31	260143	0.0983033106226359	98356	0.133803305495056	179249.5	0.116053308058846	Total	+	WT + EV
Total_WT_+CHX	32	110998	0.0419441263939116	55220	0.0751211774516753	83109	0.0585326519227934	Total	+	WT + EV
Total_WT_+CHX	33	26608	0.0100546794995333	19086	0.0259645561905591	22847	0.0180096178450462	Total	+	WT + EV
Total_WT_+CHX	34	7337	0.0027725189224322	5348	0.00727540849350886	6342.5	0.00502396370797053	Total	+	WT + EV
Total_WT_+CHX	35	5946	0.00224688530908844	2426	0.00330032554324093	4186	0.00277360542616468	Total	+	WT + EV
Total_WT_+CHX	36	6282	0.00237385360102482	1921	0.00261332455423159	4101.5	0.0024935890776282	Total	+	WT + EV
Total_WT_+CHX	37	3821	0.00144388643895508	1807	0.00245823918245522	2814	0.00195106281070515	Total	+	WT + EV
Total_WT_+CHX	38	3477	0.00131389509244879	2191	0.00298063201370193	2834	0.00214726355307536	Total	+	WT + EV
Total_WT_+CHX	39	4292	0.00162186877675876	1980	0.00269358803611585	3136	0.0021577284064373	Total	+	WT + EV
Total_WT_+CHX	40	4033	0.0015239973850578	2139	0.00290989131780394	3086	0.00221694435143087	Total	+	WT + EV
Total_WT_+CHX	41	3223	0.00121791310985402	1965	0.00267318206614527	2594	0.00194554758799965	Total	+	WT + EV
Total_WT_+CHX	42	3081	0.00116425389123805	1312	0.00178484217342626	2196.5	0.00147454803233216	Total	+	WT + EV
Total_WT_+CHX	43	2907	0.00109850245434243	1322	0.00179844615340664	2114.5	0.00144847430387453	Total	+	WT + EV
Total_WT_+CHX	44	2543	0.000960953471411351	1142	0.00155357451375975	1842.5	0.00125726399258555	Total	+	WT + EV
Total_WT_+CHX	45	2775	0.00104862205393885	1260	0.00171410147752827	2017.5	0.00138136176573356	Total	+	WT + EV
Total_WT_+CHX	46	2762	0.00104370959026274	1000	0.00136039799803831	1881	0.00120205379415052	Total	+	WT + EV
Total_WT_+CHX	47	2246	0.000848722570503301	1090	0.00148283381786175	1668	0.00116577819418253	Total	+	WT + EV
Total_WT_+CHX	48	2584	0.000976446626082159	1041	0.00141617431595788	1812.5	0.00119631047102002	Total	+	WT + EV
Total_WT_+CHX	49	2938	0.00111021679080084	1123	0.00152772695179702	2030.5	0.00131897187129893	Total	+	WT + EV
Total_WT_+CHX	50	2378	0.000898602970906879	1033	0.00140529113197357	1705.5	0.00115194705144022	Total	+	WT + EV
Total_WT_+CHX	51	2783	0.00105164510850877	1012	0.00137672277401477	1897.5	0.00121418394126177	Total	+	WT + EV
Total_WT_+CHX	52	3365	0.00127157232846999	1224	0.00166512714959889	2294.5	0.00146834973903444	Total	+	WT + EV
Total_WT_+CHX	53	5886	0.00222421239981408	1192	0.00162159441366166	3539	0.00192290340673787	Total	+	WT + EV
Total_WT_+CHX	54	18434	0.00696587349272389	1821	0.00247728475442776	10127.5	0.00472157912357582	Total	+	WT + EV
Total_WT_+CHX	55	26562	0.0100372969357563	2890	0.0039315502143307	14726	0.00698442357504351	Total	+	WT + EV
Total_WT_+CHX	56	12986	0.00490717333061258	2230	0.00303368753562542	7608	0.003970430433119	Total	+	WT + EV
Total_WT_+CHX	57	11668	0.00440912509021929	2279	0.0031003470375293	6973.5	0.00375473606387429	Total	+	WT + EV
Total_WT_+CHX	58	23691	0.0089523982269785	4553	0.00619389208506841	14122	0.00757314515602345	Total	+	WT + EV
Total_WT_+CHX	59	31406	0.0118677564778391	9026	0.0122789523302937	20216	0.0120733544040664	Total	+	WT + EV
Total_WT_+CHX	60	24562	0.00928153329327786	10377	0.0141168500256435	17469.5	0.0116991916594607	Total	+	WT + EV
Total_WT_+CHX	61	24118	0.00911375376464764	8164	0.0111062892559847	16141	0.0101100215103162	Total	+	WT + EV
Total_WT_+CHX	62	29276	0.0110628681985996	8505	0.0115701849733158	18890.5	0.0113165265859577	Total	+	WT + EV
Total_WT_+CHX	63	19935	0.00753307410640396	7423	0.0100982343394383	13679	0.00881565422292115	Total	+	WT + EV
Total_WT_+CHX	64	12352	0.00466759625594692	4839	0.00658296591250736	8595.5	0.00562528108422714	Total	+	WT + EV
Total_FLAG-Upf1_-CHX	15	22823	0.0196362860463896	9277	0.0178098680914049	16050	0.0187230770688972	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	16	26051	0.022413569109867	11158	0.0214209882681789	18604.5	0.021917278689023	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	17	21594	0.018578888002705	10329	0.0198294844794784	15961.5	0.0192041862410917	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	18	18867	0.0162326516600461	9066	0.0174047929413255	13966.5	0.0168187223006858	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	19	23141	0.0199098845637953	11802	0.0226573313802696	17471.5	0.0212836079720325	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	20	133231	0.114628314693359	67054	0.128729427077834	100142.5	0.121678870885596	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	21	340495	0.292952601207791	158356	0.304009860028298	249425.5	0.298481230618044	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	22	285632	0.245749973973726	126992	0.243797646724555	206312	0.24477381034914	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	23	67495	0.0580708551330265	26129	0.0501621260494038	46812	0.0541164905912152	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	24	7547	0.00649323273855769	3471	0.00666358220817791	5509	0.0065784074733678	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	25	4760	0.0040953740341241	2321	0.00445582665087322	3540.5	0.00427560034249866	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	26	4597	0.00395513328463624	2625	0.00503944203297811	3611	0.00449728765880717	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	27	6637	0.00571029358497514	3503	0.00672501540629422	5070	0.00621765449563468	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	28	19784	0.0170216134225024	10086	0.0193629761312827	14935	0.0181922947768926	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	29	46348	0.0398765537255428	20844	0.0400160494230079	33596	0.0399463015742754	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	30	48672	0.0418760598716152	19920	0.0382421658273996	34296	0.0400591128495074	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	31	25055	0.0215566379044074	9350	0.0179500125746077	17202.5	0.0197533252395076	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	32	11046	0.0095036768027174	4214	0.00808998427694086	7630	0.00879683053982913	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	33	5334	0.00458922796176848	1872	0.00359384208980382	3603	0.00409153502578615	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	34	3038	0.00261381225119097	1203	0.00230950429168482	2120.5	0.0024616582714379	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	35	2830	0.0024348547303721	967	0.00185643445557708	1898.5	0.00214564459297459	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	36	2235	0.00192293297610659	642	0.00123250353720836	1438.5	0.00157771825665748	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	37	1246	0.00107202437952072	492	0.000944535421038183	869	0.00100827990027945	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	38	1322	0.00113741270443531	534	0.00102516649356583	928	0.00108128959900057	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	39	2081	0.00179043558088493	950	0.00182379806907779	1515.5	0.00180711682498136	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	40	1173	0.00100921717269487	739	0.00141872291899841	956	0.00121397004584664	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	41	1916	0.00164847408600458	892	0.00171245039749199	1404	0.00168046224174828	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	42	904	0.000777776917405082	367	0.000704561990896368	635.5	0.000741169454150725	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	43	663	0.000570427097610143	194	0.000372438763580096	428.5	0.00047143293059512	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	44	541	0.000465461628668307	169	0.000324444077551733	355	0.00039495285311002	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	45	538	0.000462880510579573	176	0.000337882589639675	357	0.000400381550109624	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	46	512	0.000440510820477214	181	0.000347481526845348	346.5	0.000393996173661281	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	47	432	0.00037168100477765	117	0.000224615130612739	274.5	0.000298148067695194	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	48	602	0.000517944363139225	194	0.000372438763580096	398	0.000445191563359661	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	49	811	0.000697762256654338	356	0.000683444329043888	583.5	0.000690603292849113	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	50	667	0.000573868588395121	174	0.000334043014757406	420.5	0.000453955801576264	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	51	648	0.000557521507166474	157	0.000301406628258119	402.5	0.000429464067712297	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	52	635	0.000546336662115295	155	0.00029756705337585	395	0.000421951857745573	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	53	1829	0.0015736216614313	385	0.000739118164836789	1107	0.00115636991313404	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	54	4611	0.00396717850238366	891	0.00171053061005086	2751	0.00283885455621726	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	55	4518	0.00388716384163292	829	0.00159150378870052	2673.5	0.00273933381516672	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	56	1961	0.00168719085733558	294	0.000564417507693548	1127.5	0.00112580418251456	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	57	1652	0.00142133569419601	250	0.000479946860283629	951	0.000950641277239821	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	58	1409	0.00121226512900858	218	0.000418513662167325	813.5	0.000815389395587954	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	59	684	0.000588494924231278	143	0.000274529604082236	413.5	0.000431512264156757	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	60	514	0.000442231565869703	112	0.000215016193407066	313	0.000328623879638385	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	61	672	0.000578170451876344	144	0.000276449391523371	408	0.000427309921699857	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	62	932	0.000801867352899929	250	0.000479946860283629	591	0.000640907106591779	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	63	909	0.000782078780886304	208	0.00039931578775598	558.5	0.000590697284321142	Total	-	FLAG-UPF1
Total_FLAG-Upf1_-CHX	64	693	0.00059623827849748	139	0.000266850454317698	416	0.000431544366407589	Total	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	15	23091	0.02619862897132	17916	0.0590340246337558	20503.5	0.0426163268025379	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	16	22815	0.0258854843870195	16631	0.0547998919225269	19723	0.0403426881547732	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	17	19550	0.02218107472129	13336	0.0439427189392591	16443	0.0330618968302746	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	18	15131	0.0171673576269994	9738	0.0320871473478184	12434.5	0.0246272524874089	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	19	16913	0.019189182443027	8422	0.0277508682443342	12667.5	0.0234700253436806	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	20	87299	0.0990478589306339	32049	0.10560289436745	59674	0.102325376649042	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	21	225543	0.255896989046747	73383	0.241800280737826	149463	0.248848634892287	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	22	191264	0.217004658592982	61211	0.201692994075509	126237.5	0.209348826334246	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	23	44893	0.0509347819674103	12792	0.0421502145074237	28842.5	0.046542498237417	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	24	5275	0.00598491913835318	1805	0.00594755606518917	3540	0.00596623760177117	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	25	3275	0.00371575548400126	1258	0.00414516649861938	2266.5	0.00393046099131032	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	26	3719	0.00421950981526739	1466	0.0048305358402035	2592.5	0.00452502282773544	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	27	5876	0.00666680281648593	1954	0.00643851775699703	3915	0.00655266028674148	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	28	20463	0.0232169479295016	6127	0.0201887401725286	13295	0.0217028440510151	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	29	52121	0.0591355394142381	12797	0.042166689731981	32459	0.0506511145731096	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	30	56586	0.0642014472725787	12788	0.0421370343277779	34687	0.0531692408001783	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	31	27819	0.031562931850208	6545	0.0215660689455197	17182	0.0265645003978638	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	32	12455	0.0141312166574766	2469	0.00813546588640003	7462	0.0111333412719383	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	33	5813	0.00659532416137384	1351	0.00445160567538536	3582	0.0055234649183796	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	34	2827	0.00320746282542643	580	0.00191112604864804	1703.5	0.00255929443703724	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	35	3238	0.00367377595639575	602	0.00198361703670021	1920	0.00282869649654798	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	36	2692	0.00305429427875768	460	0.00151572065927259	1576	0.00228500746901513	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	37	1244	0.00141141979300689	558	0.00183863506059588	901	0.00162502742680138	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	38	1402	0.00159068372170069	782	0.0025767251207634	1092	0.00208370442123204	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	39	1442	0.00163606699478773	944	0.00311052239642026	1193	0.002373294695604	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	40	1472	0.00167010444960301	1113	0.00366738498645737	1292.5	0.00266874471803019	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	41	1171	0.00132859531962305	789	0.00259979043514363	980	0.00196419287738334	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	42	822	0.000932626261938637	357	0.00117633103339199	589.5	0.00105447864766531	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	43	611	0.00069322949640451	196	0.00064582880264658	403.5	0.000669529149525545	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	44	569	0.00064557705966312	134	0.000441536018135927	351.5	0.000543556538899524	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	45	493	0.000559348840797747	113	0.000372340074995222	303	0.000465844457896485	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	46	415	0.000470851458278022	103	0.000339389625880601	259	0.000405120542079312	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	47	422	0.000478793531068254	75	0.000247128368359661	248.5	0.000362960949713957	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	48	364	0.000412987785092049	128	0.000421765748667154	246	0.000417376766879601	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	49	592	0.000671672441688167	115	0.000378930164818146	353.5	0.000525301303253157	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	50	550	0.000624020004946777	104	0.000342684670792063	327	0.00048335233786942	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	51	615	0.000697767823713214	61	0.000200997739599191	338	0.000449382781656202	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	52	679	0.000770381060652475	79	0.000260308548005509	379	0.000515344804328992	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	53	1795	0.00203657437978084	194	0.000639238712823656	994.5	0.00133790654630225	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	54	4713	0.00534728415148029	463	0.00152560579400697	2588	0.00343644497274363	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	55	4526	0.00513511734979838	431	0.00142016435684018	2478.5	0.00327764085331928	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	56	1889	0.00214322507153538	279	0.000919317530297938	1084	0.00153127130091666	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	57	1585	0.00179831219607389	120	0.000395405389375457	852.5	0.00109685879272468	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	58	1412	0.00160202953997245	93	0.000306439176765979	752.5	0.000954234358369216	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	59	664	0.000753362333244836	103	0.000339389625880601	383.5	0.000546375979562718	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	60	456	0.000517369313192237	65	0.000214177919245039	260.5	0.000365773616218638	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	61	544	0.000617212513983721	86	0.000283373862385744	315	0.000450293188184733	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	62	831	0.000942837498383221	105	0.000345979715703525	468	0.000644408607043373	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	63	866	0.000982547862334379	155	0.000510731961276632	510.5	0.000746639911805506	IP	-	FLAG-UPF1
IP_FLAG-Upf1_-CHX	64	580	0.000658057459762056	61	0.000200997739599191	320.5	0.000429527599680623	IP	-	FLAG-UPF1
Total_WT_-CHX	15	6438	0.0141353773056715	21002	0.0157349939913031	13720	0.0149351856484873	Total	-	WT + EV
Total_WT_-CHX	16	6322	0.0138806858226864	22164	0.0166055807457977	14243	0.015243133284242	Total	-	WT + EV
Total_WT_-CHX	17	6812	0.0149565377766751	18858	0.0141286790157125	12835	0.0145426083961938	Total	-	WT + EV
Total_WT_-CHX	18	6311	0.0138565340441275	15561	0.0116585202122973	10936	0.0127575271282124	Total	-	WT + EV
Total_WT_-CHX	19	7848	0.0172311961936797	14751	0.0110516568120042	11299.5	0.014141426502842	Total	-	WT + EV
Total_WT_-CHX	20	31085	0.0682507305913014	50697	0.0379829059316777	40891	0.0531168182614895	Total	-	WT + EV
Total_WT_-CHX	21	81832	0.179671667548573	192169	0.143975719470276	137000.5	0.161823693509424	Total	-	WT + EV
Total_WT_-CHX	22	93098	0.204407480025381	309650	0.231994138149082	201374	0.218200809087231	Total	-	WT + EV
Total_WT_-CHX	23	35775	0.0785481707223358	165013	0.123630062064894	100394	0.101089116393615	Total	-	WT + EV
Total_WT_-CHX	24	7690	0.0168842888289242	44296	0.0331871866412134	25993	0.0250357377350688	Total	-	WT + EV
Total_WT_-CHX	25	3858	0.00847068742548627	22507	0.0168625611733292	13182.5	0.0126666242994077	Total	-	WT + EV
Total_WT_-CHX	26	3253	0.00714233960474517	19601	0.0146853450730184	11427	0.0109138423388818	Total	-	WT + EV
Total_WT_-CHX	27	4007	0.00879783424414813	22919	0.0171712373719968	13463	0.0129845358080725	Total	-	WT + EV
Total_WT_-CHX	28	13322	0.0292499994510959	37124	0.027813823299359	25223	0.0285319113752275	Total	-	WT + EV
Total_WT_-CHX	29	32610	0.0715990453460621	62502	0.0468273780803937	47556	0.0592132117132279	Total	-	WT + EV
Total_WT_-CHX	30	43330	0.0951360513598549	85080	0.0637431334530078	64205	0.0794395924064314	Total	-	WT + EV
Total_WT_-CHX	31	30919	0.0678862582966848	80969	0.0606631143930017	55944	0.0642746863448433	Total	-	WT + EV
Total_WT_-CHX	32	16688	0.0366404436901283	57140	0.0428100922132683	36914	0.0397252679516983	Total	-	WT + EV
Total_WT_-CHX	33	6177	0.0135623214689551	29151	0.0218403394838814	17664	0.0177013304764182	Total	-	WT + EV
Total_WT_-CHX	34	1643	0.00360739747021098	9784	0.00733031050428101	5713.5	0.00546885398724599	Total	-	WT + EV
Total_WT_-CHX	35	536	0.00117685030068964	3309	0.00247914937230845	1922.5	0.00182799983649905	Total	-	WT + EV
Total_WT_-CHX	36	320	0.000702597194441578	1748	0.00130962620211398	1034	0.00100611169827778	Total	-	WT + EV
Total_WT_-CHX	37	340	0.000746509519094177	1124	0.00084211661966597	732	0.000794313069380073	Total	-	WT + EV
Total_WT_-CHX	38	334	0.000733335821698397	998	0.000747715646287045	666	0.000740525733992721	Total	-	WT + EV
Total_WT_-CHX	39	293	0.00064331555616057	1042	0.000780681065562225	667.5	0.000711998310861398	Total	-	WT + EV
Total_WT_-CHX	40	352	0.000772856913885736	823	0.00061660318326076	587.5	0.000694730048573248	Total	-	WT + EV
Total_WT_-CHX	41	296	0.00064990240485846	1298	0.00097247986861782	797	0.00081119113673814	Total	-	WT + EV
Total_WT_-CHX	42	178	0.000390819689408128	688	0.000515459283211911	433	0.000453139486310019	Total	-	WT + EV
Total_WT_-CHX	43	260	0.000570860220483782	545	0.000408321670567575	402.5	0.000489590945525678	Total	-	WT + EV
Total_WT_-CHX	44	178	0.000390819689408128	559	0.000418810667609677	368.5	0.000404815178508903	Total	-	WT + EV
Total_WT_-CHX	45	215	0.000472057490015435	427	0.000319914409784136	321	0.000395985949899786	Total	-	WT + EV
Total_WT_-CHX	46	97	0.000212974774565103	415	0.000310923840890905	256	0.000261949307728004	Total	-	WT + EV
Total_WT_-CHX	47	145	0.00031836435373134	365	0.00027346313716911	255	0.000295913745450225	Total	-	WT + EV
Total_WT_-CHX	48	152	0.00033373366735975	423	0.000316917553486393	287.5	0.000325325610423071	Total	-	WT + EV
Total_WT_-CHX	49	154	0.000338124899825009	572	0.000428550450577344	363	0.000383337675201177	Total	-	WT + EV
Total_WT_-CHX	50	176	0.000386428456942868	625	0.000468258796522448	400.5	0.000427343626732658	Total	-	WT + EV
Total_WT_-CHX	51	299	0.000656489253556349	816	0.000611358684739708	557.5	0.000633923969148029	Total	-	WT + EV
Total_WT_-CHX	52	365	0.000801399924909925	1308	0.000979972009362179	836.5	0.000890685967136052	Total	-	WT + EV
Total_WT_-CHX	53	469	0.00102974401310344	1970	0.00147595172663876	1219.5	0.0012528478698711	Total	-	WT + EV
Total_WT_-CHX	54	1427	0.00313314436396291	4682	0.00350782029650896	3054.5	0.00332048233023594	Total	-	WT + EV
Total_WT_-CHX	55	1767	0.00387965388305709	8490	0.00636082749196093	5128.5	0.00512024068750901	Total	-	WT + EV
Total_WT_-CHX	56	1006	0.00220878993002571	5234	0.00392138646559759	3120	0.00306508819781165	Total	-	WT + EV
Total_WT_-CHX	57	1277	0.00280380192906842	2966	0.00222216894477693	2121.5	0.00251298543692268	Total	-	WT + EV
