size	sample	distance	reg	reads_rep1	fraction_rep1	reads_rep2	fraction_rep2	reads_rep3	fraction_rep3	reads_sum	fraction_sum	reads_ave	fraction_ave	strain	ribo	CHX
M	IP_Upf1-FLAG	15	Distance from start (nt)	358	0.000475106666755141	1503	0.000464232765011119	1395	0.000683819171740572	3256	0.000539865842674869	1085.33333333333	0.000541052867835611	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	16	Distance from start (nt)	134	0.000177833221634606	379	0.000117062021250309	232	0.000113724765479436	745	0.000123525814739797	248.333333333333	0.000136206669454783	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	17	Distance from start (nt)	125	0.000165889199286013	170	5.25080306399802e-05	140	6.86270136513836e-05	435	7.21258112910222e-05	145	9.56747478591256e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	18	Distance from start (nt)	599	0.000794941042978574	2242	0.000692488262910798	1767	0.000866170950871391	4608	0.000764036180296621	1536	0.000784533418920255	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	19	Distance from start (nt)	289	0.000383535828749262	705	0.000217753891771683	486	0.000238233775961232	1480	0.000245393564852213	493.333333333333	0.000279841165494059	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	20	Distance from start (nt)	99	0.000131384245834522	214	6.6098344452681e-05	116	5.68623827397178e-05	429	7.11309725145943e-05	143	8.47816576756403e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	21	Distance from start (nt)	562	0.000745837839989914	1805	0.000557511737089202	1410	0.000691172066060363	3777	0.000626251009761358	1259	0.00066484054771316	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	22	Distance from start (nt)	246	0.000326469944194873	481	0.000148566839634297	324	0.000158822517307488	1051	0.000174262592337619	350.333333333333	0.000211286433712219	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	23	Distance from start (nt)	162	0.000214992402274673	237	7.32023721275018e-05	124	6.07839263769398e-05	523	8.67167800119646e-05	174.333333333333	0.000116326233593038	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	24	Distance from start (nt)	546	0.000724604022481304	1657	0.000511798863355572	1275	0.000624996017182243	3478	0.000576674877402701	1159.33333333333	0.000620466301006373	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	25	Distance from start (nt)	223	0.000295946331526247	517	0.000159686187299234	336	0.000164704832763321	1076	0.000178407753906069	358.666666666667	0.000206779117196267	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	26	Distance from start (nt)	116	0.00015394517693742	206	6.36273783049172e-05	108	5.29408391024959e-05	430	7.12967789773323e-05	143.333333333333	9.01711314482777e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	27	Distance from start (nt)	763	0.00101258767244182	3119	0.000963367926859402	1874	0.000918621597019235	5756	0.000954381999519824	1918.66666666667	0.000964859065440153	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	28	Distance from start (nt)	470	0.000623743389315408	1669	0.000515505312577218	1130	0.000553918038757596	3269	0.000542021326690463	1089.66666666667	0.000564388913550074	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	29	Distance from start (nt)	237	0.00031452592184628	385	0.000118915245861132	281	0.00013774422025742	903	0.000149723235852398	301	0.000190395129321611	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	30	Distance from start (nt)	965	0.00128066461848802	3364	0.00103904126513467	2446	0.0011990119670806	6775	0.00112333878504983	2258.33333333333	0.00117290595023443	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	31	Distance from start (nt)	563	0.000747164953584202	908	0.000280454657771189	561	0.000274998247560187	2032	0.000336918732283579	677.333333333333	0.000434205952971859	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	32	Distance from start (nt)	181	0.000240207560566147	232	7.16580182851495e-05	189	9.26464684293679e-05	602	9.98154905682652e-05	200.666666666667	0.000134837349093555	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	33	Distance from start (nt)	763	0.00101258767244182	2343	0.000723684210526316	1752	0.0008588180565516	4858	0.000805487795981117	1619.33333333333	0.000865029979839913	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	34	Distance from start (nt)	282	0.000374246033589245	492	0.000151964418087472	286	0.000140195185030684	1060	0.000175754850502261	353.333333333333	0.0002221352122358	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	35	Distance from start (nt)	123	0.000163234972097437	209	6.45539906103286e-05	119	5.83329616036761e-05	451	7.47787146948299e-05	150.333333333333	9.53739747704805e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	36	Distance from start (nt)	666	0.000883857653795877	1854	0.000572646404744255	1390	0.000681368206967309	3910	0.00064830326930551	1303.33333333333	0.00071262408850248	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	37	Distance from start (nt)	342	0.000453872849246531	750	0.000231653076352854	422	0.000206861426863456	1514	0.000251030984585305	504.666666666667	0.000297462450820947	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	38	Distance from start (nt)	153	0.00020304837992608	206	6.36273783049172e-05	130	6.37250841048562e-05	489	8.10793602788732e-05	163	0.000110133614111951	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	39	Distance from start (nt)	714	0.000947559106321706	1929	0.00059581171237954	1574	0.000771563710623413	4217	0.00069920585336607	1405.66666666667	0.00077164484310822	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	40	Distance from start (nt)	381	0.000505630279423767	677	0.00020910551025451	406	0.000199018339589012	1464	0.000242740661448406	488	0.000304584709755763	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	41	Distance from start (nt)	143	0.000189777243983199	184	5.68322213985668e-05	142	6.96073995606891e-05	469	7.77632310241136e-05	156.333333333333	0.000105405621647485	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	42	Distance from start (nt)	676	0.000897128789738758	1859	0.000574190758586607	1517	0.000743622712208206	4052	0.000671847787014303	1350.66666666667	0.000738314086844524	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	43	Distance from start (nt)	291	0.000386190055937838	553	0.000170805534964171	408	0.000199998725498318	1252	0.000207589691347953	417.333333333333	0.000252331438800109	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	44	Distance from start (nt)	156	0.000207029720708944	173	5.34346429453916e-05	101	4.95094884199267e-05	430	7.12967789773323e-05	143.333333333333	0.000103324617358087	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	45	Distance from start (nt)	636	0.000844044245967234	1649	0.000509327897207808	1273	0.000624015631272938	3558	0.00058993939442174	1186	0.000659129258149327	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	46	Distance from start (nt)	191	0.000253478696509028	415	0.000128181368915246	297	0.000145587307531864	903	0.000149723235852398	301	0.000175749124318712	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	47	Distance from start (nt)	106	0.000140674040994539	232	7.16580182851495e-05	169	8.28426093363131e-05	507	8.40638766081569e-05	169	9.83915562053338e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	48	Distance from start (nt)	653	0.000866605177070131	1813	0.000559982703236966	1348	0.000660780102871893	3814	0.000632385848882663	1271.33333333333	0.00069578932772633	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	49	Distance from start (nt)	250	0.000331778398572026	442	0.000136520879663949	381	0.000186763515722694	1073	0.000177910334517855	357.666666666667	0.000218354264652889	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	50	Distance from start (nt)	96	0.000127402905051658	210	6.48628613787991e-05	144	7.05877854699946e-05	450	7.46129082320919e-05	150	8.76178506334839e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	51	Distance from start (nt)	629	0.000834754450807217	1827	0.000564306893995552	1568	0.000768622552895496	4024	0.00066720520605764	1341.33333333333	0.000722561299232755	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	52	Distance from start (nt)	238	0.000315853035440569	612	0.000189028910303929	448	0.000219606443684428	1298	0.000215216788633901	432.666666666667	0.000241496129809642	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	53	Distance from start (nt)	153	0.00020304837992608	328	0.000101309612058315	174	8.52935741095768e-05	655	0.000108603233093378	218.333333333333	0.000129883855364657	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	54	Distance from start (nt)	627	0.000832100223618641	2144	0.000662218927600692	1803	0.00088381789723889	4574	0.00075839876056353	1524.66666666667	0.000792712349486074	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	55	Distance from start (nt)	441	0.000585257095081053	1312	0.000405238448233259	987	0.000483820446242254	2740	0.000454309707902071	913.333333333333	0.000491438663185522	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	56	Distance from start (nt)	120	0.000159253631314572	303	9.3587842846553e-05	196	9.6077819111937e-05	619	0.000102634200434811	206.333333333333	0.000116306431091021	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	57	Distance from start (nt)	844	0.00112008387357916	2346	0.000724610822831727	1943	0.000952444910890274	5133	0.000851084573234062	1711	0.000932379869100387	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	58	Distance from start (nt)	290	0.00038486294234355	723	0.000223313565604151	543	0.000266174774376438	1556	0.0002579948560203	518.666666666667	0.00029145042744138	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	59	Distance from start (nt)	117	0.000155272290531708	235	7.25846305905609e-05	154	7.5489715016522e-05	506	8.38980701454189e-05	168.666666666667	0.000101115545379597	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	60	Distance from start (nt)	670	0.000889166108173029	2118	0.00065418828762046	1712	0.000839210338365491	4500	0.000746129082320919	1500	0.00079418824471966	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	61	Distance from start (nt)	247	0.000327797057789161	669	0.000206634544106746	528	0.000258821880056647	1444	0.000239424532193646	481.333333333333	0.000264417827317518	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	62	Distance from start (nt)	122	0.000161907858503149	195	6.0229799851742e-05	105	5.14702602385377e-05	422	6.99703272754284e-05	140.666666666667	9.12026395311428e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	63	Distance from start (nt)	703	0.000932960856784536	1786	0.000551643192488263	1635	0.00080146548085723	4124	0.000683785852331438	1374.66666666667	0.00076202317671001	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	64	Distance from start (nt)	196	0.000260114264480468	497	0.000153508771929825	339	0.000166175411627279	1032	0.000171112269545597	344	0.000193266149345857	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	65	Distance from start (nt)	93	0.000123421564268794	183	5.65233506300964e-05	122	5.98035404676343e-05	398	6.59909721697168e-05	132.666666666667	7.99161517888414e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	66	Distance from start (nt)	638	0.00084669847315581	1885	0.00058222139856684	1659	0.000813230111768896	4182	0.000693402627170241	1394	0.000747383327830515	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	67	Distance from start (nt)	273	0.000362302011240652	626	0.000193353101062515	501	0.000245586670281023	1400	0.000232129047833175	466.666666666667	0.00026708059419473	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	68	Distance from start (nt)	116	0.00015394517693742	236	7.28935013590314e-05	138	6.76466277420781e-05	490	8.12451667416112e-05	163.333333333333	9.81617686795098e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	69	Distance from start (nt)	525	0.000696734637001254	1499	0.000462997281937237	1336	0.000654897787416061	3360	0.00055710971479962	1120	0.000604876568784851	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	70	Distance from start (nt)	193	0.000256132923697604	441	0.000136212008895478	351	0.000172057727083112	985	0.000163319365796912	328.333333333333	0.000188134219892065	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	71	Distance from start (nt)	73	9.68792923830315e-05	192	5.93031875463306e-05	130	6.37250841048562e-05	395	6.54935527815029e-05	131.666666666667	7.33025213447394e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	72	Distance from start (nt)	601	0.00079759527016715	2095	0.000647084259945639	1668	0.00081764184836077	4364	0.000723579403388553	1454.66666666667	0.000754107126157853	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	73	Distance from start (nt)	283	0.000375573147183533	655	0.000202310353348159	498	0.000244116091417064	1436	0.000238098080491742	478.666666666667	0.000273999863982919	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	74	Distance from start (nt)	66	8.75894972230148e-05	190	5.86854460093897e-05	113	5.53918038757596e-05	369	6.11825847503154e-05	123	6.72222490360547e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	75	Distance from start (nt)	529	0.000702043091378407	2097	0.00064770200148258	1755	0.000860288635415559	4381	0.000726398113255099	1460.33333333333	0.000736677909425515	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	76	Distance from start (nt)	228	0.000302581899497687	642	0.000198295033358043	458	0.000224508373230955	1328	0.00022019098251604	442.666666666667	0.000241795102028895	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	77	Distance from start (nt)	124	0.000164562085691725	276	8.52483320978503e-05	165	8.08818375177021e-05	565	9.36806514469598e-05	188.333333333333	0.000110230751769092	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	78	Distance from start (nt)	860	0.00114131769108777	2815	0.000869471213244379	2572	0.00126077627936685	6247	0.00103579297272417	2082.33333333333	0.00109052172789966	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	79	Distance from start (nt)	310	0.000411405214229312	777	0.000239992587101557	537	0.000263233616648521	1624	0.000269269695486483	541.333333333333	0.000304877139326463	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	80	Distance from start (nt)	144	0.000191104357577487	253	7.81443044230294e-05	163	7.99014516083966e-05	560	9.28516191332699e-05	186.666666666667	0.000116383371202971	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	81	Distance from start (nt)	668	0.000886511880984453	2184	0.000674573758339511	1922	0.000942150858842566	4774	0.000791560053111126	1591.33333333333	0.00083441216605551	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	82	Distance from start (nt)	270	0.000358320670457788	765	0.000236286137879911	612	0.000299998088247477	1647	0.000273083244129456	549	0.000298201632195059	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	83	Distance from start (nt)	97	0.000128730018645946	195	6.0229799851742e-05	166	8.13720304723548e-05	458	7.59393599339958e-05	152.666666666667	9.01106163233476e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	84	Distance from start (nt)	544	0.000721949795292728	2314	0.000714726958240672	2018	0.000989209382489229	4876	0.0008084723123104	1625.33333333333	0.000808628712007543	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	85	Distance from start (nt)	219	0.000290637877149095	597	0.000184395848776872	473	0.000231861267550746	1289	0.000213724530469259	429.666666666667	0.000235631664492237	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	86	Distance from start (nt)	164	0.000217646629463249	241	7.44378552013837e-05	202	9.90189768398535e-05	607	0.000100644522881955	202.333333333333	0.000130367820501495	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	87	Distance from start (nt)	730	0.000968792923830315	2608	0.000805534964170991	2348	0.00115097305752463	5686	0.000942775547128166	1895.33333333333	0.000975100315175313	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	88	Distance from start (nt)	297	0.000394152737503567	756	0.000233506300963677	593	0.000290684422109075	1646	0.000272917437666718	548.666666666667	0.000306114486858773	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	89	Distance from start (nt)	116	0.00015394517693742	300	9.26612305411416e-05	208	0.00010196013456777	624	0.000103463232748501	208	0.000116188847348777	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	90	Distance from start (nt)	717	0.00095154044710457	2757	0.000851556708673091	2433	0.00119263945867012	5907	0.00097941877539326	1969	0.000998578871482592	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	91	Distance from start (nt)	257	0.000341068193732042	676	0.000208796639486039	565	0.000276959019378798	1498	0.000248378081181497	499.333333333333	0.000275607950865627	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	92	Distance from start (nt)	83	0.000110150428325913	215	6.64072152211515e-05	158	7.74504868351329e-05	456	7.56077470085198e-05	152	8.46693767940657e-05	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	93	Distance from start (nt)	697	0.000924998175218808	2589	0.000799666419570052	2383	0.00116812981093748	5669	0.00093995683726162	1889.66666666667	0.00096426480190878	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	94	Distance from start (nt)	284	0.000376900260777821	878	0.000271188534717074	694	0.000340193910529002	1856	0.000307736794841695	618.666666666667	0.000329427568674632	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	95	Distance from start (nt)	132	0.00017517899444603	275	8.49394613293798e-05	146	7.15681713793e-05	553	9.16909738941041e-05	184.333333333333	0.00011056220905157	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	96	Distance from start (nt)	715	0.000948886219915994	2539	0.000784222881146528	2233	0.00109460086773957	5487	0.000909780061043307	1829	0.000942569989600697	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	97	Distance from start (nt)	206	0.000273385400423349	709	0.000218989374845565	582	0.000285292299607895	1497	0.000248212274718759	499	0.000259222358292269	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	98	Distance from start (nt)	125	0.000165889199286013	283	8.74104274771436e-05	173	8.4803381154924e-05	581	9.63335548507675e-05	193.666666666667	0.00011270100263936	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	99	Distance from start (nt)	748	0.000992680968527501	2595	0.000801519644180875	2454	0.00120293351071782	5797	0.000961180064492082	1932.33333333333	0.000999044707808733	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	100	Distance from start (nt)	186	0.000246843128537587	616	0.000190264393377811	461	0.000225978952094913	1263	0.000209413562438071	421	0.000221028824670104	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-100	Distance from stop (nt)	558	0.000740529385612762	1923	0.000593958487768718	1202	0.000589211931492593	3683	0.000610665202263988	1227.66666666667	0.000641233268291358	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-99	Distance from stop (nt)	210	0.000278693854800502	668	0.000206325673338275	322	0.000157842131398182	1200	0.000198967755285578	400	0.000214287219845653	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-98	Distance from stop (nt)	2533	0.00336157873433177	12228	0.00377687175685693	7695	0.00377203478605283	22456	0.00372334992724412	7485.33333333333	0.00363682842574718	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-97	Distance from stop (nt)	738	0.00097940983258462	3216	0.000993328391401038	1770	0.00086764152973535	5724	0.000949076192712209	1908	0.000946793251240336	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-96	Distance from stop (nt)	144	0.000191104357577487	522	0.000161230541141586	244	0.000119607080935269	910	0.000150883881091564	303.333333333333	0.000157313993218114	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-95	Distance from stop (nt)	1886	0.00250293623882736	8520	0.00263157894736842	5547	0.00271910031945875	15953	0.00264511050005903	5317.66666666667	0.00261787183521818	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-94	Distance from stop (nt)	657	0.000871913631447284	2549	0.000787311588831233	1379	0.000675976084466128	4585	0.000760222631653648	1528.33333333333	0.000778400434914882	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-93	Distance from stop (nt)	269	0.0003569935568635	510	0.000157524091919941	294	0.000144116728667906	1073	0.000177910334517855	357.666666666667	0.000219544792483782	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-92	Distance from stop (nt)	2377	0.00315454901362282	9228	0.00285025945144552	5883	0.00288380515222207	17488	0.00289962342036183	5829.33333333333	0.00296287120576347	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-91	Distance from stop (nt)	582	0.000772380111875676	1662	0.000513343217197924	947	0.000464212728056145	3191	0.000529088422596901	1063.66666666667	0.000583312019043248	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-90	Distance from stop (nt)	222	0.000294619217931959	801	0.000247405485544848	340	0.000166665604581932	1363	0.000225994208711869	454.333333333333	0.000236230102686246	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-89	Distance from stop (nt)	2240	0.00297273445120535	9919	0.00306368915245861	6459	0.00316615629410205	18618	0.00308698472325575	6206	0.00306752663258867	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-88	Distance from stop (nt)	1035	0.00137356257008819	3469	0.00107147269582407	1830	0.000897053107014514	6334	0.00105021813498238	2111.33333333333	0.00111402945764226	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-87	Distance from stop (nt)	208	0.000276039627611925	576	0.000177909562638992	271	0.000132842290710893	1055	0.000174925818188571	351.666666666667	0.000195597160320603	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-86	Distance from stop (nt)	2346	0.00311340849219989	9656	0.00298245614035088	6242	0.0030597844229424	18244	0.00302497310619174	6081.33333333333	0.00305188301849772	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-85	Distance from stop (nt)	730	0.000968792923830315	3010	0.000929701013096121	1614	0.000791171428809522	5354	0.000887727801499156	1784.66666666667	0.000896555121911986	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-84	Distance from stop (nt)	248	0.00032912417138345	650	0.000200765999505807	318	0.000155881359579571	1216	0.000201620658689386	405.333333333333	0.000228590510156276	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-83	Distance from stop (nt)	2392	0.00317445571753714	10225	0.00315820360761058	6948	0.00340586064892724	19565	0.00324400344346862	6521.66666666667	0.00324617332469165	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-82	Distance from stop (nt)	672	0.000891820335361605	2695	0.000832406721027922	1592	0.000780387183807162	4959	0.000822234248717653	1653	0.000834871413398896	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-81	Distance from stop (nt)	261	0.000346376648109195	604	0.000186557944156165	302	0.000148038272305127	1167	0.000193496142015225	389	0.000226990954856829	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-80	Distance from stop (nt)	2214	0.00293822949775386	8466	0.00261489992587102	5846	0.00286566801289992	16526	0.00274011760320789	5508.66666666667	0.00280626581217493	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-79	Distance from stop (nt)	838	0.00111212119201343	2322	0.000717197924388436	1510	0.000740191361525637	4670	0.000774316180986376	1556.66666666667	0.000856503492642501	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-78	Distance from stop (nt)	209	0.000277366741206214	619	0.000191191005683222	299	0.000146567693441169	1127	0.000186863883505706	375.666666666667	0.000205041813443535	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-77	Distance from stop (nt)	1864	0.00247373973975302	7930	0.00244934519397084	5240	0.00256861108238036	15034	0.00249273436080282	5011.33333333333	0.00249723200536807	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-76	Distance from stop (nt)	635	0.000842717132372945	2549	0.000787311588831233	1349	0.000661270295826546	4533	0.000751600695591272	1511	0.000763766339010242	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-75	Distance from stop (nt)	261	0.000346376648109195	621	0.000191808747220163	334	0.000163724446854015	1216	0.000201620658689386	405.333333333333	0.000233969947394458	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-74	Distance from stop (nt)	2201	0.00292097702102811	9997	0.00308778107239931	6345	0.00311027429727163	18543	0.0030745492385504	6181	0.00303967746356635	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-73	Distance from stop (nt)	638	0.00084669847315581	2386	0.000736965653570546	1316	0.000645093928323006	4340	0.000719600048282842	1446.66666666667	0.000742919351683121	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-72	Distance from stop (nt)	207	0.000274712514017637	523	0.000161539411910057	299	0.000146567693441169	1029	0.000170614850157383	343	0.000194273206456288	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-71	Distance from stop (nt)	2171	0.00288116361319947	10650	0.00328947368421053	6806	0.00333625324936655	19627	0.00325428344415837	6542.33333333333	0.00316896351559218	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-70	Distance from stop (nt)	587	0.000779015679847117	2702	0.000834568816407215	1587	0.000777936219033898	4876	0.0008084723123104	1625.33333333333	0.000797173571762743	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-69	Distance from stop (nt)	278	0.000368937579212093	1107	0.000341919940696812	425	0.000208332005727414	1810	0.000300109697555747	603.333333333333	0.00030639650854544	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-68	Distance from stop (nt)	2054	0.00272589132266776	8846	0.00273227081788979	5731	0.00280929582311485	16631	0.00275752728179538	5543.66666666667	0.00275581932122414	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-67	Distance from stop (nt)	549	0.000728585363264169	2057	0.000635347170743761	1179	0.00057793749353558	3785	0.000627577461463262	1261.66666666667	0.00064729000918117	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-66	Distance from stop (nt)	190	0.00025215158291474	541	0.000167099085742525	283	0.000138724606166725	1014	0.000168127753216314	338	0.000185991758274663	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-65	Distance from stop (nt)	1708	0.00226671001904408	7988	0.00246725969854213	5034	0.00246763133372189	14730	0.00244232919613048	4910	0.00240053368376937	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-64	Distance from stop (nt)	600	0.000796268156572862	2666	0.000823449468742278	1433	0.000702446504017376	4699	0.000779124568405777	1566.33333333333	0.000774054709777505	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-63	Distance from stop (nt)	167	0.000221627970246113	578	0.000178527304175933	263	0.000128920747073671	1008	0.000167132914439886	336	0.000176358673831906	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-62	Distance from stop (nt)	1811	0.00240340271925575	7812	0.00241289844329133	5203	0.00255047394305821	14826	0.00245824661655332	4942	0.00245559170186843	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-61	Distance from stop (nt)	626	0.000830773110024353	1935	0.000597664936990363	1078	0.000528428005115654	3639	0.000603369717903517	1213	0.000652288684043456	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-60	Distance from stop (nt)	253	0.00033575973935489	722	0.000223004694835681	322	0.000157842131398182	1297	0.000215050982171163	432.333333333333	0.000238868855196251	UPF1-FLAG	IP	+CHX
M	IP_Upf1-FLAG	-59	Distance from stop (nt)	2108	0.00279755545675932	9823	0.00303403755868545	6398	0.00313625452386823	18329	0.00303906665552447	6109.66666666667	0.00298928251310433	UPF1-FLAG	IP	+CHX
