size	sample	distance	reg	reads_rep1	fraction_rep1	reads_rep2	fraction_rep2	reads_rep3	fraction_rep3	reads_sum	fraction_sum	reads_ave	fraction_ave	strain	ribo	CHX
M	Total_DE572AA-FLAG	-29	Distance from stop (nt)	7173	0.00182764490640486	8972	0.0018331742007906	7894	0.0017368292283673	24039	0.00179878375011131	8013	0.00179921611185425	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-28	Distance from stop (nt)	1361	0.000346776065470098	1846	0.000377177839351254	1564	0.000344109565893902	4771	0.000357003089636883	1590.33333333333	0.000356021156905085	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-27	Distance from stop (nt)	301	7.66933105852311e-05	441	9.01058651971306e-05	366	8.05269188728696e-05	1108	8.2909122472787e-05	369.333333333333	8.24420315517438e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-26	Distance from stop (nt)	7899	0.00201262611399582	10678	0.00218174700357134	9046	0.00199029100580322	27623	0.00206696632677418	9207.66666666667	0.00206155470779012	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-25	Distance from stop (nt)	1217	0.000310085578014041	1844	0.000376769195971675	1713	0.000376892382593512	4774	0.000357227572820474	1591.33333333333	0.000354582385526409	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-24	Distance from stop (nt)	225	5.73288866500897e-05	239	4.88328838596694e-05	264	5.80849906623977e-05	728	5.44745858846471e-05	242.666666666667	5.47489203907189e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-23	Distance from stop (nt)	7655	0.00195045612136194	9859	0.00201440753963381	9021	0.00198479053320261	26535	0.00198555375885867	8845	0.00198321806473279	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-22	Distance from stop (nt)	1151	0.000293269104596681	1420	0.000290136799500965	1379	0.000303406068649418	3950	0.000295569525060928	1316.66666666667	0.000295603990915688	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-21	Distance from stop (nt)	233	5.93672470643151e-05	352	7.19212348058729e-05	345	7.59065218883607e-05	930	6.95897869130794e-05	310	6.90650012528496e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-20	Distance from stop (nt)	8125	0.00207020979569768	11316	0.00231210424165698	10340	0.00227499546761058	29781	0.00222844456350367	9927	0.00221910316832175	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-19	Distance from stop (nt)	1404	0.00035773225269656	1938	0.00039597543481188	1698	0.000373592099033149	5040	0.000377131748432172	1680	0.000375766595513863	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-18	Distance from stop (nt)	285	7.26165897567803e-05	297	6.06835418674553e-05	338	7.4366389560191e-05	920	6.88415096344441e-05	306.666666666667	6.92221737281422e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-17	Distance from stop (nt)	6390	0.00162814038086255	7544	0.00154140282777132	6561	0.001443544029303	20495	0.00153359428256297	6831.66666666667	0.00153769574597896	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-16	Distance from stop (nt)	1350	0.000343973319900538	1637	0.000334474606185267	1424	0.000313306919330509	4411	0.000330065107606014	1470.33333333333	0.000330584948472105	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-15	Distance from stop (nt)	341	8.68851126563582e-05	263	5.37366044146153e-05	334	7.34863139440941e-05	938	7.01884087359876e-05	312.666666666667	7.13693436716892e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-14	Distance from stop (nt)	8337	0.00212422634667466	9234	0.00188670648351543	8598	0.00189172253680036	26169	0.00195816681046062	8723	0.00196755178899682	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-13	Distance from stop (nt)	1441	0.000367159669612352	1878	0.000383716133424515	1691	0.000372051966704979	5010	0.000374886916596266	1670	0.000374309256580616	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-12	Distance from stop (nt)	208	5.29973707698607e-05	342	6.98780179079788e-05	274	6.02851797026401e-05	824	6.16580477595456e-05	274.666666666667	6.10535227934932e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-11	Distance from stop (nt)	7099	0.00180879007257327	8552	0.00174735909107905	7670	0.00168754499386587	23321	0.00174505744150529	7773.66666666667	0.00174789805250607	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-10	Distance from stop (nt)	2380	0.00060641222323206	2715	0.000554733387778253	2413	0.000530905615410476	7508	0.000561806580799355	2502.66666666667	0.000564017075473596	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-9	Distance from stop (nt)	357	9.0961833484809e-05	477	9.74614460295494e-05	427	9.39480720183478e-05	1261	9.43577648359065e-05	420.333333333333	9.41237838442354e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-8	Distance from stop (nt)	9533	0.00242896122860136	11907	0.00243285836032253	10649	0.00234298130895407	32089	0.00240114695941269	10696.3333333333	0.00240160029929265	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-7	Distance from stop (nt)	979	0.000249444355690835	1500	0.000306482534684118	1405	0.000309126560154048	3884	0.000290630895021936	1294.66666666667	0.000288351150176334	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-6	Distance from stop (nt)	347	8.84138829670272e-05	390	7.96854590178706e-05	467	0.000102748828179317	1204	9.00925843476855e-05	401.333333333333	9.02827233880717e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-5	Distance from stop (nt)	9605	0.00244730647232938	11369	0.00232293329121582	11006	0.00242152805769072	31980	0.00239299073707557	10660	0.00239725594041197	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-4	Distance from stop (nt)	2523	0.000642847915636339	3142	0.000641978749318332	2980	0.000655656333992217	8645	0.000646885707380184	2881.66666666667	0.000646827666315629	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-3	Distance from stop (nt)	222	5.65645014947552e-05	239	4.88328838596694e-05	278	6.1165255318737e-05	739	5.52976908911459e-05	246.333333333333	5.55208802243872e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-2	Distance from stop (nt)	1886	0.000480543467653641	2818	0.000575778521826562	2564	0.000564128469918135	7268	0.000543847926112108	2422.66666666667	0.000540150153132779	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	-1	Distance from stop (nt)	3281	0.000835982564884197	4523	0.000924147002917509	3396	0.000747184198066298	11200	0.000838070552071493	3733.33333333333	0.000835771255289335	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	0	Distance from stop (nt)	110	2.80274556955994e-05	150	3.06482534684118e-05	107	2.3542022730593e-05	367	2.74617761259141e-05	122.333333333333	2.74059106315347e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	1	Distance from stop (nt)	8	2.03836041422541e-06	22	4.49507717536706e-06	11	2.42020794426657e-06	41	3.06793684240457e-06	13.6666666666667	2.98454851128635e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	2	Distance from stop (nt)	26	6.62467134623259e-06	44	8.99015435073412e-06	41	9.02077506499358e-06	111	8.30587779285141e-06	37	8.21186692065343e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	3	Distance from stop (nt)	30	7.64385155334529e-06	40	8.17286759157647e-06	35	7.70066164084818e-06	105	7.85691142567025e-06	35	7.83912692858998e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	4	Distance from stop (nt)	28	7.13426144978894e-06	21	4.29075548557765e-06	36	7.92068054487242e-06	85	6.36035686839973e-06	28.3333333333333	6.44856582674633e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	5	Distance from stop (nt)	37	9.42741691579253e-06	43	8.78583266094471e-06	55	1.21010397213329e-05	135	1.0101743261576e-05	45	1.01047630993567e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	6	Distance from stop (nt)	66	1.68164734173596e-05	35	7.15125914262941e-06	68	1.49612854736479e-05	169	1.26458860089359e-05	56.3333333333333	1.29763393445457e-05	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	7	Distance from stop (nt)	35	8.91782681223618e-06	27	5.51668562431412e-06	30	6.60056712072701e-06	92	6.88415096344441e-06	30.6666666666667	7.0116931857591e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	8	Distance from stop (nt)	31	7.89864660512347e-06	38	7.76422421199765e-06	28	6.16052931267855e-06	97	7.25828960276204e-06	32.3333333333333	7.27446670993322e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	9	Distance from stop (nt)	37	9.42741691579253e-06	50	1.02160844894706e-05	42	9.24079396901782e-06	129	9.65277689439488e-06	43	9.62809845809364e-06	DE572AA-FLAG	Total	+CHX
M	Total_DE572AA-FLAG	10	Distance from stop (nt)	12	3.05754062133812e-06	16	3.26914703663059e-06	26	5.72049150463008e-06	54	4.04069730463041e-06	18	4.01572638753293e-06	DE572AA-FLAG	Total	+CHX
M	Total_WT_EV	-10	Distance from start (nt)	27	3.95406257963043e-05	78	3.41884088144731e-05	50	2.83741713323262e-05	155	3.27939400184027e-05	51.6666666666667	3.40344019810345e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-9	Distance from start (nt)	15	2.19670143312801e-05	31	1.35877009390855e-05	41	2.32668204925075e-05	87	1.84069211716196e-05	29	1.96071785876244e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-8	Distance from start (nt)	10	1.46446762208534e-05	56	2.45455242770576e-05	49	2.78066879056797e-05	115	2.43309877555891e-05	38.3333333333333	2.23322961345302e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-7	Distance from start (nt)	11	1.61091438429388e-05	94	4.12014157507753e-05	57	3.23465553188519e-05	162	3.42749566643951e-05	54	2.98857049708553e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-6	Distance from start (nt)	13	1.90380790871095e-05	35	1.5340952673161e-05	35	1.98619199326284e-05	83	1.75606259453382e-05	27.6666666666667	1.80803172309663e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-5	Distance from start (nt)	10	1.46446762208534e-05	70	3.0681905346322e-05	57	3.23465553188519e-05	137	2.89856115001366e-05	45.6666666666667	2.58910456286758e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-4	Distance from start (nt)	5	7.32233811042672e-06	48	2.10390208089065e-05	29	1.64570193727492e-05	82	1.73490521387679e-05	27.3333333333333	1.49394594306942e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-3	Distance from start (nt)	12	1.75736114650241e-05	60	2.62987760111331e-05	38	2.15643702125679e-05	110	2.32731187227374e-05	36.6666666666667	2.18122525629084e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-2	Distance from start (nt)	92	0.000134731021231852	147	6.44320012272762e-05	97	5.50458923847129e-05	336	7.10887990076342e-05	112	8.47363049479469e-05	WT + EV	Total	+CHX
M	Total_WT_EV	-1	Distance from start (nt)	306	0.000448127092358115	1233	0.000540439847028786	965	0.000547621506713896	2504	0.000529780811652131	834.666666666667	0.000512062815366933	WT + EV	Total	+CHX
M	Total_WT_EV	0	Distance from start (nt)	2191	0.00320864855998899	17842	0.00782037935984396	12543	0.00711794462042736	32576	0.00689222832283539	10858.6666666667	0.00604899084675344	WT + EV	Total	+CHX
M	Total_WT_EV	1	Distance from start (nt)	633	0.000927008004780022	3849	0.00168706648111419	2928	0.00166159147322102	7410	0.00156776190668622	2470	0.00142522198637175	WT + EV	Total	+CHX
M	Total_WT_EV	2	Distance from start (nt)	135	0.000197703128981521	314	0.00013763026112493	261	0.000148113174354743	710	0.000150217402664941	236.666666666667	0.000161148854820398	WT + EV	Total	+CHX
M	Total_WT_EV	3	Distance from start (nt)	468	0.000685370847135941	3176	0.00139208187685598	2267	0.00128648492820767	5911	0.00125061277063728	1970.33333333333	0.0011213125507332	WT + EV	Total	+CHX
M	Total_WT_EV	4	Distance from start (nt)	165	0.000241637157644082	568	0.000248961746238727	415	0.000235505622058308	1148	0.00024288672994275	382.666666666667	0.000242034841980372	WT + EV	Total	+CHX
M	Total_WT_EV	5	Distance from start (nt)	77	0.000112764006900571	250	0.000109578233379721	221	0.000125413837288882	548	0.000115942446000546	182.666666666667	0.000115918692523058	WT + EV	Total	+CHX
M	Total_WT_EV	6	Distance from start (nt)	606	0.000887467378983718	3379	0.00148105940236032	2503	0.00142041101689625	6488	0.00137269085702837	2162.66666666667	0.00126297926608009	WT + EV	Total	+CHX
M	Total_WT_EV	7	Distance from start (nt)	257	0.000376368178875933	684	0.000299806046526918	524	0.000297361315562779	1465	0.000309955626625548	488.333333333333	0.000324511846988543	WT + EV	Total	+CHX
M	Total_WT_EV	8	Distance from start (nt)	121	0.000177200582272327	325	0.000142451703393638	256	0.00014527575722151	702	0.000148524812212379	234	0.000154976014295825	WT + EV	Total	+CHX
M	Total_WT_EV	9	Distance from start (nt)	934	0.00136781275902771	5077	0.00222531476347538	3645	0.00206847709012658	9656	0.0020429566762432	3218.66666666667	0.00188720153754323	WT + EV	Total	+CHX
M	Total_WT_EV	10	Distance from start (nt)	290	0.00042469561040475	966	0.000423410293779244	703	0.000398940848932507	1959	0.000414473087071296	653	0.000415682251038833	WT + EV	Total	+CHX
M	Total_WT_EV	11	Distance from start (nt)	164	0.000240172690021996	238	0.000104318478177495	186	0.000105551917356254	588	0.00012440539826336	196	0.000150014361851915	WT + EV	Total	+CHX
M	Total_WT_EV	12	Distance from start (nt)	1678	0.00245737666985921	7400	0.00324351570803976	5179	0.00293899666660235	14257	0.00301640776027334	4752.33333333333	0.00287996301483377	WT + EV	Total	+CHX
M	Total_WT_EV	13	Distance from start (nt)	549	0.000803992724524854	2097	0.000919142221589104	1780	0.00101012049943081	4426	0.000936425667880325	1475.33333333333	0.000911085148514924	WT + EV	Total	+CHX
M	Total_WT_EV	14	Distance from start (nt)	218	0.000319253941614605	541	0.000237127297033717	487	0.000276364428776858	1246	0.000263620962986644	415.333333333333	0.000277581889141726	WT + EV	Total	+CHX
M	Total_WT_EV	15	Distance from start (nt)	666	0.000975335436308839	3820	0.00167435540604214	2548	0.00144594777109535	7034	0.00148821015541577	2344.66666666667	0.00136521287114878	WT + EV	Total	+CHX
M	Total_WT_EV	16	Distance from start (nt)	210	0.000307538200637922	807	0.000353718537349741	589	0.000334247738294803	1606	0.000339787533351966	535.333333333333	0.000331834825427489	WT + EV	Total	+CHX
M	Total_WT_EV	17	Distance from start (nt)	150	0.000219670143312802	370	0.000162175785401988	266	0.000150950591487976	786	0.000166297011964287	262	0.000177598840067588	WT + EV	Total	+CHX
M	Total_WT_EV	18	Distance from start (nt)	1183	0.00173246519692696	6474	0.00283763793160127	4330	0.00245720323737945	11987	0.00253613521935866	3995.66666666667	0.00234243545530256	WT + EV	Total	+CHX
M	Total_WT_EV	19	Distance from start (nt)	313	0.000458378365712712	1144	0.000501429995945605	921	0.000522652235941449	2378	0.000503122512024268	792.666666666667	0.000494153532533256	WT + EV	Total	+CHX
M	Total_WT_EV	20	Distance from start (nt)	136	0.000199167596603607	336	0.000147273145662346	287	0.000162867743447553	759	0.000160584519186888	253	0.000169769495237835	WT + EV	Total	+CHX
M	Total_WT_EV	21	Distance from start (nt)	1211	0.00177347029034535	6635	0.00290820631389781	4803	0.00272562289818326	12649	0.00267619707930823	4216.33333333333	0.00246909983414214	WT + EV	Total	+CHX
M	Total_WT_EV	22	Distance from start (nt)	282	0.000412979869428067	1160	0.000508443002881908	1070	0.000607207266511782	2512	0.000531473402104694	837.333333333333	0.000509543379607252	WT + EV	Total	+CHX
M	Total_WT_EV	23	Distance from start (nt)	193	0.000282642251062471	420	0.000184091432077932	325	0.000184432113660121	938	0.000198456230562979	312.666666666667	0.000217055265600175	WT + EV	Total	+CHX
M	Total_WT_EV	24	Distance from start (nt)	1374	0.00201217851274526	6299	0.00276093316823546	4326	0.00245493330367287	11999	0.00253867410503751	3999.66666666667	0.00240934832821786	WT + EV	Total	+CHX
M	Total_WT_EV	25	Distance from start (nt)	513	0.000751271890129781	1406	0.000616267984527553	961	0.00054535157300731	2880	0.000609332562922579	960	0.000637630482554882	WT + EV	Total	+CHX
M	Total_WT_EV	26	Distance from start (nt)	179	0.000262139704353276	450	0.000197240820083499	445	0.000252530124857704	1074	0.000227230268256545	358	0.000237303549764826	WT + EV	Total	+CHX
M	Total_WT_EV	27	Distance from start (nt)	1758	0.00257453407962603	10063	0.00441074305000055	8307	0.00471408482515268	20128	0.0042585575786478	6709.33333333333	0.00389978731825975	WT + EV	Total	+CHX
M	Total_WT_EV	28	Distance from start (nt)	1036	0.00151718845648042	3449	0.00151174130770664	2918	0.00165591663895456	7403	0.00156628089004023	2467.66666666667	0.00156161546771387	WT + EV	Total	+CHX
M	Total_WT_EV	29	Distance from start (nt)	262	0.00038369051698636	502	0.000220033092626481	401	0.000227560854085256	1165	0.000246483484654446	388.333333333333	0.000277094821232699	WT + EV	Total	+CHX
M	Total_WT_EV	30	Distance from start (nt)	1845	0.00270194276274746	8101	0.00355077307443649	5987	0.00339752327533274	15933	0.00337100546008523	5311	0.0032167463708389	WT + EV	Total	+CHX
M	Total_WT_EV	31	Distance from start (nt)	567	0.00083035314172239	2102	0.000921333786256698	1701	0.000965289308725739	4370	0.000924577534712385	1456.66666666667	0.000905658745568275	WT + EV	Total	+CHX
M	Total_WT_EV	32	Distance from start (nt)	183	0.000267997574841618	338	0.000148149771529383	283	0.000160597809740967	804	0.000170105340482553	268	0.000192248385370656	WT + EV	Total	+CHX
M	Total_WT_EV	33	Distance from start (nt)	1975	0.00289232355361855	7461	0.00327025279698441	5016	0.00284649686805897	14452	0.00305766465255455	4817.33333333333	0.00300302440622064	WT + EV	Total	+CHX
M	Total_WT_EV	34	Distance from start (nt)	508	0.000743949552019354	1491	0.000653524583876659	977	0.000554431307833655	2976	0.000629643648353332	992	0.000650635147909889	WT + EV	Total	+CHX
M	Total_WT_EV	35	Distance from start (nt)	199	0.000291429056794983	436	0.000191104439014234	435	0.000246855290591238	1070	0.000226383973030264	356.666666666667	0.000243129595466819	WT + EV	Total	+CHX
M	Total_WT_EV	36	Distance from start (nt)	2144	0.00313981858175098	9698	0.00425075882926615	6549	0.00371644896110809	18391	0.00389105387663512	6130.33333333333	0.00370234212404174	WT + EV	Total	+CHX
M	Total_WT_EV	37	Distance from start (nt)	667	0.000976799903930924	1792	0.000785456776865843	1367	0.000775749844225799	3826	0.000809481383938121	1275.33333333333	0.000846002175007522	WT + EV	Total	+CHX
M	Total_WT_EV	38	Distance from start (nt)	185	0.000270926510085788	402	0.000176201799274592	321	0.000182162179953534	908	0.000192109016365869	302.666666666667	0.000209763496437972	WT + EV	Total	+CHX
M	Total_WT_EV	39	Distance from start (nt)	2526	0.00369924521338758	9600	0.0042078041617813	6400	0.00363189393053776	18526	0.00391961634052212	6175.33333333333	0.00384631443523555	WT + EV	Total	+CHX
M	Total_WT_EV	40	Distance from start (nt)	1127	0.00165045501009018	2813	0.00123297428198863	2061	0.00116958334231849	6001	0.00126965441322861	2000.33333333333	0.00135100421146577	WT + EV	Total	+CHX
M	Total_WT_EV	41	Distance from start (nt)	331	0.000484738782910249	497	0.000217841527958886	416	0.000236073105484954	1244	0.000263197815373503	414.666666666667	0.00031288447211803	WT + EV	Total	+CHX
M	Total_WT_EV	42	Distance from start (nt)	2054	0.0030080164957633	8816	0.0038641668219025	5693	0.00323068314789867	16563	0.00350429695822454	5521	0.00336762215518815	WT + EV	Total	+CHX
M	Total_WT_EV	43	Distance from start (nt)	487	0.000713195731955562	1468	0.000643443386405724	1105	0.00062706918644441	3060	0.00064741584810524	1020	0.000661236101601899	WT + EV	Total	+CHX
M	Total_WT_EV	44	Distance from start (nt)	179	0.000262139704353276	326	0.000142890016327157	276	0.000156625425754441	781	0.000165239142931435	260.333333333333	0.000187218382144958	WT + EV	Total	+CHX
M	Total_WT_EV	45	Distance from start (nt)	2217	0.00324672471816321	7747	0.00339561029597081	5389	0.00305816818619812	15353	0.00324829265227443	5117.66666666667	0.00323350106677738	WT + EV	Total	+CHX
M	Total_WT_EV	46	Distance from start (nt)	492	0.000720518070065989	1514	0.000663605781347593	1099	0.000623664285884531	3105	0.000656936669400905	1035	0.000669262712432704	WT + EV	Total	+CHX
M	Total_WT_EV	47	Distance from start (nt)	408	0.00059750278981082	702	0.000307695679330258	484	0.000274661978496918	1594	0.000337248647673122	531.333333333333	0.000393286815879332	WT + EV	Total	+CHX
M	Total_WT_EV	48	Distance from start (nt)	2471	0.00361869949417288	12363	0.00541886279709399	7499	0.00425555821642229	22333	0.0047250778221354	7444.33333333333	0.00443104016922972	WT + EV	Total	+CHX
M	Total_WT_EV	49	Distance from start (nt)	412	0.000603360660299161	1249	0.000547452853965088	790	0.000448311907050755	2451	0.000518567399903903	817	0.000533041807105001	WT + EV	Total	+CHX
M	Total_WT_EV	50	Distance from start (nt)	250	0.000366116905521336	279	0.000122289308451769	235	0.000133358605261933	764	0.00016164238821974	254.666666666667	0.000207254939745013	WT + EV	Total	+CHX
M	Total_WT_EV	51	Distance from start (nt)	1470	0.00215276740446545	5559	0.00243658159743149	3705	0.00210252609572537	10734	0.00227103323972603	3578	0.00223062503254077	WT + EV	Total	+CHX
M	Total_WT_EV	52	Distance from start (nt)	393	0.00057553577547954	1347	0.000590407521449939	1003	0.000569185876926464	2743	0.000580346951422442	914.333333333333	0.000578376391285314	WT + EV	Total	+CHX
M	Total_WT_EV	53	Distance from start (nt)	421	0.00061654086889793	355	0.000155601091399204	325	0.000184432113660121	1101	0.000232942761033944	367	0.000318858024652418	WT + EV	Total	+CHX
M	Total_WT_EV	54	Distance from start (nt)	1449	0.00212201358440166	5737	0.00251460129959785	4198	0.00238229542506211	11384	0.00240855621399675	3794.66666666667	0.00233963676968721	WT + EV	Total	+CHX
M	Total_WT_EV	55	Distance from start (nt)	758	0.00111006645754069	2062	0.000903801268915943	1517	0.000860872358222778	4337	0.000917595599095564	1445.66666666667	0.000958246694893137	WT + EV	Total	+CHX
M	Total_WT_EV	56	Distance from start (nt)	271	0.000396870725585128	421	0.000184529745011451	366	0.000207698934152628	1058	0.00022384508735142	352.666666666667	0.000263033134916402	WT + EV	Total	+CHX
M	Total_WT_EV	57	Distance from start (nt)	1696	0.00248373708705674	6368	0.00279117676064826	4580	0.00259907409404108	12644	0.00267513921027538	4214.66666666667	0.0026246626472487	WT + EV	Total	+CHX
M	Total_WT_EV	58	Distance from start (nt)	511	0.00074834295488561	1567	0.000686836366824094	1165	0.000661118192043201	3243	0.000686133854707612	1081	0.000698765837917635	WT + EV	Total	+CHX
M	Total_WT_EV	59	Distance from start (nt)	196	0.000287035653928727	351	0.000153847839665129	254	0.000144140790368217	801	0.000169470619062842	267	0.000195008094654024	WT + EV	Total	+CHX
M	Total_WT_EV	60	Distance from start (nt)	1696	0.00248373708705674	6778	0.00297088506339101	4865	0.00276080687063534	13339	0.00282218300584176	4446.33333333333	0.00273847634036103	WT + EV	Total	+CHX
M	Total_WT_EV	61	Distance from start (nt)	637	0.000932865875268364	1895	0.000830603009018289	1454	0.000825120902344047	3986	0.000843333192989375	1328.66666666667	0.000862863262210233	WT + EV	Total	+CHX
M	Total_WT_EV	62	Distance from start (nt)	310	0.000453984962846456	707	0.000309887243997852	460	0.000261042376257401	1477	0.000312494512304392	492.333333333333	0.000341638194367237	WT + EV	Total	+CHX
M	Total_WT_EV	63	Distance from start (nt)	1856	0.0027180519065904	8320	0.00364676360687713	5120	0.00290551514443021	15296	0.00323623294529992	5098.66666666667	0.00309011021929925	WT + EV	Total	+CHX
M	Total_WT_EV	64	Distance from start (nt)	416	0.000609218530787503	1400	0.00061363810692644	1014	0.000575428194619576	2830	0.000598753872594062	943.333333333333	0.000599428277444506	WT + EV	Total	+CHX
M	Total_WT_EV	65	Distance from start (nt)	153	0.000224063546179058	504	0.000220909718493518	338	0.000191809398206525	995	0.000210515937537488	331.666666666667	0.000212260887626367	WT + EV	Total	+CHX
M	Total_WT_EV	66	Distance from start (nt)	1682	0.00246323454034755	6990	0.00306380740529701	4328	0.00245606827052616	13000	0.00275045948541442	4333.33333333333	0.00266103673872357	WT + EV	Total	+CHX
M	Total_WT_EV	67	Distance from start (nt)	742	0.00108663497558732	2165	0.000948947501068388	1235	0.000700842031908458	4142	0.000876338706814348	1380.66666666667	0.000912141502854724	WT + EV	Total	+CHX
M	Total_WT_EV	68	Distance from start (nt)	154	0.000225528013801143	380	0.000166558914737177	310	0.000175919862260423	844	0.000178568292745367	281.333333333333	0.000189335596932914	WT + EV	Total	+CHX
M	Total_WT_EV	69	Distance from start (nt)	1416	0.00207368615287285	4873	0.00213589892503753	3284	0.00186361557310719	9573	0.00202539605029786	3191	0.00202440021700585	WT + EV	Total	+CHX
M	Total_WT_EV	70	Distance from start (nt)	383	0.000560891099258686	1006	0.000440942811119999	869	0.00049314309775583	2258	0.000477733655235828	752.666666666667	0.000498325669378172	WT + EV	Total	+CHX
M	Total_WT_EV	71	Distance from start (nt)	227	0.000332434150213373	348	0.000152532900864572	293	0.000166272644007432	868	0.000183646064103055	289.333333333333	0.000217079898361792	WT + EV	Total	+CHX
M	Total_WT_EV	72	Distance from start (nt)	2462	0.00360551928557412	7507	0.00329041519192628	5281	0.0029968799761203	15250	0.00322650055019768	5083.33333333333	0.00329760481787356	WT + EV	Total	+CHX
M	Total_WT_EV	73	Distance from start (nt)	601	0.000880145040873291	1398	0.000612761481059402	984	0.00055840369182018	2983	0.000631124664999324	994.333333333333	0.000683770071250958	WT + EV	Total	+CHX
M	Total_WT_EV	74	Distance from start (nt)	260	0.000380761581742189	391	0.000171380357005884	341	0.000193511848486465	992	0.000209881216117777	330.666666666667	0.000248551262411513	WT + EV	Total	+CHX
M	Total_WT_EV	75	Distance from start (nt)	2174	0.00318375261041354	6635	0.00290820631389781	4753	0.00269724872685093	13562	0.00286936396470695	4520.66666666667	0.00292973588372076	WT + EV	Total	+CHX
M	Total_WT_EV	76	Distance from start (nt)	630	0.000922614601913766	1553	0.00068069998575483	1049	0.000595290114552204	3232	0.000683806542835339	1077.33333333333	0.0007328682340736	WT + EV	Total	+CHX
M	Total_WT_EV	77	Distance from start (nt)	230	0.000336827553079629	442	0.000193734316615348	292	0.000165705160580785	964	0.000203957149533808	321.333333333333	0.000232089010091921	WT + EV	Total	+CHX
M	Total_WT_EV	78	Distance from start (nt)	2470	0.0036172350265508	7552	0.00331013927393463	5187	0.00294353653401552	15209	0.0032178260241283	5069.66666666667	0.00329030361150032	WT + EV	Total	+CHX
M	Total_WT_EV	79	Distance from start (nt)	707	0.00103537860881434	1607	0.00070436888416485	1264	0.000717299051281207	3578	0.000757011079908676	1192.66666666667	0.000819015514753465	WT + EV	Total	+CHX
M	Total_WT_EV	80	Distance from start (nt)	257	0.000376368178875933	510	0.000223539596094632	310	0.000175919862260423	1077	0.000227864989676256	359	0.000258609212410329	WT + EV	Total	+CHX
M	Total_WT_EV	81	Distance from start (nt)	2254	0.00330091002018036	8046	0.00352666586309296	5404	0.00306668043759782	15704	0.00332255505838062	5234.66666666667	0.00329808544029038	WT + EV	Total	+CHX
M	Total_WT_EV	82	Distance from start (nt)	465	0.000680977444269685	1306	0.000572436691175665	992	0.000562943559233353	2763	0.000584578427553849	921	0.000605452564892901	WT + EV	Total	+CHX
