Sample	bin	fraction_ave	size	strain	Ribosomes
IP_FLAG-Upf1_CHX-	48	0.0101057852593245	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	54	0.0101333799798356	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	59	0.0102511794727272	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	69	0.0115833309768442	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	81	0.0119615886682749	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	93	0.0122064080833914	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	97	0.0100172217915971	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	27	0.00707779951139729	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	45	0.0114544113848992	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	70	0.012881611278322	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	99	0.00454171339205145	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	71	0.0133443942871728	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	88	0.0122356969465	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	0	0.00551447867184972	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	2	0.00112428328615096	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	4	0.00182680619465338	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	5	0.00208399551343112	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	8	0.00215254338532773	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	9	0.00395996720739039	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	11	0.00354215885836011	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	12	0.00355779472945515	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	13	0.00564208189169786	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	14	0.00361765263169709	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	15	0.00471601869806213	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	17	0.00504055892207318	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	20	0.00583828290905945	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	21	0.00607095750183716	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	22	0.00542873683356641	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	23	0.0163722273459219	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	30	0.00823503204046355	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	33	0.0128855300231957	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	36	0.0069317720747546	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	37	0.0103525571821055	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	38	0.00808202541863595	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	40	0.0111477815598762	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	41	0.00795890468708481	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	47	0.00991692164344853	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	50	0.00848103178037106	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	51	0.0100278280728442	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	52	0.0105857260384898	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	53	0.0115441052518008	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	56	0.0694032216947281	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	60	0.0122585175299025	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	61	0.0106634277722307	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	62	0.0133923461779431	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	63	0.0159404743560664	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	64	0.0146196484781254	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	67	0.0110664556424008	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	72	0.0125055977433674	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	74	0.0166209821477843	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	77	0.0143481396603495	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	78	0.0125916116762624	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	83	0.0157363692814683	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	84	0.0117396231203055	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	85	0.0156508691663797	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	89	0.0172285789847422	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	95	0.0110472787969327	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	96	0.0129737323622947	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	24	0.0055899724451867	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	3	0.00157517692540238	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	1	0.000695029905511044	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	10	0.00270440367971234	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	6	0.0020041386572307	M	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	100	5.78221852160237e-06	M	FLAG-UPF1	IP
Total_WT_CHX-	28	0.0100955434726602	S	WT + EV	Total
Total_WT_CHX-	74	0.0112768867099458	S	WT + EV	Total
Total_WT_CHX-	84	0.0115160634771454	S	WT + EV	Total
Total_WT_CHX-	14	0.00950718373496297	S	WT + EV	Total
Total_WT_CHX-	23	0.0103008512941916	S	WT + EV	Total
Total_WT_CHX-	16	0.00910405390062321	S	WT + EV	Total
Total_WT_CHX-	37	0.0108667263581119	S	WT + EV	Total
Total_WT_CHX-	9	0.00708062315556688	S	WT + EV	Total
Total_WT_CHX-	31	0.0118052589171797	S	WT + EV	Total
Total_WT_CHX-	35	0.00981012066191537	S	WT + EV	Total
Total_WT_CHX-	36	0.00915759897868911	S	WT + EV	Total
Total_WT_CHX-	47	0.0111899869324147	S	WT + EV	Total
Total_WT_CHX-	96	0.0108920577199194	S	WT + EV	Total
Total_WT_CHX-	69	0.0109245989385525	S	WT + EV	Total
Total_WT_CHX-	10	0.00787722954981172	S	WT + EV	Total
Total_WT_CHX-	25	0.00808005927707726	S	WT + EV	Total
Total_WT_CHX-	40	0.010606153854983	S	WT + EV	Total
Total_WT_CHX-	64	0.0121331967588262	S	WT + EV	Total
Total_WT_CHX-	77	0.0115200932295364	S	WT + EV	Total
Total_WT_CHX-	66	0.00984007677537752	S	WT + EV	Total
Total_WT_CHX-	3	0.00551181875691644	S	WT + EV	Total
Total_WT_CHX-	38	0.00928576185850758	S	WT + EV	Total
Total_WT_CHX-	43	0.0106811952405982	S	WT + EV	Total
Total_WT_CHX-	88	0.0113868770595608	S	WT + EV	Total
Total_WT_CHX-	5	0.00550272629997043	S	WT + EV	Total
Total_WT_CHX-	22	0.00931859884177529	S	WT + EV	Total
Total_WT_CHX-	81	0.0117947163634921	S	WT + EV	Total
Total_WT_CHX-	94	0.0103077703410225	S	WT + EV	Total
Total_WT_CHX-	82	0.0105912288088228	S	WT + EV	Total
Total_WT_CHX-	2	0.00333979298914078	S	WT + EV	Total
Total_WT_CHX-	4	0.00548052401737597	S	WT + EV	Total
Total_WT_CHX-	6	0.00579342534219892	S	WT + EV	Total
Total_WT_CHX-	7	0.00556244679805258	S	WT + EV	Total
Total_WT_CHX-	11	0.00944574115311821	S	WT + EV	Total
Total_WT_CHX-	12	0.00764078156069428	S	WT + EV	Total
Total_WT_CHX-	15	0.00889485009033236	S	WT + EV	Total
Total_WT_CHX-	17	0.00905461784336362	S	WT + EV	Total
Total_WT_CHX-	18	0.00815857356247108	S	WT + EV	Total
Total_WT_CHX-	19	0.00991377507515633	S	WT + EV	Total
Total_WT_CHX-	21	0.0110013802411405	S	WT + EV	Total
Total_WT_CHX-	24	0.00952975510620395	S	WT + EV	Total
Total_WT_CHX-	26	0.00861129303626128	S	WT + EV	Total
Total_WT_CHX-	27	0.00941368544843469	S	WT + EV	Total
Total_WT_CHX-	29	0.0100019064678606	S	WT + EV	Total
Total_WT_CHX-	30	0.010861096396783	S	WT + EV	Total
Total_WT_CHX-	32	0.0103754482876212	S	WT + EV	Total
Total_WT_CHX-	33	0.00915594526429862	S	WT + EV	Total
Total_WT_CHX-	34	0.0124348128929104	S	WT + EV	Total
Total_WT_CHX-	39	0.0103876817125871	S	WT + EV	Total
Total_WT_CHX-	41	0.013186670406519	S	WT + EV	Total
Total_WT_CHX-	42	0.0101483181711852	S	WT + EV	Total
Total_WT_CHX-	44	0.00966524476303291	S	WT + EV	Total
Total_WT_CHX-	46	0.0100651058101248	S	WT + EV	Total
Total_WT_CHX-	48	0.011596182926117	S	WT + EV	Total
Total_WT_CHX-	50	0.0104882278549379	S	WT + EV	Total
Total_WT_CHX-	51	0.00990138162871449	S	WT + EV	Total
Total_WT_CHX-	52	0.0106200291055326	S	WT + EV	Total
Total_WT_CHX-	53	0.0110741852967901	S	WT + EV	Total
Total_WT_CHX-	55	0.0117733538195743	S	WT + EV	Total
Total_WT_CHX-	56	0.0109605342834307	S	WT + EV	Total
Total_WT_CHX-	57	0.0100010330422908	S	WT + EV	Total
Total_WT_CHX-	59	0.010685963665164	S	WT + EV	Total
Total_WT_CHX-	60	0.0131471942873719	S	WT + EV	Total
Total_WT_CHX-	61	0.0126066149130167	S	WT + EV	Total
Total_WT_CHX-	62	0.011672932026457	S	WT + EV	Total
Total_WT_CHX-	63	0.0111363239444003	S	WT + EV	Total
Total_WT_CHX-	65	0.0119194875914744	S	WT + EV	Total
Total_WT_CHX-	70	0.0111509542156896	S	WT + EV	Total
Total_WT_CHX-	71	0.0113708397928211	S	WT + EV	Total
Total_WT_CHX-	72	0.0101838720437283	S	WT + EV	Total
Total_WT_CHX-	73	0.0124937417082469	S	WT + EV	Total
Total_WT_CHX-	75	0.0120536663647149	S	WT + EV	Total
Total_WT_CHX-	76	0.0112656431358529	S	WT + EV	Total
Total_WT_CHX-	78	0.0106896233391449	S	WT + EV	Total
Total_WT_CHX-	79	0.0101049505230366	S	WT + EV	Total
Total_WT_CHX-	80	0.0114704109482185	S	WT + EV	Total
Total_WT_CHX-	83	0.0102129344181794	S	WT + EV	Total
Total_WT_CHX-	85	0.0111893433823383	S	WT + EV	Total
Total_WT_CHX-	86	0.0125031532183814	S	WT + EV	Total
Total_WT_CHX-	89	0.00988946874158243	S	WT + EV	Total
Total_WT_CHX-	90	0.0117660874821833	S	WT + EV	Total
Total_WT_CHX-	91	0.0123806842095058	S	WT + EV	Total
Total_WT_CHX-	92	0.012625635600709	S	WT + EV	Total
Total_WT_CHX-	93	0.0124544796109102	S	WT + EV	Total
Total_WT_CHX-	97	0.0108645148013455	S	WT + EV	Total
Total_WT_CHX-	98	0.0109746121618656	S	WT + EV	Total
Total_WT_CHX-	87	0.0116141260757088	S	WT + EV	Total
Total_WT_CHX-	95	0.0102352283528778	S	WT + EV	Total
Total_WT_CHX-	99	0.00568232079247744	S	WT + EV	Total
Total_WT_CHX-	49	0.00970686159516546	S	WT + EV	Total
Total_WT_CHX-	8	0.00726261597904259	S	WT + EV	Total
Total_WT_CHX-	54	0.00938775314296014	S	WT + EV	Total
Total_WT_CHX-	68	0.0139743894461121	S	WT + EV	Total
Total_WT_CHX-	20	0.00889769578859939	S	WT + EV	Total
Total_WT_CHX-	45	0.0101593095768164	S	WT + EV	Total
Total_WT_CHX-	58	0.0110301319870376	S	WT + EV	Total
Total_WT_CHX-	67	0.0102615138933158	S	WT + EV	Total
Total_WT_CHX-	0	0.00191055506587772	S	WT + EV	Total
Total_WT_CHX-	13	0.00857919224493741	S	WT + EV	Total
Total_WT_CHX-	1	0.00191248175705278	S	WT + EV	Total
Total_WT_CHX-	100	6.98345132672385e-05	S	WT + EV	Total
IP_FLAG-Upf1_CHX-	17	0.00497268897263328	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	33	0.00926845658847227	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	81	0.0165100852869312	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	93	0.0129403307370723	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	15	0.00400885089916779	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	73	0.012608156674514	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	32	0.00847746379948773	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	35	0.00740052634001789	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	36	0.00743674106119151	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	37	0.00892818371497015	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	48	0.0118036814891922	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	89	0.0134554590773004	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	90	0.0130688438302292	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	47	0.012552726914868	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	88	0.0141177202790016	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	97	0.0125940043971096	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	96	0.0122476375563023	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	19	0.00460708897319075	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	21	0.00738349521655352	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	29	0.00822521845954549	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	53	0.0120642542723736	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	60	0.0138269926318853	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	65	0.0143496879334712	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	83	0.014562384597764	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	86	0.0132025278663876	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	87	0.012205302226623	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	2	0.000840527364073299	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	14	0.00409811268223151	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	27	0.00962453167454127	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	64	0.0125843867526623	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	76	0.0191975143312299	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	3	0.00115223188823305	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	8	0.00233432979588238	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	9	0.00235672371527417	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	12	0.00343058834549871	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	13	0.00349248617917642	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	18	0.00492419892438192	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	20	0.00466229969966657	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	24	0.0087765615209472	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	25	0.00638123186570582	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	30	0.00860084432022826	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	39	0.00820044238144154	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	44	0.0098009187563273	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	50	0.0120837037948759	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	54	0.0120058758553193	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	55	0.013464582703703	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	56	0.0115084666397855	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	59	0.0125666153977387	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	75	0.0131560661205441	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	77	0.0194395190372806	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	79	0.0164371708866207	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	80	0.0150775443787553	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	82	0.0128967750175331	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	84	0.0142584159681624	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	85	0.0147612082300459	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	91	0.0165390107009247	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	98	0.0118244105616055	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	46	0.0110898419591346	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	66	0.0132717778887717	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	70	0.0147194644490476	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	74	0.0132183135500072	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	38	0.00882686083843628	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	42	0.00986249630472334	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	51	0.011449535583679	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	63	0.0135802427807451	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	72	0.0123997558986294	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	78	0.0124742855849923	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	45	0.00824323548883979	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	92	0.012543714139702	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	95	0.0117648815660397	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	99	0.00711658972151819	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	28	0.00921932170913871	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	26	0.00743721269855446	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	94	0.0141935108560689	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	67	0.0103736719615503	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	22	0.00698129039930735	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	23	0.0114485043774419	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	40	0.0143683439421131	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	10	0.00333186453058776	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	52	0.0130488278090307	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	61	0.0130164394691618	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	71	0.0121927694957899	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	16	0.00440040260521065	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	31	0.00881464200210658	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	41	0.0139192414429426	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	49	0.00898927363609978	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	68	0.0122509901699847	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	43	0.0123305234573644	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	0	0.000818557651377856	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	1	0.000706572603559236	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	4	0.00145056912781104	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	5	0.00174866495353713	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	6	0.00193882540643839	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	7	0.00188646634577825	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	11	0.00275133919048088	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	34	0.00985699814661811	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	57	0.0126681503776208	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	58	0.0139244710069516	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	62	0.0138139568229261	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	69	0.0122060264681787	S	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX-	100	5.57702953499907e-05	S	FLAG-UPF1	IP
