Sample	bin	fraction_ave	size	strain	Ribosomes
Total_Upf1-FLAG-upf2del	65	0.00842348470415103	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	66	0.0097861422244392	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	67	0.00950818851113689	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	69	0.00792061257742446	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	70	0.00797219623826612	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	71	0.00958494988230131	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	74	0.00923429688847714	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	76	0.00913222759915249	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	79	0.0118115578474324	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	80	0.0130955173923898	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	84	0.0103327411589124	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	88	0.00826097241956788	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	90	0.0072930310974975	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	95	0.00739415300133036	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	97	0.00754790661289267	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	98	0.00711398256057355	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	19	0.00959002861613645	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	20	0.0107812861048134	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	21	0.0116284164814711	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	25	0.00923627131629857	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	28	0.00958207986643228	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	29	0.00870583309570195	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	31	0.0095883040351822	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	32	0.00988296964734134	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	59	0.00961958845840243	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	75	0.0122509245348428	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	77	0.00934338377262957	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	78	0.0106727460360747	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	86	0.00930495295406412	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	5	0.00720098383057616	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	13	0.0106020196923275	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	22	0.0137753760167859	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	40	0.00891817261189849	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	53	0.012291011272839	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	72	0.00843846474877352	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	94	0.00651920889855009	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	6	0.0097191248094075	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	14	0.011562242642606	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	16	0.0113438040832255	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	43	0.0108909559265537	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	87	0.00850099393813494	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	3	0.0108937688457101	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	7	0.0110455033546724	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	10	0.0102099360585673	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	12	0.0113069667259712	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	62	0.00831555617711516	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	52	0.0136083987297602	M	UPF1-FLAG/upf2Δ	Total
Total_Upf1-FLAG-upf2del	100	4.50497340221757e-05	M	UPF1-FLAG/upf2Δ	Total
IP_Upf1-FLAG	68	0.0111079824288669	M	UPF1-FLAG	IP
IP_Upf1-FLAG	81	0.0135025624595306	M	UPF1-FLAG	IP
IP_Upf1-FLAG	85	0.015949087971861	M	UPF1-FLAG	IP
IP_Upf1-FLAG	92	0.0145953701965618	M	UPF1-FLAG	IP
IP_Upf1-FLAG	96	0.011482285421819	M	UPF1-FLAG	IP
IP_Upf1-FLAG	73	0.0117395461409851	M	UPF1-FLAG	IP
IP_Upf1-FLAG	83	0.0130136212924231	M	UPF1-FLAG	IP
IP_Upf1-FLAG	36	0.00803284418702201	M	UPF1-FLAG	IP
IP_Upf1-FLAG	37	0.00915980369760921	M	UPF1-FLAG	IP
IP_Upf1-FLAG	84	0.0125738243111815	M	UPF1-FLAG	IP
IP_Upf1-FLAG	34	0.00938532708381916	M	UPF1-FLAG	IP
IP_Upf1-FLAG	35	0.00763136586171848	M	UPF1-FLAG	IP
IP_Upf1-FLAG	51	0.0157983012244586	M	UPF1-FLAG	IP
IP_Upf1-FLAG	63	0.0111851109840709	M	UPF1-FLAG	IP
IP_Upf1-FLAG	65	0.0128664983284034	M	UPF1-FLAG	IP
IP_Upf1-FLAG	71	0.0127661635965136	M	UPF1-FLAG	IP
IP_Upf1-FLAG	82	0.0125192451070074	M	UPF1-FLAG	IP
IP_Upf1-FLAG	86	0.0145096257402861	M	UPF1-FLAG	IP
IP_Upf1-FLAG	88	0.0122772693865801	M	UPF1-FLAG	IP
IP_Upf1-FLAG	89	0.0144548384409403	M	UPF1-FLAG	IP
IP_Upf1-FLAG	94	0.0129559125019665	M	UPF1-FLAG	IP
IP_Upf1-FLAG	95	0.0111501365066209	M	UPF1-FLAG	IP
IP_Upf1-FLAG	15	0.0052393761082028	M	UPF1-FLAG	IP
IP_Upf1-FLAG	44	0.0114182659029155	M	UPF1-FLAG	IP
IP_Upf1-FLAG	47	0.010561445294763	M	UPF1-FLAG	IP
IP_Upf1-FLAG	53	0.0120434626005679	M	UPF1-FLAG	IP
IP_Upf1-FLAG	56	0.014351393566201	M	UPF1-FLAG	IP
IP_Upf1-FLAG	72	0.0115003343170962	M	UPF1-FLAG	IP
IP_Upf1-FLAG	75	0.0140465644018709	M	UPF1-FLAG	IP
IP_Upf1-FLAG	97	0.0128032180481345	M	UPF1-FLAG	IP
IP_Upf1-FLAG	17	0.00548752610935567	M	UPF1-FLAG	IP
IP_Upf1-FLAG	21	0.0068073222461508	M	UPF1-FLAG	IP
IP_Upf1-FLAG	22	0.00757022135414542	M	UPF1-FLAG	IP
IP_Upf1-FLAG	26	0.00707934480202033	M	UPF1-FLAG	IP
IP_Upf1-FLAG	39	0.0115428044675136	M	UPF1-FLAG	IP
IP_Upf1-FLAG	46	0.0110146401087668	M	UPF1-FLAG	IP
IP_Upf1-FLAG	50	0.0112884373279897	M	UPF1-FLAG	IP
IP_Upf1-FLAG	54	0.0116142410918296	M	UPF1-FLAG	IP
IP_Upf1-FLAG	67	0.0111496767520349	M	UPF1-FLAG	IP
IP_Upf1-FLAG	80	0.0158597937004573	M	UPF1-FLAG	IP
IP_Upf1-FLAG	93	0.0118316125209251	M	UPF1-FLAG	IP
IP_Upf1-FLAG	19	0.00656107136258373	M	UPF1-FLAG	IP
IP_Upf1-FLAG	24	0.0086111783884715	M	UPF1-FLAG	IP
IP_Upf1-FLAG	25	0.0064673765998984	M	UPF1-FLAG	IP
IP_Upf1-FLAG	28	0.0100270723596483	M	UPF1-FLAG	IP
IP_Upf1-FLAG	32	0.00821359122846725	M	UPF1-FLAG	IP
IP_Upf1-FLAG	43	0.010603727561149	M	UPF1-FLAG	IP
IP_Upf1-FLAG	61	0.013048729656969	M	UPF1-FLAG	IP
IP_Upf1-FLAG	62	0.0115645901384359	M	UPF1-FLAG	IP
IP_Upf1-FLAG	64	0.0144812982586119	M	UPF1-FLAG	IP
IP_Upf1-FLAG	87	0.013754653779704	M	UPF1-FLAG	IP
IP_Upf1-FLAG	90	0.0132900396780293	M	UPF1-FLAG	IP
IP_Upf1-FLAG	98	0.0106554009514578	M	UPF1-FLAG	IP
IP_Upf1-FLAG	2	0.00390206368793405	M	UPF1-FLAG	IP
IP_Upf1-FLAG	3	0.00421514423452898	M	UPF1-FLAG	IP
IP_Upf1-FLAG	8	0.00425951315284352	M	UPF1-FLAG	IP
IP_Upf1-FLAG	9	0.00475971160181352	M	UPF1-FLAG	IP
IP_Upf1-FLAG	10	0.00462845162923328	M	UPF1-FLAG	IP
IP_Upf1-FLAG	11	0.00516026371955051	M	UPF1-FLAG	IP
IP_Upf1-FLAG	14	0.00545797300437998	M	UPF1-FLAG	IP
IP_Upf1-FLAG	20	0.00643016656820525	M	UPF1-FLAG	IP
IP_Upf1-FLAG	23	0.00802725431181014	M	UPF1-FLAG	IP
IP_Upf1-FLAG	27	0.00839863127785853	M	UPF1-FLAG	IP
IP_Upf1-FLAG	33	0.010149349421287	M	UPF1-FLAG	IP
IP_Upf1-FLAG	38	0.0076120314144506	M	UPF1-FLAG	IP
IP_Upf1-FLAG	40	0.0100916345447027	M	UPF1-FLAG	IP
IP_Upf1-FLAG	45	0.0104622588054268	M	UPF1-FLAG	IP
IP_Upf1-FLAG	55	0.0128269320942956	M	UPF1-FLAG	IP
IP_Upf1-FLAG	57	0.0121062352705246	M	UPF1-FLAG	IP
IP_Upf1-FLAG	59	0.0117734127364296	M	UPF1-FLAG	IP
IP_Upf1-FLAG	60	0.0114751408975815	M	UPF1-FLAG	IP
IP_Upf1-FLAG	66	0.0103822237352393	M	UPF1-FLAG	IP
IP_Upf1-FLAG	69	0.0101230971233568	M	UPF1-FLAG	IP
IP_Upf1-FLAG	76	0.013715919556209	M	UPF1-FLAG	IP
IP_Upf1-FLAG	77	0.0139791511893914	M	UPF1-FLAG	IP
IP_Upf1-FLAG	78	0.0111459508260842	M	UPF1-FLAG	IP
IP_Upf1-FLAG	79	0.0126297121128901	M	UPF1-FLAG	IP
IP_Upf1-FLAG	91	0.0148114963477905	M	UPF1-FLAG	IP
IP_Upf1-FLAG	29	0.00877475000287635	M	UPF1-FLAG	IP
IP_Upf1-FLAG	31	0.00812192262548772	M	UPF1-FLAG	IP
IP_Upf1-FLAG	42	0.00969449542521784	M	UPF1-FLAG	IP
IP_Upf1-FLAG	48	0.0100641672546176	M	UPF1-FLAG	IP
IP_Upf1-FLAG	49	0.0111518175903189	M	UPF1-FLAG	IP
IP_Upf1-FLAG	58	0.0142368438842398	M	UPF1-FLAG	IP
IP_Upf1-FLAG	74	0.0132079092852524	M	UPF1-FLAG	IP
IP_Upf1-FLAG	13	0.00484337761739986	M	UPF1-FLAG	IP
IP_Upf1-FLAG	16	0.00543490352553542	M	UPF1-FLAG	IP
IP_Upf1-FLAG	30	0.0085842974872613	M	UPF1-FLAG	IP
IP_Upf1-FLAG	52	0.0137592137826261	M	UPF1-FLAG	IP
IP_Upf1-FLAG	18	0.00565913160174393	M	UPF1-FLAG	IP
IP_Upf1-FLAG	70	0.0126157694867554	M	UPF1-FLAG	IP
IP_Upf1-FLAG	1	0.00283894260343001	M	UPF1-FLAG	IP
IP_Upf1-FLAG	5	0.00306677683612312	M	UPF1-FLAG	IP
IP_Upf1-FLAG	7	0.00404169665561782	M	UPF1-FLAG	IP
IP_Upf1-FLAG	99	0.00845383279958835	M	UPF1-FLAG	IP
IP_Upf1-FLAG	0	0.00543676774301662	M	UPF1-FLAG	IP
IP_Upf1-FLAG	4	0.00367001475835854	M	UPF1-FLAG	IP
IP_Upf1-FLAG	6	0.00329039841119907	M	UPF1-FLAG	IP
IP_Upf1-FLAG	12	0.00520777100843061	M	UPF1-FLAG	IP
IP_Upf1-FLAG	41	0.0101592165139348	M	UPF1-FLAG	IP
IP_Upf1-FLAG	100	1.71302825382402e-05	M	UPF1-FLAG	IP
IP_DE572AA-FLAG	13	0.00589766731867534	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	32	0.00849246995048838	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	38	0.00790406753874493	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	58	0.0136318532371388	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	60	0.0116677251120968	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	81	0.0129408980011177	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	83	0.012217505510349	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	84	0.0119452840386434	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	93	0.0110005811972701	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	63	0.0107325357900642	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	86	0.0137974951088921	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	90	0.0124127694167112	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	36	0.00833099556289994	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	37	0.00914879018108202	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	85	0.0152129287670244	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	96	0.0107280026145123	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	23	0.00822463486511741	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	41	0.0107248321248278	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	46	0.0109337265296041	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	77	0.013390815323033	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	87	0.0129904103528489	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	5	0.00405837902324324	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	10	0.00578462161413857	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	11	0.00652297221931937	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	16	0.00649949846490081	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	17	0.00640099211822221	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	18	0.00643454217863625	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	21	0.00783114821026352	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	22	0.0084617071292378	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	25	0.00683521085147217	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	26	0.00730649828638959	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	30	0.00886594033944091	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	34	0.00955057601026222	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	35	0.00801634568044183	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	39	0.0113742941103128	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	40	0.00984052950916662	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	42	0.00961602268629582	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	44	0.0108032753375209	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	45	0.0102138165576857	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	47	0.0102575753018239	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	48	0.0097457796337544	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	49	0.0107991997245824	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	50	0.0105656826676206	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	54	0.0116251230825679	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	56	0.0140885391014506	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	57	0.0114887619368127	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	61	0.0126059495577674	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	62	0.0115136302582232	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	64	0.0139530868870201	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	66	0.0103939545793763	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	67	0.0109839172515038	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	69	0.0100389769348486	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	80	0.0156183872702529	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	82	0.0121793042751713	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	88	0.0115148658763869	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	89	0.0131295908351191	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	91	0.0138672972742104	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	94	0.0121948462858586	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	95	0.0108995184307266	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	99	0.00828152863786268	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	15	0.00636691936126558	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	19	0.00762976155953501	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	20	0.00738108135783897	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	29	0.00936178351929465	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	52	0.0135097408952824	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	70	0.0121458488798663	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	71	0.0124285601191988	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	72	0.0110473951871956	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	75	0.0134498056648022	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	76	0.0135769994997971	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	97	0.0116858071019926	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	0	0.00587286148171395	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	4	0.00486637443422977	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	24	0.00883762612798116	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	31	0.00834835661734423	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	55	0.0121569697896819	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	59	0.0112864858182697	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	65	0.011718220644021	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	68	0.0106810504395116	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	73	0.0112185069201813	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	74	0.0122555701616194	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	78	0.0109164295152509	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	98	0.00997486294550986	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	14	0.00666930744998499	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	27	0.00873466264236107	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	28	0.0103584776887881	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	43	0.0102746870453841	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	53	0.0119603725723392	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	1	0.00372012234665276	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	3	0.00573841290501681	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	6	0.00437624928569608	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	7	0.0053568171834716	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	8	0.00551824773752924	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	9	0.00617601784849026	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	12	0.00618200991844894	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	33	0.0104148595168749	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	79	0.012369942232626	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	51	0.0144745161999443	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	92	0.0134876370768051	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	2	0.00494319765692328	M	DE572AA-FLAG	IP
IP_DE572AA-FLAG	100	3.95699802465826e-05	M	DE572AA-FLAG	IP
IP_Upf1-FLAG-upf2del	5	0.00328422597694698	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	22	0.00756373590025143	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	27	0.00834065077536997	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	32	0.00829533589641831	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	33	0.00995618981559342	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	38	0.00767028865246987	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	48	0.00998646734216705	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	49	0.0108867655902396	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	51	0.0152957924914925	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	53	0.0124953021214054	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	60	0.0116266920287297	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	62	0.0116744507100875	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	64	0.0145465997468798	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	66	0.0106333500581544	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	83	0.0129192467680292	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	85	0.0159059051051736	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	86	0.0144860892520982	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	91	0.0146437429634579	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	92	0.0143464974009633	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	98	0.0107466132994926	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	100	1.79364504608925e-05	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	36	0.00801867135740342	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	37	0.00909144515425152	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	43	0.0104365624043404	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	52	0.0138544613827953	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	95	0.0114482940241359	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	96	0.0115690978279798	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	0	0.00559427317161513	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	1	0.00310910755606468	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	8	0.00452123918830443	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	10	0.00472126394617236	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	21	0.00684222534671654	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	31	0.00814902693600243	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	34	0.0092963446298061	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	35	0.00766195055980977	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	39	0.0114312354311664	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	42	0.00958616803229178	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	45	0.0104273270466533	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	46	0.0108799884264425	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	47	0.0103765105225604	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	50	0.0111222959962647	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	56	0.0139639749021149	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	57	0.0120119539147308	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	58	0.0142556436674247	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	63	0.0113555941517716	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	65	0.0130291724606131	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	67	0.011313403248301	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	68	0.0111018734111521	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	69	0.0101188535963621	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	70	0.012495375874402	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	73	0.011684162943816	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	77	0.0141049947466746	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	79	0.0127624792456798	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	80	0.0156996295051256	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	81	0.0132655873082006	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	82	0.0125559242091072	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	88	0.0122647765510329	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	89	0.0142184628884523	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	90	0.0134841647185647	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	97	0.0127864321301984	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	99	0.00878702661999028	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	11	0.00513221552887461	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	15	0.00536073875298167	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	16	0.00547785260610316	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	17	0.00549535587425383	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	18	0.00561521963342513	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	20	0.00633590428581787	M	UPF1-FLAG/upf2Δ	IP
