Sample	bin	fraction_ave	size	strain	Ribosomes
IP_FLAG-Upf1_CHX+	87	0.00849634759749899	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	92	0.00805643170395183	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	85	0.00780097299224932	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	90	0.00815130506734923	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	97	0.00749826500157223	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	24	0.0102201380441284	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	61	0.0093447826399217	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	80	0.00865717958772437	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	33	0.0103742862794953	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	34	0.0116218788723911	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	43	0.00997011161167554	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	73	0.0101803098117331	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	84	0.0078427585988352	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	60	0.0101208581782851	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	3	0.00842968345453313	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	79	0.00751072669958551	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	2	0.00559134059830071	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	88	0.011163270070914	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	74	0.0107046421954735	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	25	0.0102364423584852	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	98	0.00958663917978669	L	FLAG-UPF1	IP
IP_FLAG-Upf1_CHX+	100	9.53490599824868e-05	L	FLAG-UPF1	IP
