sample	length	count_rep1	fraction_rep1	count_rep2	fraction_rep2	count_rep3	fraction_rep3	count_average	fraction_average	Ribosomes	CHX	strain
Total_Upf1-FLAG-upf2del	16	12280	0.00187319420951128	10582	0.00117780569745419	6182	0.000797010398781098	9681.33333333333	0.00128267010191552	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	17	14249	0.0021735459520624	11649	0.00129656573139708	7734	0.000997101006821904	11210.6666666667	0.00148907089676046	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	18	16588	0.00253033758529097	9377	0.00104368588405103	8091	0.00104312700364572	11352	0.00153905015766257	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	19	26431	0.00403179121755641	15443	0.00171884836380506	14206	0.0018314994702498	18693.3333333333	0.00252737968387042	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	20	72968	0.0111305566025748	84927	0.00945260862480555	58703	0.0075682467550383	72199.3333333333	0.00938380399413957	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	21	151632	0.0231299824410924	168026	0.0187017558231373	116231	0.0149850073860766	145296.333333333	0.0189389152167688	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	22	138599	0.0211419254270402	123134	0.0137051527830585	100011	0.0128938542530728	120581.333333333	0.0159136441543905	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	23	69605	0.0106175637583903	45921	0.00511113356953261	55038	0.00709573897251926	56854.6666666667	0.00760814543348072	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	24	53338	0.00813619159176814	39398	0.00438510573316012	52981	0.00683054156224868	48572.3333333333	0.00645061296239231	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	25	65410	0.00997765743030398	56204	0.00625565974482286	71527	0.00922157275859197	64380.3333333333	0.00848496331123961	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	26	76378	0.0116507188382779	81255	0.00904390492786246	93816	0.0120951678376007	83816.3333333333	0.0109299305345803	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	27	188275	0.0287195146413466	270012	0.0300530780552827	289249	0.037291242451801	249178.666666667	0.0320212783828101	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	28	1493683	0.227846770883179	2383490	0.265288990911463	2384232	0.307385586720585	2087135	0.266840449505075	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	29	2390775	0.364689404417291	3434867	0.382310141995596	2950260	0.380360384844374	2925300.66666667	0.37578664375242	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	30	1207740	0.184228955585925	1529255	0.170210286511086	1089330	0.140441174005858	1275441.66666667	0.164960138700956	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	31	348361	0.0531390723142964	410628	0.0457040255088094	241424	0.0311254348941002	333471	0.0433228442390687	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	32	104396	0.0159245914247671	120325	0.013392503359117	71394	0.00920442581859878	98705	0.0128405068674943	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	33	28525	0.0043512104907418	39380	0.0043831022836653	29422	0.00379321254495915	32442.3333333333	0.00417584177312208	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	34	11894	0.00181431367491264	16309	0.0018152365450558	13350	0.00172114021736132	13851	0.00178356347910992	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	35	7834	0.00119500027991135	9928	0.00110501369914243	7546	0.000972863226981909	8436	0.00109095906867856	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	36	5344	0.00081517506967657	5714	0.000635983911855346	4385	0.000565333322331788	5147.66666666667	0.000672164101287901	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	37	3508	0.000535111179720324	4125	0.000459123842562706	3451	0.000444917969296921	3694.66666666667	0.000479717663859984	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	38	3104	0.000473484920710343	3839	0.000427291256145025	3307	0.000426352861334372	3416.66666666667	0.000442376346063247	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	39	3897	0.000594449335054191	5572	0.000620178921396217	4779	0.000616129520507096	4749.33333333333	0.000610252592319168	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	40	3786	0.000577517367850954	6743	0.00075051444130917	5026	0.000647973837637301	5185	0.000658668548932475	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	41	2616	0.00039904528111413	4838	0.000538482703107484	3107	0.000400567989164165	3520.33333333333	0.000446031991128593	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	42	1708	0.000260538738586748	2847	0.000316878928430551	1845	0.000237865445770159	2133.33333333333	0.00027176103759582	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	43	1239	0.000188997363646944	1868	0.000207913536462336	1203	0.000155096006103795	1436.66666666667	0.000184002302071025	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	44	846	0.00012904904733278	1162	0.000129333795165543	790	0.000101850245072318	932.666666666667	0.00012007769585688	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	45	935	0.000142625129144385	716	7.96927687939145e-05	677	8.72817922961506e-05	776	0.000103199896744817	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	46	767	0.000116998367971918	686	7.63536863025494e-05	612	7.89017088408333e-05	688.333333333333	9.07512543717669e-05	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	47	599	9.13716067994509e-05	541	6.02147875942846e-05	499	6.43332560646664e-05	546.333333333333	7.19732168194673e-05	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	48	791	0.000120659333853699	626	6.96755213198191e-05	671	8.65082461310444e-05	696	9.22810337681875e-05	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	49	809	0.000123405058265035	802	8.92648052691612e-05	688	8.8699960265512e-05	766.333333333333	0.000100456607933236	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	50	734	0.000111964539884469	682	7.59084753037007e-05	689	8.8828884626363e-05	701.666666666667	9.22339666048442e-05	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	51	542	8.2676812830221e-05	537	5.97695765954359e-05	562	7.24554907982816e-05	547	7.16339600746462e-05	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	52	485	7.39820188609911e-05	392	4.36306778871711e-05	421	5.42771559182857e-05	432.666666666667	5.72966175554826e-05	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	53	794	0.000121116954588922	1156	0.00012866597866727	1208	0.00015574062790805	1052.66666666667	0.00013517452038808	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	54	1953	0.000297911098629929	4172	0.000464355071799178	3849	0.000496229864915633	3324.66666666667	0.000419498678448247	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	55	2491	0.000379977750479853	5969	0.000664366113031949	5062	0.000652615114627938	4507.33333333333	0.000565652992713247	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	56	1725	0.00026313192275301	3939	0.000438421531116242	3361	0.000433314776820328	3008.33333333333	0.00037828941022986	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	57	1845	0.000281436752161915	4090	0.00045522824632278	3553	0.000458068254103727	3162.66666666667	0.000398244417529474	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	58	7172	0.00109401863767222	15648	0.00174166542749605	13186	0.00169999662218175	12002	0.00151189356245001	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	59	9167	0.00139833642659527	17766	0.00197740465138643	12707	0.0016382418533341	13213.3333333333	0.00167132764377193	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	60	3911	0.00059658489848523	6651	0.00074027458833565	4163	0.000536712114222858	4908.33333333333	0.000624523867014579	Total	+	UPF1-FLAG/upf2Δ
Total_Upf1-FLAG-upf2del	61	2942	0.000448773401008322	6190	0.000688964020718339	4917	0.000633921082304538	4683	0.000590552834677066	Total	+	UPF1-FLAG/upf2Δ
