CHX	size	sample	distance	reg	reads_rep1	fraction_rep1	reads_rep2	fraction_rep2	reads_sum	fraction_sum	reads_ave	fraction_ave	strain	ribo
-CHX	S	Total_FLAG-Upf1	-10	Distance from start (nt)	50	6.04702407804047e-05	17	4.49104564751632e-05	67	5.55839466925063e-05	33.5	5.2690348627784e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-9	Distance from start (nt)	15	1.81410722341214e-05	7	1.84925409015378e-05	22	1.8251445182614e-05	11	1.83168065678296e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-8	Distance from start (nt)	6	7.25642889364857e-06	5	1.32089577868127e-05	11	9.125722591307e-06	5.5	1.02326933402306e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-7	Distance from start (nt)	42	5.079500225554e-05	7	1.84925409015378e-05	49	4.06509460885494e-05	24.5	3.46437715785389e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-6	Distance from start (nt)	5	6.04702407804047e-06	3	7.92537467208762e-06	8	6.63688915731418e-06	4	6.98619937506405e-06	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-5	Distance from start (nt)	9	1.08846433404729e-05	4	1.05671662294502e-05	13	1.07849448806355e-05	6.5	1.07259047849615e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-4	Distance from start (nt)	26	3.14445252058105e-05	3	7.92537467208762e-06	29	2.40587231952639e-05	14.5	1.9684949938949e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-3	Distance from start (nt)	17	2.05598818653376e-05	1	2.64179155736254e-06	18	1.49330006039569e-05	9	1.16008367113501e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-2	Distance from start (nt)	4	4.83761926243238e-06	6	1.58507493441752e-05	10	8.29611144664273e-06	5	1.03441843033038e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-1	Distance from start (nt)	135	0.000163269650107093	68	0.000179641825900653	203	0.000168411062366847	101.5	0.000171455738003873	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	0	Distance from start (nt)	496	0.000599864788541615	322	0.000850656881470738	818	0.000678621916335375	409	0.000725260835006177	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	1	Distance from start (nt)	176	0.000212855247547025	126	0.00033286573622768	302	0.00025054256568861	151	0.000272860491887352	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	2	Distance from start (nt)	36	4.35385733618914e-05	27	7.13283720487886e-05	63	5.22655021138492e-05	31.5	5.743347270534e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	3	Distance from start (nt)	88	0.000106427623773512	62	0.000163791076556478	150	0.000124441671699641	75	0.000135109350164995	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	4	Distance from start (nt)	36	4.35385733618914e-05	23	6.07612058193384e-05	59	4.89470575351921e-05	29.5	5.21498895906149e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	5	Distance from start (nt)	70	8.46583370925666e-05	22	5.81194142619759e-05	92	7.63242253091131e-05	46	7.13888756772713e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	6	Distance from start (nt)	305	0.000368868468760469	111	0.000293238862867242	416	0.000345118236180338	208	0.000331053665813855	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	7	Distance from start (nt)	116	0.000140290958610539	34	8.98209129503264e-05	150	0.000124441671699641	75	0.000115055935780433	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	8	Distance from start (nt)	86	0.000104008814142296	54	0.000142656744097577	140	0.000116145560252998	70	0.000123332779119937	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	9	Distance from start (nt)	600	0.000725642889364857	204	0.000538925477701958	804	0.000667007360310075	402	0.000632284183533408	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	10	Distance from start (nt)	127	0.000153594411582228	55	0.00014529853565494	182	0.000150989228328898	91	0.000149446473618584	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	11	Distance from start (nt)	42	5.079500225554e-05	15	3.96268733604381e-05	57	4.72878352458636e-05	28.5	4.52109378079891e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	12	Distance from start (nt)	477	0.000576886097045061	117	0.000309089612211417	594	0.000492789019930578	297	0.000442987854628239	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	13	Distance from start (nt)	90	0.000108846433404729	31	8.18955382782388e-05	121	0.000100382948504377	60.5	9.53709858414836e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	14	Distance from start (nt)	154	0.000186248341603647	50	0.000132089577868127	204	0.000169240673511512	102	0.000159168959735887	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	15	Distance from start (nt)	665	0.000804254202379383	224	0.000591761308849209	889	0.000737524307606539	444.5	0.000698007755614296	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	16	Distance from start (nt)	302	0.000365240254313645	82	0.000216626907703728	384	0.000318570679551081	192	0.000290933581008687	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	17	Distance from start (nt)	44	5.32138118867562e-05	16	4.22686649178007e-05	60	4.97766686798564e-05	30	4.77412384022784e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	18	Distance from start (nt)	164	0.000198342389759728	101	0.000266820947293617	265	0.000219846953336032	132.5	0.000232581668526672	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	19	Distance from start (nt)	44	5.32138118867562e-05	45	0.000118880620081314	89	7.38353918751203e-05	44.5	8.60472159840352e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	20	Distance from start (nt)	38	4.59573829931076e-05	17	4.49104564751632e-05	55	4.5628612956535e-05	27.5	4.54339197341354e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	21	Distance from start (nt)	208	0.000251556201646484	116	0.000306447820654055	324	0.000268794010871224	162	0.000279002011150269	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	22	Distance from start (nt)	64	7.74019081989181e-05	39	0.000103029870737139	103	8.54499479004201e-05	51.5	9.02158894680286e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	23	Distance from start (nt)	43	5.20044070711481e-05	20	5.28358311472508e-05	63	5.22655021138492e-05	31.5	5.24201191091994e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	24	Distance from start (nt)	257	0.00031081703761128	156	0.000412119482948556	413	0.000342629402746345	206.5	0.000361468260279918	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	25	Distance from start (nt)	125	0.000151175601951012	112	0.000295880654424605	237	0.000196617841285433	118.5	0.000223528128187808	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	26	Distance from start (nt)	80	9.67523852486476e-05	70	0.000184925409015378	150	0.000124441671699641	75	0.000140838897132013	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	27	Distance from start (nt)	344	0.000416035256569185	240	0.00063402997376701	584	0.000484492908483935	292	0.000525032615168097	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	28	Distance from start (nt)	129	0.000156013221213444	40	0.000105671662294502	169	0.000140204283448262	84.5	0.000130842441753973	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	29	Distance from start (nt)	96	0.000116102862298377	28	7.39701636061512e-05	124	0.00010287178193837	62	9.50365129522641e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	30	Distance from start (nt)	398	0.000481343116612022	255	0.000673656847127448	653	0.00054173607746577	326.5	0.000577499981869735	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	31	Distance from start (nt)	168	0.00020318000902216	85	0.000224552282375816	253	0.000209891619600061	126.5	0.000213866145698988	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	32	Distance from start (nt)	61	7.37736937520938e-05	20	5.28358311472508e-05	81	6.71985027178061e-05	40.5	6.33047624496723e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	33	Distance from start (nt)	478	0.000578095501860669	184	0.000486089646554708	662	0.000549202577767749	331	0.000532092574207688	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	34	Distance from start (nt)	152	0.00018382953197243	51	0.00013473136942549	203	0.000168411062366847	101.5	0.00015928045069896	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	35	Distance from start (nt)	65	7.86113130145262e-05	40	0.000105671662294502	105	8.71091701897487e-05	52.5	9.21414876545139e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	36	Distance from start (nt)	583	0.000705083007499519	287	0.000758194176963049	870	0.000721761695857918	435	0.000731638592231284	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	37	Distance from start (nt)	183	0.000221321081256281	112	0.000295880654424605	295	0.000244735287675961	147.5	0.000258600867840443	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	38	Distance from start (nt)	68	8.22395274613504e-05	31	8.18955382782388e-05	99	8.2131503321763e-05	49.5	8.20675328697946e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	39	Distance from start (nt)	625	0.000755878009755059	233	0.000615537432865472	858	0.000711806362121946	429	0.000685707721310266	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	40	Distance from start (nt)	166	0.000200761199390944	88	0.000232477657047904	254	0.000210721230744725	127	0.000216619428219424	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	41	Distance from start (nt)	73	8.82865515393909e-05	8	2.11343324589003e-05	81	6.71985027178061e-05	40.5	5.47104419991456e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	42	Distance from start (nt)	541	0.000654288005243979	212	0.000560059810160859	753	0.000624697191932198	376.5	0.000607173907702419	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	43	Distance from start (nt)	138	0.000166897864553917	49	0.000129447786310765	187	0.000155137284052219	93.5	0.000148172825432341	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	44	Distance from start (nt)	96	0.000116102862298377	29	7.66119551635137e-05	125	0.000103701393083034	62.5	9.63574087309454e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	45	Distance from start (nt)	880	0.00106427623773512	314	0.000829522549011838	1194	0.000990555706729142	597	0.000946899393373481	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	46	Distance from start (nt)	225	0.000272116083511821	128	0.000338149319342405	353	0.000292852734066488	176.5	0.000305132701427113	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	47	Distance from start (nt)	65	7.86113130145262e-05	23	6.07612058193384e-05	88	7.3005780730456e-05	44	6.96862594169323e-05	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	48	Distance from start (nt)	641	0.000775228486804789	300	0.000792537467208762	941	0.000780664087129081	470.5	0.000783882977006775	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	49	Distance from start (nt)	154	0.000186248341603647	64	0.000169074659671203	218	0.000180855229536812	109	0.000177661500637425	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	50	Distance from start (nt)	86	0.000104008814142296	94	0.000248328406392079	180	0.000149330006039569	90	0.000176168610267188	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	51	Distance from start (nt)	848	0.00102557528363566	476	0.00125749278130457	1324	0.0010984051555355	662	0.00114153403247012	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	52	Distance from start (nt)	142	0.000171735483816349	107	0.000282671696637792	249	0.000206573175021404	124.5	0.000227203590227071	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	53	Distance from start (nt)	103	0.000124568696007634	44	0.000116238828523952	147	0.000121952838265648	73.5	0.000120403762265793	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	54	Distance from start (nt)	977	0.00118158850484911	465	0.00122843307417358	1442	0.00119629927060588	721	0.00120501078951135	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	55	Distance from start (nt)	343	0.000414825851753577	211	0.000557418018603496	554	0.000459604574144007	277	0.000486121935178536	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	56	Distance from start (nt)	138	0.000166897864553917	54	0.000142656744097577	192	0.00015928533977554	96	0.000154777304325747	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	57	Distance from start (nt)	973	0.00117675088558668	476	0.00125749278130457	1449	0.00120210654861853	724.5	0.00121712183344562	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	58	Distance from start (nt)	168	0.00020318000902216	92	0.000243044823277354	260	0.000215698897612711	130	0.000223112416149757	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	59	Distance from start (nt)	186	0.000224949295703106	61	0.000161149284999115	247	0.000204913952732075	123.5	0.00019304929035111	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	60	Distance from start (nt)	883	0.00106790445218195	368	0.000972179293109415	1251	0.00103784354197501	625.5	0.00102004187264568	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	61	Distance from start (nt)	222	0.000268487869064997	128	0.000338149319342405	350	0.000290363900632496	175	0.000303318594203701	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	62	Distance from start (nt)	198	0.000239462153490403	88	0.000232477657047904	286	0.000237268787373982	143	0.000235969905269153	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	63	Distance from start (nt)	1473	0.00178145329339072	708	0.00187038842261268	2181	0.00180938190651278	1090.5	0.0018259208580017	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	64	Distance from start (nt)	404	0.00048859954550567	197	0.000520432936800421	601	0.000498596297943228	300.5	0.000504516241153045	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	65	Distance from start (nt)	128	0.000154803816397836	19	5.01940395898883e-05	147	0.000121952838265648	73.5	0.000102498927993862	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	66	Distance from start (nt)	874	0.00105701980884147	417	0.00110162707942018	1291	0.00107102798776158	645.5	0.00107932344413083	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	67	Distance from start (nt)	213	0.000257603225724524	78	0.000206059741474278	291	0.000241416843097303	145.5	0.000231831483599401	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	68	Distance from start (nt)	132	0.000159641435660269	39	0.000103029870737139	171	0.000141863505737591	85.5	0.000131335653198704	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	69	Distance from start (nt)	1126	0.00136178982237471	485	0.00128126890532083	1611	0.00133650355405414	805.5	0.00132152936384777	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	70	Distance from start (nt)	263	0.000318073466504929	130	0.00034343290245713	393	0.000326037179853059	196.5	0.00033075318448103	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	71	Distance from start (nt)	153	0.000185038936788038	48	0.000126805994753402	201	0.000166751840077519	100.5	0.00015592246577072	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	72	Distance from start (nt)	1518	0.00183587651009309	686	0.0018122690083507	2204	0.00182846296284006	1102	0.0018240727592219	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	73	Distance from start (nt)	393	0.000475296092533981	219	0.000578552351062396	612	0.000507722020534535	306	0.000526924221798189	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	74	Distance from start (nt)	159	0.000192295365681687	80	0.000211343324589003	239	0.000198277063574761	119.5	0.000201819345135345	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	75	Distance from start (nt)	1205	0.00145733280280775	506	0.00133674652802545	1711	0.00141946466852057	855.5	0.0013970396654166	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	76	Distance from start (nt)	228	0.000275744297958646	108	0.000285313488195154	336	0.000278749344607196	168	0.0002805288930769	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	77	Distance from start (nt)	193	0.000233415129412362	66	0.000174358242785928	259	0.000214869286468047	129.5	0.000203886686099145	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	78	Distance from start (nt)	1505	0.00182015424749018	618	0.00163262718245005	2123	0.00176126446012225	1061.5	0.00172639071497012	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	79	Distance from start (nt)	364	0.000440223352881346	159	0.000420044857620644	523	0.000433886628659415	261.5	0.000430134105250995	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	80	Distance from start (nt)	121	0.000146337982688579	48	0.000126805994753402	169	0.000140204283448262	84.5	0.000136571988720991	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	81	Distance from start (nt)	1231	0.00148877732801356	581	0.00153488089482764	1812	0.00150325539413166	906	0.0015118291114206	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	82	Distance from start (nt)	342	0.000413616446937968	302	0.000797821050323487	644	0.000534269577163792	322	0.000605718748630728	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	83	Distance from start (nt)	230	0.000278163107589862	76	0.000200776158359553	306	0.000253861010267268	153	0.000239469632974707	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	84	Distance from start (nt)	1643	0.0019870521120441	517	0.00136580623515643	2160	0.00179196007247483	1080	0.00167642917360027	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	85	Distance from start (nt)	454	0.000549069786286075	165	0.000435895606964819	619	0.000513529298547185	309.5	0.000492482696625447	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	86	Distance from start (nt)	171	0.000206808223468984	57	0.000150582118769665	228	0.000189151340983454	114	0.000178695171119325	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	87	Distance from start (nt)	1294	0.00156496983139687	546	0.00144241819031995	1840	0.00152648450618226	920	0.00150369401085841	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	88	Distance from start (nt)	266	0.000321701680951753	188	0.000496656812784158	454	0.00037664345967758	227	0.000409179246867956	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	89	Distance from start (nt)	312	0.000377334302469726	89	0.000235119448605266	401	0.000332674069010373	200.5	0.000306226875537496	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	90	Distance from start (nt)	2253	0.00272478904956504	1037	0.00273953784498496	3290	0.00272942066594546	1645	0.002732163447275	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	91	Distance from start (nt)	669	0.000809091821641815	195	0.000515149353685696	864	0.000716784028989932	432	0.000662120587663756	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	92	Distance from start (nt)	241	0.000291466560561551	83	0.000219268699261091	324	0.000268794010871224	162	0.000255367629911321	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	93	Distance from start (nt)	1605	0.00194109472905099	782	0.00206588099785751	2387	0.00198028180231362	1193.5	0.00200348786345425	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	94	Distance from start (nt)	306	0.000370077873576077	178	0.000470238897210532	484	0.000401531794017508	242	0.000420158385393305	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	95	Distance from start (nt)	207	0.000250346796830876	95	0.000250970197949441	302	0.00025054256568861	151	0.000250658497390159	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	96	Distance from start (nt)	1767	0.0021370183091795	725	0.00191529887908784	2492	0.00206739097250337	1246	0.00202615859413367	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	97	Distance from start (nt)	356	0.000430548114356482	195	0.000515149353685696	551	0.000457115740710014	275.5	0.000472848734021089	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	98	Distance from start (nt)	206	0.000249137392015268	86	0.000227194073933179	292	0.000242246454241968	146	0.000238165732974223	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	99	Distance from start (nt)	1738	0.00210194556952687	794	0.00209758249654586	2532	0.00210057541828994	1266	0.00209976403303636	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	100	Distance from start (nt)	387	0.000468039663640333	213	0.000562701601718221	600	0.000497766686798564	300	0.000515370632679277	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-100	Distance from stop (nt)	511	0.000618005860775736	257	0.000678940430242173	768	0.000637141359102162	384	0.000648473145508955	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-99	Distance from stop (nt)	199	0.000240671558306011	107	0.000282671696637792	306	0.000253861010267268	153	0.000261671627471901	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-98	Distance from stop (nt)	2530	0.00305979418348848	1323	0.00349509023039064	3853	0.00319649174039144	1926.5	0.00327744220693956	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-97	Distance from stop (nt)	616	0.000744993366414586	274	0.000723850886717336	890	0.000738353918751203	445	0.000734422126565961	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-96	Distance from stop (nt)	283	0.000342261562817091	106	0.000280029905080429	389	0.000322718735274402	194.5	0.00031114573394876	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-95	Distance from stop (nt)	2867	0.00346736360634841	1326	0.00350301560506273	4193	0.0034785595295773	2096.5	0.00348518960570557	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-94	Distance from stop (nt)	544	0.000657916219690804	267	0.000705358345815798	811	0.000672814638322725	405.5	0.000681637282753301	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-93	Distance from stop (nt)	394	0.000476505497349589	121	0.000319656778440867	515	0.000427249739502101	257.5	0.000398081137895228	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-92	Distance from stop (nt)	3095	0.00374310790430705	1187	0.00313580657858934	4282	0.00355239492145242	2141	0.00343945724144819	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-91	Distance from stop (nt)	697	0.000842955156478842	251	0.000663089680897998	948	0.000786471365141731	474	0.00075302241868842	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-90	Distance from stop (nt)	291	0.000351936801341956	113	0.000298522445981967	404	0.000335162902444366	202	0.000325229623661961	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-89	Distance from stop (nt)	3755	0.0045413150826084	1120	0.00295880654424605	4875	0.00404435433023833	2437.5	0.00375006081342722	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-88	Distance from stop (nt)	931	0.00112595588333114	419	0.0011069106625349	1350	0.00111997504529677	675	0.00111643327293302	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-87	Distance from stop (nt)	230	0.000278163107589862	76	0.000200776158359553	306	0.000253861010267268	153	0.000239469632974707	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-86	Distance from stop (nt)	2669	0.00322790145285801	1282	0.00338677677653878	3951	0.00327779363256854	1975.5	0.00330733911469839	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-85	Distance from stop (nt)	774	0.000936079327280665	413	0.00109105991319073	1187	0.000984748428716492	593.5	0.0010135696202357	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-84	Distance from stop (nt)	286	0.000345889777263915	129	0.000340791110899768	415	0.000344288625035673	207.5	0.000343340444081841	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-83	Distance from stop (nt)	2726	0.00329683752734767	1219	0.00322034390842494	3945	0.00327281596570056	1972.5	0.0032585907178863	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-82	Distance from stop (nt)	521	0.000630099908931817	219	0.000578552351062396	740	0.000613912247051562	370	0.000604326129997107	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-81	Distance from stop (nt)	825	0.000997758972876678	227	0.000599686683521297	1052	0.000872750924186815	526	0.000798722828198987	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-80	Distance from stop (nt)	5946	0.00719112103360573	2154	0.00569041901455891	8100	0.00671985027178061	4050	0.00644077002408232	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-79	Distance from stop (nt)	1169	0.00141379422944586	428	0.00113068678655117	1597	0.00132488899802884	798.5	0.00127224050799852	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-78	Distance from stop (nt)	270	0.000326539300214186	76	0.000200776158359553	346	0.000287045456053838	173	0.000263657729286869	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-77	Distance from stop (nt)	2502	0.00302593084865145	1003	0.00264971693203463	3505	0.00290778706204828	1752.5	0.00283782389034304	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-76	Distance from stop (nt)	509	0.00061558705114452	203	0.000536283686144596	712	0.000590683135000962	356	0.000575935368644558	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-75	Distance from stop (nt)	306	0.000370077873576077	101	0.000266820947293617	407	0.000337651735878359	203.5	0.000318449410434847	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-74	Distance from stop (nt)	3123	0.00377697123914408	1283	0.00338941856809614	4406	0.00365526670339079	2203	0.00358319490362011	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-73	Distance from stop (nt)	954	0.00115377219409012	393	0.00103822408204348	1347	0.00111748621186278	673.5	0.0010959981380668	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-72	Distance from stop (nt)	225	0.000272116083511821	78	0.000206059741474278	303	0.000251372176833275	151.5	0.00023908791249305	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-71	Distance from stop (nt)	2665	0.00322306383359557	1202	0.00317543345194977	3867	0.00320810629641674	1933.5	0.00319924864277267	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-70	Distance from stop (nt)	582	0.000703873602683911	286	0.000755552385405687	868	0.000720102473568589	434	0.000729712994044799	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-69	Distance from stop (nt)	274	0.000331376919476618	112	0.000295880654424605	386	0.000320229901840409	193	0.000313628786950611	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-68	Distance from stop (nt)	2897	0.00350364575081665	1265	0.00334186632006361	4162	0.0034528415840927	2081	0.00342275603544013	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-67	Distance from stop (nt)	575	0.000695407768974654	256	0.000676298638684811	831	0.000689406861216011	415.5	0.000685853203829733	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-66	Distance from stop (nt)	261	0.000315654656873713	101	0.000266820947293617	362	0.000300319234368467	181	0.000291237802083665	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-65	Distance from stop (nt)	2308	0.00279130631442348	1214	0.00320713495063812	3522	0.00292189045150757	1761	0.0029992206325308	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-64	Distance from stop (nt)	572	0.00069177955452783	290	0.000766119551635137	862	0.000715124806700603	431	0.000728949553081484	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-63	Distance from stop (nt)	243	0.000293885370192767	106	0.000280029905080429	349	0.000289534289487831	174.5	0.000286957637636598	FLAG-UPF1	Total
-CHX	S	Total_FLAG-Upf1	-62	Distance from stop (nt)	2264	0.00273809250253673	1077	0.00284520950727946	3341	0.00277173083432334	1670.5	0.00279165100490809	FLAG-UPF1	Total
