,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YMR056C_mRNA,864.6,1229.87,1376.92,975.65,1915.73,883.06,895.22,376.26,2461.78,2288.75,810.52,496.82,367.18,439,563,606.61,615.6,503.22,572.6,193,630.73,644.57
YBR085W_mRNA,807.39,1328,1133,1096.94,2672,1326,1444.02,663,2492,2204,1303,1629,756.98,608,935,1482,1496,1325.99,1717.26,1238,1785.04,1501.12
YJR155W_mRNA,1844.59,2945.49,3044.88,2424.1,4000.41,1356.38,1812.21,534.34,7081.21,6506.93,4209,3689,2640.61,5308.97,6329.97,7219.28,2812.26,2102.83,2390.54,6250.95,6677.99,7138.32
YNL331C_mRNA,1409.01,2936.5,2475.85,2453.98,3105.5,1266.68,1399.69,582.32,4949.51,4707.67,4835.5,4552.84,3360.66,4621.39,4841.77,6172.36,2865.98,2188.52,2498.31,6109.25,6442.88,8190.59
YOL165C_mRNA,246.1,463.79,466.19,350.23,324.58,92.51,163.35,48.16,993.33,940.9,650.85,320.76,326.83,909.46,1074.03,1019.96,267.52,214.56,234.9,1403.06,1176.46,1618.51
YCR107W_mRNA,1990.71,4511.61,3411.43,3719.65,4814.68,3156.03,2208.46,1195.4,7521.31,6907.37,5754.99,5146.63,3616.11,5866.62,6738.36,8063.26,3982.34,3158.38,3706.03,6474.98,7145.08,8092.68
YDL243C_mRNA,881.01,1597.77,1558.7,1421.03,1985.29,773.59,949.16,329.96,3378.37,3173.43,2681.24,2544.61,1616.19,3407.38,3567.46,4117.06,1592.97,1144.46,1371.09,3327.26,4426.7,4355.83
YNL141W_mRNA,5137.35,20688.77,8972,16132.83,17069.48,22094.49,7744,8232.07,16199.29,14425.66,12179.98,12188.03,9701.27,8211.97,10316.02,10796,18313.99,14019.98,16319,10560,12185.65,12859.99
YHR047C_mRNA,17596.57,53311.58,34913.53,44478.85,57918.76,51091.49,27160.08,18477.14,57545.41,52245.18,40356.44,39514.66,26696.2,24679.3,26512.43,34560.94,45417.78,38059.15,45171.05,31602.38,36018.58,40017.98
YBL074C_mRNA,2089,3712,3601,3010,6086,2765,2674.88,1021.7,8352.81,7597.58,6113,4891,3467,6493.01,6776.27,8545,4424,3931,4379,7594.19,7471,8902.64
YKL106W_mRNA,4024,12090.22,8432,9811.79,14499.99,11800.88,6931.66,4429,13551.72,12703.98,15206.19,13087.19,10511,10909,12078.6,12726.92,23077.42,17504,20625.15,13425,14893.29,14523.35
YLR027C_mRNA,17089.35,56289.7,39064.98,46004.88,51005.77,52307.01,23657.28,19366.79,44701.64,48605.65,52555.79,52670.91,40867.61,40256.99,50949.34,55022.55,65707.07,57995.88,68076.11,51681.76,60221.55,63577.75
YBR236C_mRNA,4163,10730.6,7822.45,8862.8,11850,10119.97,5655.48,3586,12285.87,11847.94,5682.22,6367,4232,4941.47,5127,6040,8569.05,7128.2,8178.53,4881.88,5834.03,6673.8
YKL112W_mRNA,6625.91,13032.88,12106.67,10057.6,20546.54,12632.88,7410,4106,19112.29,19923.51,22317.28,18013.09,13068.4,15663.5,16739.5,19001.16,30302.67,22106.47,25699.92,17264.97,16646.84,18255.06
YMR072W_mRNA,5015.19,15484.09,10297,12612,16753.16,15286.03,7580.31,5489,17163,15529.18,14863.45,15993.49,10552,11404.8,12847.59,16836.31,20029.72,14815.53,18128.92,13643.29,13395.97,16935
YJR108W_mRNA,304,547,550,421,556,200,222,72,903.01,882,1357,815.99,871,1513,1809,1949,753,600.83,628,1700,2178,1915.22
YCR088W_mRNA,8610.23,22990.16,16336.92,19768.26,22758.64,18960.8,9944.57,6549.26,22180.58,24097.23,46143.76,39877.34,28404.3,28133.59,36844.71,44246.26,36258.74,32887.83,38664.41,38271.74,43029.61,45022
YOR239W_pre-mRNA,10484.54,28919.57,19246.03,25096.41,30947.41,27708.25,13883.83,10270.16,31297.34,29602.83,33552.14,27815.18,20743.47,20802.44,22590.23,27093.66,42096.04,32763.23,38570.23,25295.63,27889.81,29368.91
YNR033W_mRNA,6140.96,16944.56,12587.92,13444.58,17488.94,13204,7386.43,5059,18322.21,18260.99,16957.9,13502,11183,11333.72,13934.04,16394,16856.98,13547.73,15383.13,14952.6,16441,16777.02
YMR289W_mRNA,3837,9704.31,6770.41,8290.57,10546.76,8543.38,4901.94,3114,11977.63,10828.41,7165.9,8124.98,4369.18,6241,6448.89,9395.1,8580.04,6904,7941.14,6655.95,7517,9575.72
YER045C_mRNA,1881,2530.91,2159,2455.85,3788.97,1824,1402.01,610,4209.27,4014.5,7678.29,5951,3574,5730,6776.02,8136.04,7566,6778,7720,8258.99,9261.37,8334.43
YGR037C_mRNA,7114.35,23651.01,12716.14,20588.45,25062.81,27441.64,9760.94,9008.12,24716.59,22582.07,29591.02,26765.63,21088.19,26899.58,27543.63,32150.82,35867.5,27805.59,32684.37,29807.84,30028.83,36296.08
YNR016C_mRNA,141645.28,465092,287970.18,390101.12,427517.79,355269.8,179747.45,125567.11,369731.44,387093.63,444222.82,414412.49,305308.11,328972.98,346340.68,419247.74,466125.12,416056.61,493263.82,347181.27,396433.27,432734.2
YLR131C_mRNA,3409,4784.11,5875,4065.01,9684.15,4879,4028.78,1687.01,8619.75,8750,22030.53,17705.1,11730.88,13358.74,16563.72,19126.51,24893.2,20902.27,24080.52,18112.49,17237.04,18133.89
YLR144C_mRNA,4021.05,8602.91,7358,7412.14,11641.47,6736.98,5016.2,2250.15,13282,12595.22,12715.98,9712,6904.36,10404.01,11216,13342.92,13992.6,11031,12900.09,12135,12547.1,13603.68
YJR083C_mRNA,1511,2264,2145.96,2030.99,4403.99,2085.99,1680.7,694,4285,3901.05,4115,3190,1967,2583.69,2985,3586,5439.81,4445.79,5067.96,3062,3417,3332
YBL015W_mRNA,4658.22,10918.02,10042,8882.96,12743.64,7014.13,5454.1,2485.19,16488.12,16173.98,8602.29,8805,6061.91,6148,7433,9562,7363,6192,7271.01,7372.01,8342,9533.87
YDL203C_mRNA,3375.04,7867.93,6475.97,6605.98,9201,6827.01,4653.23,2606,9811.51,9268.54,13442.37,10916.88,7859,9418.67,10913.19,11712,15424.94,12237.77,13668.9,11627,12804.01,12706
YPL267W_mRNA,1050.98,1710,1762,1344,4126.01,1882.9,1363,524,3912.07,3522,4728.41,3698.45,2671,3003,3583,4108,5733.99,4319.02,4703.42,3799,3596.97,4164.3
YLR304C_mRNA,54388.27,157121.85,114541.4,124582.01,134818.34,107269.56,63827.97,34439.23,209449.99,194656.93,147219.7,109077.45,70982.82,110712.91,122968.58,155311.61,134966.56,113167.57,130232.84,125581.06,141313.68,168042.55
YJL200C_mRNA,10802.83,29527.1,20575.48,23648.04,39399.25,31541.14,20872.32,13812.02,47623.72,44092.11,43623.01,40234.99,26610,35533.03,38411.46,47966.96,62637.51,53050.72,62290.91,39651.9,46375.44,52860.69
YKL192C_mRNA,3495.99,11142,6923.99,9275.1,9571,9728.01,4162,3777.36,8979.91,9082.98,27812.27,22066.89,19749.14,16746.23,23529.8,20850,31303.28,25878.75,29008.97,23554.46,23230,21977.12
YAL054C_mRNA,445.92,1205.41,780.19,1067.95,1058.21,901.51,433.56,312.44,1285.84,1347.6,1750,1708.85,1250.76,1845,1941,1905.96,1691.92,1267.09,1529.45,1771.15,1813,2010.72
YLR153C_mRNA,51186.98,139944,103242.39,118768.11,154079.06,124580.51,76738.4,47329.04,142652.54,139947.74,139868.74,126761.45,92437.66,85269.13,102869.69,115229.88,155216.37,127108.3,155652.3,108323.58,127221.26,116453.32
YFL039C_mRNA,71826.07,273468.62,164395.68,230079.87,247054.31,275623.66,115132.88,96396.61,211462.59,237534.44,253371.42,249488.81,183788.23,180201.4,191579.21,230953.8,340064.68,270828.35,321020.91,215497.51,241236.58,248555.94
YFL039C_pre-mRNA,755.58,2596.52,1389.87,2488.23,2088.77,2685.13,973.29,1016.29,2496.31,2396.56,1169.44,2127.69,1792.47,2339.26,2061.92,2247.2,2325.88,1825.31,2317.82,1832.55,2385.97,1941.2
YDR448W_mRNA,3982.03,5536.56,7022.03,4455.68,12541.98,4994.02,5767.03,1935.05,11394.45,10558.05,7802.59,6414.36,4432.08,4548.44,5653.72,6420.65,9584.05,7727.52,8932.77,5500.05,5909.7,6178.62
YMR184W_mRNA,1506.27,4082,2982.98,3339.85,4274,3888.99,2132,1537,4722,4584,4637,4981,3107.94,4028,4200.99,5162.55,4018,3356,3727,4006,4606,5406
YKL206C_mRNA,2560.15,6417.97,5117,4983.99,8383,5886.37,3625,2084,8141,7661.15,6346,6461,4108,4953.06,5129,6603,8777.21,6392,8103.21,5029,5594,6841.42
YAR015W_mRNA,3178.01,10148.4,6055,8089.02,11590.82,11229.03,5161.2,4467,10247.14,9990,6663.5,6495.11,5111,5794,6080,7596.99,9051.69,7159.93,8281.96,6197,7539.37,9460.22
YNL220W_mRNA,4570.23,12998.94,9038,10960.69,16659.84,12848.9,7732.01,4712.99,16446.14,15471.93,10542.21,10042,8023.02,9281,9625,12100.62,15903.04,12717.68,14462.98,8567,10676.98,11931.99
YLR359W_mRNA,6511.1,21515.98,13931.84,17239.04,25504.3,23074.43,10775.91,7701,22256.72,22131.79,15848.01,16664.18,12588.35,13107,13100.31,16953.96,24853.79,19699.88,23295.87,14431.01,15296,20161
YLR028C_mRNA,14742.09,39174.91,28251.92,33494.72,43228.4,38084.75,19658.6,13991.64,38744.8,38491.87,37818.06,32915.88,24508.18,22541.14,26973.44,30171.39,49525.53,39778.61,47002.37,26710.89,29658.67,30028.87
YMR120C_mRNA,1334.59,2875,2248,2555,6391.04,3620.31,2380,1240,5565.32,6169,4170,4795,3379,4501.37,4577.99,5482,6247,5021,5566,5610.88,6290.98,6423.44
YOR128C_mRNA,3627.98,6422,6352.39,5374.64,9393.66,3083,4053.99,1301,18511.2,16407.14,18822.63,16572.66,13074.81,28827.42,30145.02,36577.46,11526.9,8756.9,10411.17,35322.86,39467.12,40976.07
YGR204W_mRNA,30424.3,86304.02,64973.7,71341.47,91496.68,70156.41,37672.79,26087.84,78286.23,89843.89,104197.08,98410.13,72284.55,64714.04,84722.73,89261.96,133305.54,114452.26,138566.48,89341.58,101431.24,100225.34
YMR300C_mRNA,6970.99,20072.07,14325.98,16121,22875.85,18471.98,10825,6813.22,24482.82,23048.7,18609,17129,13070.95,13294.01,15023.99,16106.05,24689.97,19398.19,22071.75,17408.95,18622.79,18086.37
YGL234W_mRNA,12671.85,39507.09,26944.38,32568.04,47003.95,43570.6,21744.62,15609.25,39111.95,42033.41,36972.45,35530.06,27621.98,25148.33,31099.85,35513.99,49863.62,42119.95,50612.33,36912.27,40999.27,42749.99
YGR061C_mRNA,30216.09,98049.74,64548.84,82211.04,107346.88,101534.32,52636.73,37953.43,93842.23,94838.94,76382.31,84669.13,63384.96,62738.02,65358.16,76242.29,122234.47,94993.34,113871.53,68596.95,79384.02,85205.49
YDR408C_mRNA,3034,9629.35,6029,7759.86,7917.74,7304.14,2694.75,2277,6896,8647.12,4124,4788,3301.02,2590.75,4258.78,4653,4380,3908,4486,4985.03,5291,5986
YCL058W-A_mRNA,1389,2550.28,1871.99,2150,3184.62,2446.66,1292.05,920,3210.92,3034.67,2607.31,1539.63,1383,995.35,1605.33,1388.16,2629.16,2230.94,2330.82,1476.63,1755.44,1935.92
YOL086C_mRNA,184847.33,625242.45,364612.17,507197.89,800194.26,826823.74,273878.05,228238.5,523804.88,667781.12,484382.81,467294.35,378897.7,227258.77,347105.86,382488.98,559681.52,540197.18,648487.28,415055.72,494151.03,517595.67
YMR303C_mRNA,221.74,250.8,210.35,143.69,640.98,188.71,182.51,57.34,543.17,640.27,259.96,155.95,144.46,293.15,179.81,327.78,220.71,140.79,199.12,237.19,217.17,276.01
YMR083W_mRNA,18079.22,54741.63,36960.68,42778.18,61754.56,51983.63,27012.75,20288.59,57018.87,57315.34,35550.01,32733.02,23001.65,25123,29107.56,34019.22,42827.18,35443.95,39402.44,30946.86,32755.84,40679.01
YGL256W_mRNA,5311.39,12788.5,9583.13,10653.58,17168.71,9428.93,7111.56,3088.83,21402.09,20820.47,18975.66,16304.82,11896.39,18380.88,20030.34,22862.92,17048.02,13284.04,15475.32,20056.93,22658.05,24462.1
YBR145W_mRNA,893,1930.01,1980,1662.07,3409,1476.93,1656.05,633,3986.79,3944.99,2196,1884,1515,2194,2361,2750,2911,2487.97,2853,2724,2863.16,3844.94
YMR318C_mRNA,11068.92,37679.43,23885.93,31929.79,35124.32,38401.26,15930.06,14635.68,32115.35,33897.43,22160.13,20518.51,16541.62,15887,16828.83,19077.03,29934.76,23858.8,28748,18565.17,19224.07,20934.99
YCR105W_mRNA,199,515,295,440,488,401,206,148,574,533,196,213,144,142,188,340,164,169,159,175,229,361
YMR009W_mRNA,3171.01,8618.64,5369.68,6897.01,9751,7229,3828.02,2571.82,10330,10135,8265.98,7603,4939,5916,8099,7238,8919.1,7543.05,8346,7189,6818.01,8156
YDR226W_mRNA,14208.76,53086.12,34026,41536.84,55716.24,61581.68,25714.26,21402.53,45071.8,48255.58,50603.7,57156.59,41499.07,35823.31,39333.91,46651.93,74621.49,61251.08,70645.88,45900.37,46867.13,51999.56
YER170W_mRNA,1227,2961,2558,2494.76,3674.56,2467,1673,878,3955,3638.98,3459,2907,1985,2343.88,2507.36,2860,4161,3202,3718.03,2827.17,2594,3181.01
YJR105W_mRNA,16310.64,59857.99,34066.19,47684.19,62893.07,64497.03,24742.25,21020.2,44627.85,54840.43,53093.62,48559.02,39891.22,26079,41810.73,40463.7,63694.03,58351.12,68331.91,43266.01,45206.8,45876.6
YCR011C_mRNA,8815.36,22890.32,18451.71,19101.68,27093.38,19536.15,12615.83,7302.67,27290.27,25619.31,19971.37,18254.88,12928,15349,16314.98,19515.99,23846.09,18167.96,21412.06,17148.57,17954.22,20888.08
YDR216W_mRNA,2067,5888.7,5255,4232,4792.39,3060,1509,730,5871.44,5865.86,9823,8300.04,5788,13760.51,13341.51,15178.99,8976.37,6372,8030.99,9251,9044.22,11677.31
YCR010C_mRNA,14,86.62,68,72,111,44,38,26,118,124,17,0,4,45,32,20,53,37,62,60,46,61
YDL239C_mRNA,2220.01,3905.39,3628,3317.77,6175.35,2730.11,2843.8,840.02,8691.89,7492.99,5579.03,4562,2704,4844,4583.94,7236,4012.77,3156.71,3665.01,5182.74,5968.17,6229.99
YLR227C_mRNA,1250.56,2687.99,2162,2291.25,2944.31,1631.2,1306.91,591.53,5926.35,4975.97,4110,4918.21,2394.31,5880,5169,7146,2763,2196.93,2612.01,5577,6457,7326
YMR064W_mRNA,4259.2,8702.25,7648.84,7361.56,11774.17,7115.48,5867.07,2753.41,15876.31,13271.34,16726.35,13027.93,9613.89,16043.16,17339.63,19471.83,16237.65,11903.16,14029.88,18278.14,18823.84,19356.99
YMR282C_mRNA,3470,8683.13,6723.8,7046.03,10758.61,7401.2,4965.98,2604,12535.32,10929.43,7195.81,6557.36,4413,5986,5454.97,8757,8518.94,6646.01,7807,5997,6076,7630
YPL005W_mRNA,2225.97,2715.12,3588.07,2330,5898.01,2223.02,2643,835.54,6412.43,5812.01,4434.14,3653,2308,2860,2964,4534.34,4488.26,3609.6,4253.84,3242.56,3450.71,4279.39
YLR040C_mRNA,117,299,194,295,370,282,114.9,97,231.92,253,2324,1855,1211,907,1221.01,1142,2811,2095.54,2752,27174.09,34311.71,31796.15
YEL052W_mRNA,3416.87,9970.48,7556.09,8439.07,10751.85,8797.4,4691.11,2845.23,11313.98,10893.89,6814,6323.07,4829,5401.11,6816.58,7057,7105.58,5813.18,6645,6012,6333,7274
YLR397C_mRNA,6647,17979.76,12952,14704,18811.62,14767.96,9418,5945,19032.59,17482.41,22349.34,19202.74,14270.44,14690.1,17520.81,19084.98,25591.76,20636.2,24720.11,18709,19630.64,21997.86
YER017C_mRNA,6577,18642.01,13081.05,14778.16,21315.06,16904,8401.99,5576.86,19823.28,19256.2,20807.52,16938,12487.98,12988.01,15964.2,18631.83,25853.56,20430.38,23488.22,16416,15770,18608.46
YOR129C_mRNA,3105.25,5984.91,5857,4985.14,11143.99,5972.32,4950,2512,10567.71,9540.86,10645,9063.2,5921,7570.01,7306,9836,14808.92,11359.96,13725.29,9701.46,9285,10291
YDR085C_mRNA,2749.2,6060.98,4617,5374,6096.01,4694.89,2888,2141,8451.02,7401.32,6020.01,5078,3449,6853.52,7100.1,8989.99,4337,3547.22,3844.99,5415,6367,7600.39
YGL071W_mRNA,3990.09,5820.62,6396.91,5194,13453.92,7132.29,4037.88,1879,9144.84,10488.82,14933.99,12751,12053.96,12435,15511.16,15780,32464.7,24175.56,28648,15952.24,14405.81,15939.96
YPL202C_mRNA,3348,6371.67,5696.76,5523.06,10743.37,5691.09,4931.01,2239,11227.09,9522.88,11300.52,9259,6399.1,7569,8784.01,10444,15062.83,10892,13022.02,8457,9464,10961
YNR044W_mRNA,308,590.99,580,505.99,840,563,445.03,231,653.97,709,14608.58,11773.35,7679.54,8227.78,10778.53,12541.57,16213.32,13768.12,16810.85,11427.42,13029.57,13406.38
YGL032C_mRNA,1121.99,2805,1602,2587.51,2687,2588,1200,1133,3122,2806,4777.92,4248,2813,3258,4460.86,4386.08,4102,3559,3620,51,79,40
YPR021C_mRNA,4340.99,11101.01,8285.88,9883.84,11654.96,8984.13,5758.92,3381,16093.97,13322.37,12423.01,10277.01,7384,10955.99,11483.42,15133.24,10825.42,8355,9594,12339.4,12418.99,13531
YDR524C_mRNA,3238.08,6936.15,4729.01,6244.81,9890.2,7042.76,3989.91,2517.13,10176.1,9060.71,14345.5,11797.5,7920.22,10157.64,11383,12766.34,19999.99,15576.23,18613.14,12474,13043.47,11879.82
YIL044C_mRNA,3485.93,9691.81,6701,8087.99,10484.74,9159.99,4978,3327.05,10288.16,10093.43,9743,8658.97,5464,6207.99,7531.07,7830,13745.01,10232,11763,7666.06,8034,8186.74
YCL025C_mRNA,14392.31,20625.08,28654.02,18431.31,35410.46,12402.91,19185.27,5867.03,34889.06,35355.56,25381.74,28786.77,22746.12,18594.93,22677.44,25714.7,43126.21,33236.58,41354.95,22284.48,25931.12,25597.45
YBR132C_mRNA,2050,4572,4346.15,3584.92,5213.96,2298.13,1896.99,715.01,4804.05,5296.99,6129,4378,3006,4007,4645.03,5187.99,5541.06,4544,4860.02,4324,4584,4764.33
YFL055W_mRNA,814,1477,1668.14,1212,2068,722,988,293,2611.96,2542,3213,2100.01,1775,2711.82,2918,3520.6,1924.09,1557,1713,3315.66,3947.78,4228
YFL030W_mRNA,628.01,1647,1255.99,1359,1399,920.11,514,282.12,1793,1823,847,667,813,936,1034.06,1072,760,607,742,870,928,1173
YDR214W_mRNA,15791.36,48041.08,31562.97,40270.46,37049.2,37977.82,16011.73,13160.39,37358.66,39638.15,30667.77,29027,21126.55,25955.08,29072.2,33251.79,33606.4,27304.91,33005.45,30421.04,32814.04,35705.19
YOR023C_mRNA,1460,2224,2333,1911,3604.84,1819,1374,704.07,2999.81,3320.41,20074.02,17409,11355,13704,16161.66,19957.75,22061.26,17935.08,21336.39,16853,16755.93,18858.19
YCR082W_mRNA,3585.09,13977.61,7675,11600.47,10360.74,10389.05,4394.01,3975.89,12147.94,11341.96,5305.99,5916.13,3863,5732,6025.79,7011,6523.82,5309.69,6631.97,6272.95,5867,7935.46
YLR109W_mRNA,20705.42,95873.68,57913.68,66807.5,94876.57,99175.36,33989.22,28107.36,83209.4,94890.47,61329.59,57679.21,54217.53,57641.4,69528.59,65377.86,74626.81,62427.4,64037.59,72347.19,67172.86,74391.94
YHR093W_mRNA,4,3,1,5,5,1,2,1,6,6,24,12,3,0,0,0,3,0,0,0,0,1
YNR074C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL046C_mRNA,1076.89,3796.75,2393.33,3222.27,3806.61,3765.34,1492.52,1117.97,3508.43,3880.97,1436,1784,1137,1099,1445.52,1989,2148.57,1818.25,2184.44,1426,1688,2232.99
YER087W_mRNA,2445.03,5858,4902.71,4807,7206.96,4932.05,3168,1811,8142.69,7424.92,4418.2,3971,2586.84,3099,3022.14,4266.34,5483,4297.41,5098,3277,4305,4407
YER093C-A_mRNA,501.55,1496.56,1135.52,1246.97,1913.64,1287.43,777.02,541.9,1845.94,1944.55,1960.04,1914,1275.14,1581.07,1852.22,1657.71,2247.34,1800.74,2125.35,1748.37,1961.3,1815.64
YER093C-A_pre-mRNA,70.41,107.44,68.48,72.03,115.36,61.31,26.98,9.18,70.06,119.45,117.96,0,71.87,16.93,160.78,132.29,94.66,106.27,65.65,0,65.7,137.36
YGL160W_mRNA,3379.99,8341.4,6388,6889.2,10947.59,7817,4839,2777,11694.32,10709.45,10084.97,9605.96,6121,7138.94,7447.98,10325.11,12662.32,9777.14,11526,8626,8736.84,11696.2
YHL021C_mRNA,3374,8431,8022.33,6623,10340.78,3987.31,4288,1447,10300,10627.31,11857.99,10607.1,6926,7591.82,9886.2,11550,8882.65,7924.15,8929.98,10162.88,8966,10452.8
YHR198C_mRNA,1766,4104.98,3388,3499.95,5574.99,3470.15,2407,1125,6238.4,5850,4920,3558,2726,3524.12,3792.98,4517,5835,4667,5537,4001,3622.99,4039
YIL087C_mRNA,651.82,1525.2,1159.5,1250.27,1239.72,748.28,487.63,245.75,1632.08,1878.68,2089.7,1762,1444.42,1463.05,1979.01,2123.97,1724.03,1462.3,1669.06,2031.53,2040.25,2137.94
YAL049C_mRNA,3921,11443.32,7490.52,9310,11183,9620.17,4782.86,3560.99,10717,10022.26,11679.31,9929.53,7500.95,8143,9443,10920.9,11828.16,9174.99,10443.54,9190,10334.03,10494.01
YIL158W_mRNA,2644,7195.83,5294,5912.5,7346.52,6274.03,3513.94,2478.09,7530.3,7253.98,5805.36,5574,4005.04,4118,5157.78,4883,7848,6361.06,7620.01,5321,5282,5591.23
YIR003W_mRNA,6180.79,13657.19,10782.81,11459,15164.64,10504.64,6902.29,4164.9,16572.83,16563.59,18791.8,16046,11669.48,14020,16139.96,20460.96,18291.55,15133.07,17531.02,16230.73,17961.94,20407.88
YJL046W_mRNA,2402,6370.39,4144,5309.8,6898,5574,3072.94,2054.98,8406.4,7166,4463,4337,2771,4100,3519.93,5708.02,5670.09,4372.1,5128.64,4723,4042,5172.31
YJL131C_mRNA,1646,3095.01,2629.99,2727.91,4523.47,2962.96,2043.68,953.88,4880.58,4235,2474,1860,1330.38,1905,1760,2075,2889,2228.98,2686.94,1803,1543,2345
YJR080C_mRNA,3367.93,9749,6242.98,8360,9720.03,8799.99,4089,3065.01,10498,9836.62,6412.8,6592,4224.99,4893.6,5779.83,6727,8645.67,6634,7645.82,5314.74,5862,6768.98
YJR100C_mRNA,2670.07,6270.03,4822,5378.9,6317.35,4251.48,2878,1624,8018.78,7675.92,5169,4256,3161.46,4801,4498,5539,5182.78,3928,4494.69,4830,5655,5537.94
YKL037W_mRNA,4.26,25.39,8.77,19.76,29.89,25.77,7.45,11.23,31.65,46.26,110.28,91,75.76,22.24,184.63,133.8,73.45,60.37,54.55,167.92,105,146.2
YKR074W_mRNA,1720,5847.11,3342.25,4891.51,5369.75,5365.29,2298.08,1775.03,5994.5,5211.21,5115.42,3978.37,3087.28,3431.21,4065.36,4856.62,5536.7,4475.61,5022.15,3715.5,3980.3,4818.78
YBR108W_mRNA,2183,4288,4128,3555,6006.97,3526.23,2632,1215,4790.98,5469.62,16082.01,13417,9076,8301.43,12817.1,13743,14713.73,13142,15389.46,12465.99,13105,13470.01
YML050W_mRNA,941,1963.99,1839.06,1819,2355,1221,1058,464,3232,2955.11,1493,1141.01,947,1539,1683.86,1929,1615,1299,1610,1265,1443,2236.02
YML087C_mRNA,471,765,963,724.01,1241,614,569,209,1494.64,1260,920,722,532,597,728,900,1119,777,957,817,769,648
YMR003W_mRNA,768.02,1691.97,1316.98,1558,2483.99,1883,960.53,611,2339.05,2121,1588,1183,909,1032,1255,1363,2430,1637.96,2053.96,1284,1113,1432.01
YMR157C_mRNA,1498.17,4411.43,3033.05,3456.78,4574.94,3506.07,1901.42,1321.18,5134.76,4752.79,3455,2845,1955,2280,2173,3555,3364.02,2651.48,2889,2777.81,2525.75,3359
YOL053W_mRNA,2013.11,4318.97,4213.96,3709,5567.98,3292.09,2571,1240,6326.89,5708.32,3983,3429.53,2552.86,2695,3452,3726,4716.01,3501.21,4156,3559,3068,4224
YBR194W_mRNA,1077,2438.82,2001.24,2053,2744,1973,1263,757.99,3300.46,2929,1409,1428.69,870,1059,1165,1450.01,1863,1439,1682,1069,1359,1947.53
YOR215C_mRNA,2840.04,6698.91,4628,5918,6893.91,5130.97,3035.62,2018.01,7806.14,6962,3658.91,2722.2,1953.12,2838.21,2751.23,3260,4584.33,3461.95,4070,2617.08,3118,3318.02
YPL158C_mRNA,9958.05,12928.62,13526.97,10963.49,24210.68,11378.88,9428.5,3750.83,26178.18,24145.53,34530.42,28240.39,18149.79,19857,22907.67,30273.96,38870.9,35547.27,38801,25664.57,25959.17,27385.42
YPR004C_mRNA,3959.02,12180.01,8586.67,9993.96,13116.05,12244,6339.97,4395.26,13175.25,12111.08,10034,8970,6734,7047,8183,8916,13927,10293,12340,7722.99,8739,9809.95
YHR199C_mRNA,3945.29,10635.42,7702.12,8510.12,9037.2,6473.14,3814.02,2093.55,12997.52,13349.93,15902.36,13631.84,10713.31,14233.33,18324.19,19931.88,10010.61,8606.13,10318.57,20153.56,21893.01,23202.55
YDL237W_mRNA,4497.99,14094.46,9757.99,11855.22,14272.79,13008.56,7006,5107.05,14360.94,13630,11895.24,11603,7621,9644,9873,11247,15337.95,12100.67,13521.93,9487.99,11239,12008.99
YDR063W_mRNA,2666.65,6888.77,4770.15,6120,7136.03,5600,3017,1995.78,8490.82,7772,7378.02,7732,4678,6042,6685,8824,8428.55,6748.92,7518.01,7200.59,8556,8055
YER080W_mRNA,7788.8,22729.66,15140.84,19498.17,23636.07,22886.5,10964.07,8076.7,22925.27,22044.15,19230,16579.74,12011,13030.01,13491.06,15156,26056.01,20594.38,24085.79,14661.45,15492.64,17005.03
YMR092C_mRNA,9406.02,27920.29,20022.85,22500.7,29736.5,22837.26,13239.35,8266.91,29601.79,28754.62,16514.92,13782,10665.05,11159.89,12749.87,14902,19386.57,16121.3,18164.38,13205.97,13095.98,16173.57
YIL079C_mRNA,3564,9006,5659,7610.18,9757.61,8136.8,3946.02,3084,10291.97,9695.85,6942,6287.93,4378,5517,5875.6,7426.98,9651.15,7450.74,9237.54,6684,6556,7778.67
YDL175C_mRNA,2090.33,3952.81,3473,3284.96,6841,3617,2735.18,1057,6911.91,6480,5391,4693,3078,4051,4133,5309,7216.85,5300.91,6550.02,3884,4463,5138.21
YBR059C_mRNA,8006.41,17849.9,15284.19,14946.33,22339.87,15311.67,9867.2,5606,20189.05,20657.48,27872.57,26528.05,16486.63,19200.24,21404.65,27216.01,33595.05,27477.31,32313.42,23628.85,23153.38,27045.69
YDR264C_mRNA,9101.33,23573.39,19774.39,19531.13,30491.36,24898.69,11992.96,7236.18,28664.55,30031.55,24123.2,25907.45,21675,21949.89,22595.47,25561.95,36634.85,27692.48,31512.44,23737.09,24623.01,29441.68
YOR034C_mRNA,4521.72,9674.17,7824.98,8245.07,13587.45,8950.77,5994.99,3477.08,14233.22,13521.81,11713.41,11315.59,7885.6,10521.03,11187.06,13480,13655.07,10473.06,12224.14,12038.95,12651.99,14130.83
YOR335C_mRNA,41994.64,141151.18,89077.23,118990.86,135857.17,132812.89,63293.74,46514.77,130982.21,131719.07,83744.96,91270.69,65678.05,67326.94,66120.02,84544.07,115738.82,94623.54,113367.77,75317.05,82185.2,96276.46
