,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YHR106W_mRNA,2330,5594,4074,4558.99,5292.62,3695,2339,1444.67,6724.09,6491.06,4105.85,4147,2562.92,3900.22,4173,5457.01,3606,2769,3339,4625,4303,5890.72
YDR407C_mRNA,7145.47,17665.97,14218.94,14107.8,25199.97,17583.8,11662.06,6166,23534.97,21697.59,22385.79,21492,14139.99,17951,18369.66,22276.04,32125.57,24514.97,29458.83,17766,19794.06,21856.98
YMR218C_mRNA,6726.09,15230.39,12038.02,12656.5,18890.54,12993.58,9667.99,5026.01,20763.98,18170.22,14127.36,15516.18,9123.78,11929.87,11281.49,15017.39,18359.04,14077,17342.03,13701,13524.98,15372.18
YBR254C_mRNA,1341.5,3783.01,2602.99,3221.02,4066,3254.02,1913.02,1051.02,4135.55,3842.67,3548.56,3399.31,2495.6,2984.53,3171.56,3671.19,5419.05,4240.01,4877.79,2888.2,3003.51,3782.99
YDR246W_mRNA,1198.01,2352.12,1863,2012.99,3343,2355.17,1200.04,715,3398.15,3444,7500.05,6223,4512,4888,6190,7020,7904,6732,7816.3,6904,7498,7233.01
YDR472W_mRNA,2594,4849.02,4164,4167.07,7966,5169.14,3291.99,1662,7524.94,6827,7387,6218,4366.8,4846,6123,6325,8610,7473.98,8501.78,6074.02,6164,6782.36
YOR115C_mRNA,3835.1,10258.2,6123.33,8804,9355.03,7579.48,3969.21,2866,12177,10960.97,7285,7164,4794.25,6849,6551.06,8560,8664,6676.55,8032,7619,7990,10017
YGR166W_mRNA,2771.96,6132.97,4840.36,5252.04,8616.89,5383.89,3843.01,1912.64,9536.97,8494,7523.38,6568,4091,6174.38,5754,7693.32,10553.03,7935.39,9641,6344,6303,7776.16
YDR108W_mRNA,2909,5817,4879,5116.03,7731.94,4638,3385,1795.12,8406,8250.94,6444,5000,3392,5483,5647,6904,7294,5614.83,6635.68,6298,6108.91,6819.94
YLR043C_mRNA,4887.56,21075.07,13233.85,16865.4,18932.82,22942.5,9133.76,8576.09,16986.31,17429.47,18512,16893,12986.67,12308.89,12655,13619.69,27941.97,21223,23202.45,14139,14618.08,12816.89
YGR209C_mRNA,3425.11,13700.87,7618.03,10744.86,11574.3,11777.07,4683.47,4010,10886.76,11309.74,11410,10402.99,8244.07,7472,8486,8954,13617.02,10861.5,11462.92,8370.03,10521.05,8998.33
YCR083W_mRNA,1065,4369.99,2321.99,3333,3113.65,3157.76,1229.43,1235.99,3312.68,3408.28,1998,1468.97,1271,1616.43,1818,2725.74,2384.82,1839.18,2162.99,1867.9,1822,2575
YKR079C_mRNA,6673.26,19063.43,11734.57,15624.97,20911.32,17490.99,8467,6237.5,21437.47,19609.06,16952,17019.31,10982.98,14510.16,14536.28,18503.65,21957.39,17336,20609.2,14595.34,15356.95,19500.14
YML028W_mRNA,23619,80450.83,52812.16,65496.46,89438.03,84876.25,35394.05,28531.69,77741.04,88811.67,132850.77,135172.44,107474.03,87752.58,106197.37,109303.14,158772.7,139894.84,161192.13,121504.08,130120.57,120803.99
YDR453C_mRNA,454,1176,823,1030,1037.66,671,565,334,1548,1386,1637,979,1062,1405.43,1468.17,1855,1359,1015,1103,1553,1213,1553
YBR265W_mRNA,3573,8545.33,6618,7259,11476.49,8451.31,4702,3078,9038.96,9964.95,9692.96,7001.08,5660,4964.02,6047,6898,10868.44,8894.01,10226.32,6278,7106,7221.06
YER093C_mRNA,4222.95,8646.67,7608.75,7260.87,14389.9,8880.24,5728.65,2952,13366,12400.74,16322.59,14513.98,9441.47,11699,12458.58,17076.53,22125.77,17564,20844.92,13673,14820.84,15995.25
YDL015C_mRNA,7440.23,24554.09,14726.56,20457.51,24044.09,23538.47,10899.76,8041.64,23087.62,22173.8,21865.6,20517.59,13901.65,17714.05,17154.71,21269.49,31529.09,24278.86,28126.75,19177.44,22170.58,20216.13
YBR058C-A_mRNA,2512.97,7936.96,4430,7132.96,7585.29,7492.01,3271.03,2602.75,8022,7700.98,6165,6561.78,4495,5807.99,4878.71,5693,10856.46,7888.01,9427,5092.86,5723.96,5436
YML100W_mRNA,7490.13,16479.84,17528,12834.99,18586.89,6960.93,5557.16,2215,15952.14,18827.98,38147.04,31102.68,19047.97,24330.9,32707.77,42098.67,19614.53,16419.06,16341.37,28911.65,26448.19,30001.73
YDL060W_mRNA,14133.84,38694.88,23236.77,33406.29,43056.7,37618.51,17948.33,13735.4,39831.1,38442.93,21916.69,19475.03,13829.61,14633,16585.17,20331.31,30137.12,24290.07,28858.55,16006.88,18298.95,22004.97
YLR435W_mRNA,4004.95,11870.47,6806.05,9927.29,11948.88,12946.05,4939.93,4460.29,11740.52,11263.31,5070.83,4661,3926.49,3305.22,4231.17,3919.08,7624.44,5783.19,6518.47,5131,4458,5464.54
YOR006C_mRNA,3821,7650.03,6077,6491.64,10722.2,7717.67,4647.51,3045.26,10559,9834.01,4249,4011.58,2784,2771,2698,3667,4888,4034,4369,3216,3269,4625.35
YOL022C_mRNA,4850.98,14923.82,8849.81,12552.14,14404.99,14940,6697.22,5536.99,14582.02,13409.05,12199,11262.22,8752.68,8785.53,9611.01,11671,15560,11544.75,13743.7,10915,11206.85,12836
YKL033W_mRNA,4854,11333.48,8412.45,9185.06,13731.52,8860,6425.5,3284,17187.25,15053.81,10874.51,9807.44,6133.73,9424,9540,11787.71,11617,9006,10645.65,10069.86,11204,12474.99
YJR136C_mRNA,2164.1,3842,3650.02,3214.07,6447.16,3079.93,2763.75,1175.01,7135.95,6398.06,4397,4518.98,2744.01,4299.4,3733,6218,5873.01,4771,5475.09,3898,4440.97,5569.62
YML085C_mRNA,4313.14,21567.39,13594.54,16907.94,21806.25,21866.75,8934.95,6573.23,19056.87,23569.01,30617.06,22893.01,22971.67,17513.67,21219.12,22128.84,44650.61,34500.51,41950.38,24912.9,27314.84,24597.48
YML085C_pre-mRNA,6608.61,13118.78,9576.38,12276,13963.24,12707.11,7723.94,6055.17,11880.7,8511.92,3810.67,8796.99,553.77,3908.55,2160.15,4637.16,3326.85,2682.43,3302.74,440.7,2541.2,5535.03
YFL037W_mRNA,11635.76,38142.09,27030.27,31257.54,38966.95,37722.81,16981.56,12432.3,32097.78,35901.56,62894.63,66566.73,47460.71,43477.05,46330.04,56884.49,85838.51,68037.21,82165.59,51888.78,54814.72,64925.74
YML124C_mRNA,10302.88,30702.9,23706.63,25337.43,30576.29,29788.71,14818.21,11964.5,28488.09,30428.57,21965.27,20681.71,15010.18,14721.77,17738.23,20262.64,27967.17,22101.9,27058.21,19630.86,21574.3,22561.12
YML124C_pre-mRNA,1545.16,4338.54,1358.61,3459.61,3054.4,3243.87,1101.49,1172.46,3260.92,2728.72,1227.87,2404.29,852.79,858.25,726.17,1065.68,807.01,745.47,916.64,562.72,576.36,1104.92
YLR212C_mRNA,1572,3898,3101.74,3068,4404.96,3137.25,2046,1087.97,4430,4397.07,9542,8458,5718.19,6356,7160.97,8047.36,12201.91,9414,11189.97,8036.68,8323,8662.96
YOR187W_mRNA,18350.5,61399.14,40861.83,51184.21,56036.48,58569.15,22977.57,18767.96,56724.43,56131.89,42663.56,39110,30254.52,28914,32644.44,37197.61,51085,41275.06,47926.93,31141,33235.3,37523.06
YKL034W_mRNA,2239.95,5373,4424,4597,7170.99,4649,2968,1463,6895,6848,9222.11,8548,5680.93,6662.08,7030,7966,11778.02,9601.98,11002.06,7759,8509.64,8192.82
YOR251C_mRNA,2737,7874.97,5843.74,6625.95,8182,7622.15,3757.01,2921,8682.09,8489.68,6327,5704,4272.59,4865,5493.03,6405.41,7628,5739.91,6583,5395.57,6173,6664.89
YCR084C_mRNA,5109.33,11246.44,11028.87,9928.61,12138.09,8539.49,5186.2,3200,8847.52,10986.58,86566.8,68040.99,55202.09,42044.67,63880.46,63182.14,93101.01,79609.26,96763.44,66112.5,75482.93,68095.08
YLR425W_mRNA,4094.99,7204,7551,6144,12954.8,6794.17,5686,2706.02,12114.91,11082.98,16164.61,13084.33,8823.89,9956.98,10996.9,14119.84,18646.37,14724.19,16720.52,13079.2,12897.07,14084.36
YDR100W_mRNA,1875,5109,3335,4440,4671,4021,2158,1575,5071.27,4548,2340.03,2050,1378,1835,1906,2417,2980,2484,3077,1979,2030,2738.93
YMR071C_mRNA,2473,6701,4236,5580.88,8597.05,7169.94,3585.05,2365,7452.36,6917.33,3810,2786,2004,2252,2479,3238,6127,4711.97,5960.82,2721,3274,3078
YDR084C_mRNA,1427,4112,2577,3511,4342.7,3981.55,1822.9,1405.02,4229,4091.48,3960,3842,2655,2597,3313.35,3056,5388.99,3920.69,4712.49,3423.46,3317,3906.39
YKR088C_mRNA,2124.99,6524.84,4231,5354,7141,5400.99,3009,1794.83,7297.26,7079.93,6505,5954,4246.92,4802,5000.99,5703.02,9001.6,7290.95,8257.52,6203.01,5973,5719
YGR080W_mRNA,2477,6540,5248,5432.83,7758.82,5481,3337,1860,7854.36,7817,6092,4902.94,3926,4094,5376,6343,7551.98,6250,7278.86,5284,5594,5896
YOR344C_mRNA,1205,2016,2093,2007,5781.08,2986,2154,882,3763.03,3841.96,12112.97,12402.18,8878.6,8199.45,8235.1,9689.91,27543.46,19187.6,23335.79,9830.73,11128,10630.43
YBR166C_mRNA,4510.01,11463.86,8825,9270.75,13871.35,10098.03,6640.09,3967.33,15086.21,13596.79,8652,8099.22,5699,6922,7490,9236,12595.8,9938.98,12029,7243,8453.02,8939.85
YGR185C_mRNA,18092.76,53417.8,36285.9,44478.3,56319.52,55717.61,27942.89,22003.32,53802.11,52909.74,46750.4,47833.94,33726.45,31467.69,35657.02,44183.26,66915.24,52089.78,62179.81,41127.78,43779.95,49040.2
YPL207W_mRNA,12662.04,31919.81,20601.92,27008.92,33698.34,32074.05,17803.5,13408.14,34512.63,30801.78,23024.27,20534.59,15424.74,15554.62,16476.59,19701.27,28642.28,23023.17,26286.06,17418.38,20820.87,22891.66
YGL050W_mRNA,3454.56,8232.1,5756.61,6967.02,8463.76,6863,4140,2881.04,9093.4,8473,6474,5831.66,3854,4691,4741.43,5940,8732,6325,7374,5237,5871,6673.39
YOR295W_mRNA,1531,3105,2340.92,2492.24,4508,2830.92,1967.15,1200.28,4835.27,4197.95,2500.99,2875,1837,2024.16,2209.89,2331.16,3301.78,2413.45,2634.27,2531.99,2178.01,3073.07
YKL210W_mRNA,26889.63,89332.44,58173.55,74587.74,78888.2,77167.73,35667.34,27309.25,79453.79,78794.18,69777.51,71928.58,49447.51,55141.23,52013.55,70534.04,83816.39,68891.06,85324.51,60783.37,66320.96,79572.01
YDR390C_mRNA,4641.45,9770.33,8000,8528.32,12774.71,8762.46,5866,3205,12264.22,11589.8,12923.86,10850,7485,9206.14,9065.99,11894,17579.66,13524.8,16283.69,9947,10436.01,11948
YPR066W_mRNA,669.64,1821.77,1468.57,1452.86,1987.46,1187.92,1029.85,457.63,2476.38,2251.22,2576.66,1923.39,1540.35,1875.44,2883.97,2565.05,1987.14,1573.77,1836.55,2300.78,2498.18,2674.04
YHR111W_mRNA,3048.77,7756.02,5962,6499,8544,6420.99,3975,2305,9626.75,8922.02,5565,4746,3648,4441,5129,5644,6182.99,5199.92,5898.48,5327,5449,6275
YDR177W_mRNA,3779.49,9708.36,7355.16,7935.58,10853.01,9034.84,4972.95,3371.39,11198.54,10748.63,13816.81,11245.99,9101.07,9413.26,10521.3,12271.03,17838.26,13882.23,16487.51,10324.02,11884.19,12388.93
YOR339C_mRNA,111,248,192,211,268,194,94,114,396,308,201,115,135,169,203,299,230,188,273,162,264,421
YLR306W_mRNA,835.81,1410.41,1333.13,1262.1,1717.76,1241.72,764.15,384.08,2295.14,1943.3,1910.46,1967.07,1280.98,1870.87,1488.01,2295,2107.66,1559.05,1663.09,2453.18,2643,2484.02
YLR306W_pre-mRNA,194.27,606.59,494.87,592.9,679.24,221.28,332.85,150.89,1268.86,1139.66,161.54,0,21.02,215.13,531.04,0,78.34,9.95,47.91,205.82,0,137.98
YDR092W_mRNA,2089.73,5639.69,4029.85,4988.61,6518.66,5871.99,3081.95,2069.42,6344.03,6167.89,5865.08,5059.81,4141.15,4533.63,5491.11,5847.93,8583.92,6567.03,7966.48,5744.86,5449.45,6896.29
YDR092W_pre-mRNA,149.89,608.37,390.13,434.39,507.5,426,186.53,228.11,576,594.3,1230.92,1567.45,1082.85,1189.37,1228.89,1473.99,1310.12,1095.95,1040.54,1422.14,1866.87,1808.87
YBR082C_mRNA,11350.04,29673.86,17435.83,27063.48,32158.12,31907.87,10568.83,9562.1,27951.18,30872.9,51796.68,48043.49,36460.3,38690.34,44756.6,47105.68,70717.52,57019.46,68476.47,48625.94,54014.4,53880.3
YBR082C_pre-mRNA,126.75,564.1,287.16,505.51,497.62,651.3,238.91,142.08,335.73,407.86,506.18,1451.32,583.61,653.43,381.61,181.26,880.92,768.38,795.79,616.94,485.61,487.77
YDR059C_mRNA,474,1193.71,956.12,950.61,1394.9,847.31,547,304,1442.31,1387.77,2059,1425,1202.19,1161.69,2249,1688,2696.8,1961.88,2139.37,1744.82,2075.01,1761.9
YDR059C_pre-mRNA,0,67.29,63.88,50.43,74.1,33.69,0,0,91.69,113.23,0,0,12.81,209.44,0,0,32.18,35.12,38.68,0,24.99,13.1
YER100W_mRNA,3627,7326.87,5875,6620.52,9689.12,7321,4380,2728.94,9168.01,8691.79,12602.02,12174.99,7973.68,8626.28,9062,12351.31,16263.24,12668.99,15096.58,10331.9,10346.03,11622.05
YMR022W_mRNA,2565,6925,4762,6259.99,7042,6110,3043,2184,7267.03,6983,6935,6620.96,4428,4968,5723.01,5485.13,9618.98,7487.53,8385.25,6082,6644,6039
YEL012W_mRNA,1560.61,2804.91,2392.26,2563.04,4111.24,2912.47,1920.65,969.22,4063.19,3986.22,2339.01,3947.85,1695.27,2298.45,2040.11,2832.27,2857.56,2292.52,2507.4,2535.06,2823.82,3465.12
YEL012W_pre-mRNA,40.39,170.08,92.71,126.08,123.96,94.55,49.04,34.78,268.82,226.61,0,0,12.82,0,82.11,115.52,81.63,64.48,71.63,0,38.67,237.88
YDL064W_mRNA,2239.87,8681.92,3982.47,6977.26,8196.4,8218.69,3287.25,2858.58,8334.66,7174.88,3024.04,3618,1758.34,2602,2400.57,3363.41,4517.15,3477.94,4161.27,2982,2725.72,4091.07
YDL064W_pre-mRNA,805.67,754.09,1984.53,621.74,657.36,484.31,974.75,660.35,490.79,471.2,82.96,0,570.66,0,390.43,0,202.85,234.06,118.73,0,452.28,555.93
YLL039C_mRNA,21852.49,61499.13,42560.82,48776.12,56250.67,38450.34,21439.02,13233.26,64786.14,66185.39,29993.25,29379.77,19443.52,29758.99,28815.04,42417.24,23180.34,20444.01,23097.64,27882.69,27722.91,39522.94
YDL122W_mRNA,14788.81,36037.13,24052.54,31163.02,42160.18,33505.48,18071.09,12316.08,42470.68,39578.53,31002.44,29873.86,19222.86,22753.1,22764.73,29864.53,43808.98,33821.13,39834.4,25071.27,26329.95,30517.76
YNL186W_mRNA,14065.86,26340.18,21807.74,22607.63,36926.32,22429.82,15356.48,8715.61,35455.73,33254.55,43105.41,34460.56,24692.83,27338.45,32408.3,36234.12,54784.04,44269.14,52943.04,35445.4,36309.87,36518.65
YKR098C_mRNA,1268.02,3432.32,2328,3187,3993,3846,1968.61,1453.91,5171.49,4559,3859,3936,2240.03,3695,3521.8,4671.93,4283,3060.47,3510,3579,4152,4719.05
YJL197W_mRNA,8953,22661.88,17361.73,18678.92,29195.39,21035.91,13559.45,7840.47,28291.26,26085,22100,19294,13050.86,14597.03,15638.51,21301.51,28413.23,21412.43,24876.04,17026.97,18441.82,20588.02
YBL067C_mRNA,5818,17492.27,11216.63,14841.72,21502.63,19507.94,9717.56,7163.97,20239.81,18006.76,19103.59,17452.42,12655.56,14516.96,14529.03,17782.09,26855.98,20010.41,23898.04,14325.7,16411,17295.79
YBR058C_mRNA,5652.9,17371.33,12020.01,14444.85,18231.3,13930.84,7820.95,4542.03,19814.57,19089.01,20102.07,16890.01,11781.66,16457.8,17346.61,19809.64,22529.95,18058.7,20542.75,18803.93,19878.06,21103.92
YMR304W_mRNA,8879.86,22184.2,17459.61,18641.24,24995.79,17805.8,11804.8,6751,25962.02,24480.56,21333.68,18969.68,11954.99,17339.02,16909.07,21114.83,21026.72,17250.03,20409.9,15910,17199.36,20074.11
YPL072W_mRNA,1915.98,4512.99,3713.23,3875.02,4984.35,3080.05,2240,1157,6613.24,5965.61,5561.91,5658,3418,4778.95,5394.69,6890.54,6880,4926.08,5940.08,5109.41,5552,6263
YOR124C_mRNA,11993.99,31590.37,22497.57,26994.34,34453.48,27085.05,15390,9799.03,35590.98,32635.53,27640.04,26307.07,17437.09,22431.03,21143.52,27591,33740.62,26448.87,31504.89,22343.96,24737.13,27465.94
YER151C_mRNA,7021.47,16740.99,13588.92,14410.63,19632.78,16377.26,9588.47,5762.15,19017.39,18972.47,39220.78,33011.32,22891.63,22523.88,27863.8,32943.01,43830.25,36188.51,44635.62,29747.9,30939.86,33240.61
YER144C_mRNA,2898.96,5917.33,5178.54,5016.99,8379.38,5145.17,3553.01,2095,7529,7619.07,16231,12209.17,10074.92,11664.01,13580,15565.41,20716.24,16177,18883.56,13560.54,15635,15543.82
YFR010W_mRNA,8993,23052.55,16227.61,19071.13,25051.21,19597.09,10970.94,6838,26602.14,24861.24,18964.18,18224.94,11964,13018.99,13963.97,15874.23,24736.99,18301.17,21819.74,14951.56,17616.06,16350
YIL156W_mRNA,3375.99,7519.55,6298.02,6138.98,9985.35,7475.01,4355.14,2544,9426.55,9684,12564.97,10839.08,7781,8280.49,9961,10375,14426.03,11461.84,13711.81,10517,11246.79,11492.28
YMR223W_mRNA,3157.89,7075.26,5735.25,5899.29,10618.39,6826.83,4810.37,2336.51,11020.99,9452.76,7167,7004.18,3930.94,4805,5326.88,6912,10284.09,7701.81,9226.99,5907,6262,7013.69
YER098W_mRNA,1729.97,3453.08,3061.44,3100.88,4575.86,2611.87,1987.77,998.91,6195.47,5466.71,4850.34,4328.86,2400.21,4044.51,4306.05,5776.6,4609.84,3350.74,3872.96,4351.86,5054.79,5439.17
YGR184C_mRNA,17268.34,46575.25,32812.95,39366.74,54491.04,41106.71,23054.25,15044.75,51442.02,48117.95,48565.61,45241,29780.42,37774.76,36464.07,47833.73,62110.05,48316.2,58149.45,39510.66,43983.88,50293.83
YLR024C_mRNA,5448.84,14833.63,11401.81,12221.16,17782.43,13014.95,7779.63,4786.75,17251.01,15738.07,15572.09,15150.99,9557.01,12224.64,12447,16143.81,19882.09,15190.38,18576.16,13175.01,14033.51,15939
YBR165W_mRNA,2097,3310.98,3576.29,2621.02,6522.36,2914.03,3007.01,1146,6556,5899.26,4413.39,3297,2371.99,2589,3468.99,4164,7348.41,5333.01,6735,3370,3844,4013.99
YML013W_mRNA,4269.5,10171.05,7645.61,8754.73,10434.19,6916.61,3944.37,2117.14,11500.2,12506.11,15387.66,14029.21,10754.1,13066.21,14853.56,17697.93,14385.2,12041.08,14019.4,15985.16,16280.14,18716.71
YDL091C_mRNA,2488.97,4220.08,3948,3599,6357.65,3444.81,2921.2,1306,6692.15,6327,5981.26,6029,3490,4496,4625.55,5429,7367.03,5853.03,6566.82,4823,5179.96,5852.01
YMR067C_mRNA,2547,6291,4932.29,5287.95,7362.66,5076.77,3318,1895,8198.03,7759.87,10997.87,10574,6513.98,9203.12,10000.97,12242.95,12750,9738.01,11775.2,10311.98,10577.56,12504
YDR330W_mRNA,2969,6211.04,5709,5158,8557,5335.91,3770.72,1917,8389.07,8406.91,8886,8406.87,4839.19,5736.01,6464,8775,9034.96,7414.81,8672,7246,7085.69,8878.01
YJL048C_mRNA,4790.98,8910.96,8248.99,7519.04,13591.75,6103.99,6096.8,2312,14393.37,13677.99,11664.14,9800,6294,7660,8274,9482.99,12158,10411.5,11421.88,8261.95,8437,8463.48
YBR273C_mRNA,4067.14,9827.91,7423.28,8132,10978.01,8186,5022,3280,10675,10578.45,6745.21,6341,4026.97,4777.35,5752,5884,8223.22,6506,7355.16,5371,5869.97,6606
YGR048W_mRNA,2717.78,6482.47,5807.59,5139,7762,4657.44,3748,1809,8731.58,8380.84,5106,5177,3680.49,3930,4489,5523.54,5706,4560,5378.82,4979.03,5057,6048
YDL190C_mRNA,8587,21518.51,16410.5,18375.42,23018.48,15934.24,10601.8,6094.05,24663.61,23110.96,21994.46,19662.72,13504.64,17004.74,16544.87,20946.14,26445.59,20137.15,24839.01,18176.02,19846,21464.01
YKL010C_mRNA,14335.17,34411.22,27174.57,28954.97,38383.91,25186.15,17494.92,9697,39902.79,36468.52,25850.03,24199.7,15964,18462.98,19719.24,23297.52,29984.22,23818.79,28112.91,20397.62,21783,24829.86
YOR075W_mRNA,2399.01,5103.84,3515,4151.09,6546.2,4089,2596,1374,7603.91,6686.38,4113,4350,2409,4168,3714.02,5426.98,5083.1,3921,4579.97,4059,4448,5640
YML088W_mRNA,4397,10794.06,7398.32,8990.01,12201.89,9719.32,5790.35,3818.86,11981.69,11349.71,10864.98,9419,6828,7616,7938.83,10270.73,13928.59,10941.97,13303.91,7942,9844,10813
YGR019W_mRNA,3690,8751.07,7596,6963.99,10432.99,5806,4630.03,2043,12884.14,13028.3,10563.27,8126,5607.94,6767.6,8344.78,10351,8088.96,6719.94,7183.75,8860,8484.67,9909
YBR006W_mRNA,1495,3664,2726,3149,3633.1,2145,1516.92,838,5955.98,5987.9,1808,1621,1333,1809,1826,2296,1676,1320,1495,2005,1954,2273
YDL170W_mRNA,1876,4067.25,3377.99,3345.99,6903.02,4173.94,3024.95,1435,8707.03,7500,7024,6431.98,4626.2,7019,8947,10035.06,8673.33,6813.68,8117.62,9317.08,10193,11620.91
YDL210W_mRNA,262,572,479,510,587,363,350,140,1158,1149.79,537,367.28,329,306,525,578,561.29,414,522,546,512,737
YDR470C_mRNA,2275.99,4680.93,3983,4055,6630.81,4167,2755.4,1416.5,6540.83,6214.01,7136,5596,4090,4364.6,5147,6099,9348,7089.11,8193.87,5159,5374,5376.11
YKL035W_mRNA,13989.59,37864.95,29976.58,30949.82,44166.87,32427.3,19662.76,11389.34,42030.65,40608.42,28580.37,23565.43,17290.16,19141.76,23770.61,27173.92,28407.75,23841.73,28932.45,24412.63,23868.23,27741.98
YDL169C_mRNA,243,780,574,651.82,594,451,249,193,757,725.01,222,212.84,208,249,307,283,282,232,261,304,219,310
YAR027W_mRNA,2356.67,5403.94,4742,4493.06,6696.19,4174.73,3225.01,1550.1,7413.58,6671,6574.04,5123.97,3997.89,4996.18,6114.39,6718.44,7398.24,5750.91,6742.98,5612.75,6163.66,6783.12
YPL186C_mRNA,566,1240,991,1023,1032,471.99,473.97,152.55,1766,1634.02,1011,902,570,914,987,1327,547.99,460,538,762,1090,1274
YKR044W_mRNA,2220.01,5789,4051,4867.1,6248,4260.93,2751.01,1694,7751.99,7612.06,10496,8324,6048,8105.27,10223,10785.03,10294,8006,9113.31,10724,12086.25,11584.23
YPL003W_mRNA,1867,4121.15,4107,3486,5641,2853.97,2735.21,1143,6315.51,6192,5242.47,4842,3770.73,4078,4795,5299.37,4358.06,3525.98,3961,5497.59,5369,5375
YFR026C_mRNA,994,1795,1873,1452,2222.91,809,1077,317,4730,4021,3960,4891,2552,6276,6000.42,8371.71,2157.02,1688,2002,6572.58,7864,9417.99
YPL020C_mRNA,3555.93,7853.44,6258.22,7183.85,11295.05,7950.04,5183.23,3120.98,11874.99,10670.87,6944.98,7577,4680,5356,5971.97,6997.98,10748.7,8114.98,9558.98,6096.32,6707,7206
YIL031W_mRNA,4493.92,8836.07,8300.19,7842.04,15610.72,9312.47,6262.79,3187,15178.53,14236.87,16521.73,13014,8954,11801.95,12930.24,16919.37,20320.08,15602.49,19338.72,13560.14,14702.6,15383.96
YOR191W_mRNA,12653.89,26450.74,22368.64,22268.41,36641.1,25171.52,17496.87,9429.8,35956.13,33403.48,36506.93,34850.24,22414.78,27605.02,28981.22,38960.92,42449.84,32894.56,40947.33,30587.12,33435.77,37570.61
YPL139C_mRNA,3419.71,7117,6221.46,5966,9799,5618,4790,2364,9893,8777.51,6605.82,5716.65,4445,4976,4876.99,6324.09,9565.98,7373.93,8236,4973.07,6141.98,6729.84
YDR207C_mRNA,1200.98,2381.08,2285,2217.86,4291,2587,1558.14,823,3217,3556.69,13126.71,10790.13,7368.89,6405.8,9407.99,9978,14493.91,12163.12,15272.93,9157.93,10946.57,10603.99
YBR173C_mRNA,2363,6707,4055,5880,7095.99,5954,2576.03,1725.98,6358.02,7127,9327.83,7217.93,5524,5290,7322,6971.98,11602,9960,11134.01,7197.98,8262.94,8140
YML021C_mRNA,2076.02,5096,4112.51,4318.99,6387.99,4601,3111.73,1867,6411.42,6061.94,4377,3603,2944,3282,3920,4377.09,5653,4671,5471.97,3807,4382,5152
YDR213W_mRNA,3957.85,6703,6710.93,5785.15,11049.98,6376.01,4989.29,2467.94,10580.89,10157,7685,6850,4305,4769.55,5269,6744,10415.59,8355,9872.14,5152,6042.97,7308
YGR072W_mRNA,3487.67,4559.8,4087.56,4457.91,7747.88,5083.03,3701.18,1904.01,821543.4,524414.87,5928.76,4796.01,3260.91,3634,3714,4583.04,7207,5615.25,6685.99,4545.76,4459.15,4298.1
YLR193C_mRNA,1849,4044.17,3331,3522,5075.03,4257,2439.16,1694.05,5231.93,4991.99,3066,2594,1919.99,2011,2404,2678,4150.64,3535,3871,2594.9,2319,3146
YLR168C_mRNA,4105.3,9674,7591.01,8021.01,10385.52,7210.39,4304.01,2288.05,13430.97,12205.13,9225.36,7006,5653.37,7764,8532.99,10872.88,9602,7387,9239.52,7147.16,7375,8685.06
YDR185C_mRNA,389,812,919,674,1127.59,523,523,200,1029,1078,940,768,618,538,668,712.99,957,721,836,439,573,614
YKL216W_mRNA,12881.23,39656.72,23015.08,35726.64,52495.74,54961.19,17221.88,15864.07,40279.77,32065.55,16977.93,28653.97,20639.84,18491.34,20407.46,23287.78,28533.86,21879.71,27205.8,11878.39,12940.64,15412.48
YMR271C_mRNA,1198,1957.96,1935,1638.45,2493,777.74,1224,318,5047,4577,3022,2631,1536,3564,3637,4939.39,1458,1122,1180,4188.01,4111,4981.04
YJL130C_mRNA,53928.59,180483.56,120268.23,156034.08,209919.39,195838.37,93090.47,67725.56,200859.17,185353.21,190234.6,216507.72,159447.62,151406.29,157491.05,184272.7,285309.77,228655.46,273457.27,173314.68,193315.52,201653.65
YJL130C_pre-mRNA,6433.97,21654,8990.41,18495.1,13477.39,13853.95,5936.65,5564.27,16564.39,12175.29,24651.66,13947.7,13407.98,20079.93,18207.85,20634.74,34539.3,23362.56,31392.27,16893.09,26532.45,20791.64
YEL021W_mRNA,6391.06,16484.89,11748.07,14383.99,23440.99,21412.31,9191.31,7564.01,139796.31,113244.77,8945.53,11187.6,8435,6482.13,8019.06,9087.96,12567,10547.99,12225.99,8717.78,9421.73,12796.74
YLR420W_mRNA,4093.97,13072.58,8072.27,10783.03,15893.01,16066.06,6271,5198,13266.05,11416.8,10791.56,14769,9974,10117.89,9981.01,12117,19066.09,15069.99,17900,8178,8675,10968.97
YML106W_mRNA,14598.3,50316.05,30713.99,43295.96,47201.77,54502.25,23060.24,19826.24,45166.56,43955.81,26524.34,27722.1,17566.79,20995.16,21181.47,26668.01,40052.52,31119.42,36925.07,24237.98,26476.96,30061.78
YKL024C_mRNA,3528.1,13390.79,7495.12,10725.51,12189.67,12887.45,5138.8,4377.27,13667.04,14132.77,12297.86,12110.36,8913.4,11126.64,13550.33,14601.92,15164.9,12162.34,14238.84,16365.44,16846.15,17170.58
