,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YGR092W_mRNA,69.18,37.12,62.52,37.09,55.34,30.83,66.84,35.15,70.13,59.02,55.45,48.81,42.11,63.1,56.33,62.56,45.25,47.26,47.25,52.52,53.39,52.95
YPR111W_mRNA,36.34,19.8,32.16,19.66,37.5,18.45,39.68,17.72,42.85,36.81,32.29,26.53,23.19,37.59,31.19,33.46,34.35,32,32.24,25.25,28.58,30.97
YDR052C_mRNA,62.43,31.99,49.89,33.16,57.31,32.1,63.83,37.61,59.49,52.56,84.66,78.1,64.25,71.83,70.64,71.77,100.61,92.02,94.79,67.7,71.55,64.1
YPL119C_mRNA,6.03,3.84,5.72,3.8,5.56,2.73,5.74,3.28,6.61,6.58,6.75,5.11,4.35,4.9,5.89,5.51,3.86,3.91,3.55,5.78,5.76,5.66
YDL031W_mRNA,82.32,75.06,72.98,76.24,78.32,77.52,88.33,87.71,83.74,75.23,60.1,56.91,55.12,64.61,53.04,62.7,66.95,65.06,64.67,56.45,56.15,63.07
YNL112W_mRNA,244.61,259.12,216.35,243.39,207.71,235.66,235,284.62,204.6,184.62,216.79,212.43,211.34,224.34,191.27,228.17,291.28,273.83,272.4,202.75,206.63,220.83
YNL112W_pre-mRNA,10.55,14.55,5.02,14.18,12.54,16.52,8.82,14.13,14.63,9.69,6.06,2.95,3.45,4.46,4.97,3.84,7.88,8.66,7.64,3.17,3.29,3.18
YGL078C_mRNA,177.23,147.32,136.47,154.23,158.47,157.3,164.46,163.23,166.97,149.79,152.08,139,138.18,148.78,124.35,127.4,184.12,165.39,162.88,126.96,137.91,124.34
YOR046C_mRNA,154.65,137.74,152.66,139.59,158.72,150.23,181.57,159.64,163.66,150.66,164.3,161.91,148.38,172.45,147.92,166.4,194.33,187.31,185.48,152.76,148.72,152.22
YNR038W_mRNA,55.08,49.87,49.31,49.43,50.3,44.82,47.26,47.43,51.11,48.59,78.25,70.23,65.59,85.52,68.19,74.39,91.85,84.87,82.88,75.95,77.05,68.09
YKR024C_mRNA,50.89,50.85,46.35,49.78,49.91,46.29,52.8,51.87,55.72,49.62,42.44,38.01,37.3,44.59,35.53,40.03,47.36,44.65,45.61,41.86,37.84,40.96
YHR169W_mRNA,94.44,68.83,75.64,66.44,84.07,67.35,89.76,81.58,81.62,74.82,49.91,41.17,44.41,44.33,48.17,46.71,57.92,57.77,56.58,50.64,38.3,50.74
YLR276C_mRNA,150.13,124.68,119.83,127.35,138.27,132.47,143.69,146.03,151.68,130.67,74.92,80.51,67.23,85.06,68.91,82.68,104.67,95.28,96.31,69.61,68.74,77.76
YKL149C_mRNA,28.52,17.46,24.58,17.07,25,14.66,26.68,17.67,35.77,29.5,22.26,26.59,20.13,37.59,27.21,37.39,22.42,20.99,21.02,29.42,27.96,34.89
YCL016C_mRNA,33.91,19.92,30.7,18.7,31.19,14.48,27.59,14.02,38.14,36.53,37.98,29.75,31.32,48.71,43.55,49.05,33.78,32.52,31.88,46.91,45.49,47.89
YHR144C_mRNA,54.88,44.49,49.27,44.82,50.41,39.4,53.3,45.1,58.13,49.59,35.73,35.13,29.05,40.48,32.05,34.59,38.29,37.46,36.85,37.83,30.35,35.68
YIR030C_mRNA,11.63,11.52,14.07,11,15.12,11.28,18.9,12.53,18.5,14.88,6.71,10.38,6.04,9.01,6.3,5.81,9.25,9.06,8.01,6.45,9.05,12.1
YOR180C_mRNA,17.67,10.27,16.31,11.35,17.85,7.54,19.54,9.3,28.02,23.85,16.25,11.19,12.67,31.04,23.36,27,11.69,10.93,11.75,25.48,24.5,25.56
YLR128W_mRNA,13.61,13.42,17.45,13.13,16.52,10.95,15.85,11.8,20.41,17.46,14.79,13.34,9.97,25.36,4.15,23.1,17.98,15.35,16.55,18.49,17.89,23.27
YLR128W_pre-mRNA,1.72,0.93,0,0.62,0.4,0.32,0.72,0.24,1.5,1.52,8.29,5.69,7.6,5.35,19.74,4.34,2.1,4.74,2.94,10.62,4.88,3.95
YOL149W_mRNA,61.73,47.12,52.04,47.94,59.53,46.46,60.79,50.27,66,55.01,42.26,31.81,34.94,42.38,38.48,35.55,53.86,47.88,46.8,38.64,36.64,38.1
YNL118C_mRNA,67.08,36.88,59.34,37.59,66.37,36.29,64.26,35.99,68.96,63.87,94.02,80.2,70.91,77.65,74.22,83.38,96.46,92.19,94.15,79.62,73.72,74.57
YLR361C_mRNA,40.28,36.42,43.76,35.78,38.46,29.75,39.97,31.84,46.23,42.65,33.28,39.73,32.99,46.62,38.41,44.67,31.2,29.97,30.57,43.32,38.75,45.34
YLR270W_mRNA,61.97,54.09,63.12,52.71,52.79,37.48,53.5,37.65,61.99,58.19,43.81,44.63,33.22,53.25,44.31,52.91,34.7,35.71,33.11,37.79,36.53,43.6
YOR173W_mRNA,26.35,20.47,27.54,18.81,15.06,9.1,15.55,9.04,24.56,23.43,24.88,20.36,17.44,31.43,29.13,33.59,9.08,11.02,10.11,26.81,23.98,28.39
YFR012W_mRNA,1.11,0.71,0.97,0.67,0.91,0.57,0.68,0.48,1.43,1.28,2.92,2.54,2.19,3.93,2.35,2.73,2.31,2.11,1.93,2.22,5.1,7.98
YKL046C_mRNA,88.93,88.31,108.56,85.67,84.02,77.76,98.23,90.55,92.35,92.32,76.72,69.43,77.29,92,78.71,86.92,76.45,76.29,74.78,84.7,82.91,89.14
YPL194W_mRNA,24.5,17.33,23.25,17.26,24.49,15.31,28.1,17.66,29.28,24.91,29.9,28.46,25.23,36.63,30.27,36.13,27.28,25,24.73,34.35,31.25,31.19
YER143W_mRNA,42.99,29.29,44.18,29.79,38.34,23.16,36.91,25.9,42.42,41.37,58.05,48.78,48.66,63.65,48.65,56.79,55.66,53.69,52.76,52.17,50.75,51.28
YFL061W_mRNA,5.02,2.23,2.49,2.65,2.26,0.3,2.15,1.8,4.74,4.73,4.75,2.19,4.78,15.03,9.36,10.34,1.85,1.44,1.56,13.59,11.15,10.18
YNL335W_mRNA,2.53,2.9,5.59,2.64,2.26,1.06,2.15,0,6.2,5.53,5.34,6.28,4.26,8.08,12.97,15.63,2.54,2.6,2.65,10.09,10.82,14.59
YOR163W_mRNA,60.97,61.03,74.38,59.82,54.76,53.36,67.72,64.33,60.3,58.28,86.93,83.57,70.49,104.25,90.04,98.49,90.3,83.6,80.33,92.25,84.18,87.29
YOL052C-A_mRNA,8.34,9.05,8.19,7.88,4.44,2.6,3.43,2.01,12.81,14.28,8.37,11.99,6.56,17.17,16.56,15.71,3.17,3.93,2.68,13.77,9.08,10.97
YMR173W_mRNA,57.61,46.12,41.61,52.97,54.03,53.16,45.95,47.84,53.96,53.31,36.42,47.53,36.14,56.9,43.16,55.39,33.31,38.39,37.81,39.78,33.59,44.72
YOR204W_mRNA,254.53,265.65,267.7,255.58,217.79,190.92,194.54,169.62,211.75,245.22,437.31,475.94,447.05,390.54,446.76,432.37,362.77,384.83,389.03,397.22,405.92,404.76
YHR019C_mRNA,460.46,468.75,481.48,467.8,440.84,452.03,513.83,536.46,424.88,428.63,511.26,507.03,472.08,519.76,470.35,497.68,550.66,557.62,578.45,475.51,462.92,520.29
YKL054C_mRNA,189.8,115.75,136.36,131.38,110.27,79.96,117.87,90.38,119.71,121.94,351.99,284.35,261.33,293.03,317.7,308.75,319.14,346.82,361.56,328.89,316.2,294.86
YFL001W_mRNA,64.17,44.87,55.48,45.33,52.12,38.86,57.17,43.12,62.25,54.77,60.67,63.47,54.34,64.1,58.16,63.02,59.54,61.13,58.28,66.14,55.47,61.82
YAL013W_mRNA,50.06,26.19,32.14,27.43,38.58,22.1,29.73,19.51,34.75,38.45,71.73,58.19,58.9,30.6,59.79,44.96,45.56,56.57,55.67,67.3,63.18,48.22
YBR201W_mRNA,42.41,26.83,40.88,25.7,41.2,24.49,50.22,29.18,46.94,40.49,36.41,32.65,31.29,38.21,33.47,33.97,37.13,35.48,34.92,37.06,39.54,28.56
YDR051C_mRNA,102.99,71.7,88.41,69.65,92.93,64.21,95.58,76.71,105.26,94.89,69.64,71.82,56.32,66.83,59.68,72.02,74.09,74.61,71.47,55.05,61.25,63.76
YIL049W_mRNA,28.19,16.56,25.79,17.77,29.25,16.1,32.34,18.64,34.68,28.64,28.32,25.05,24.42,36.97,28.35,32.78,36.32,31.1,31.47,32.69,32.01,30.87
YOR030W_mRNA,38.55,21.78,30.28,22.53,35.85,20.52,36.55,24.05,43.18,38.4,64.41,53.06,47.38,89.28,71.36,77.96,59.41,57.28,58.13,68.05,68.41,66.65
YMR238W_mRNA,83.91,86.83,85.54,84.98,75.87,72.64,82.78,79.76,90.33,86.35,62.74,54.73,55.67,80.12,66.58,64.91,70.2,65.59,67.65,60.44,62.9,62.87
YDR411C_mRNA,56.27,46.01,60.38,42.76,49.67,36.03,57.65,44.41,54.09,54.36,69.14,63.21,54.51,62.05,65.46,63.19,55.62,60.28,60.56,73.22,60.26,65.45
YOR236W_mRNA,36.52,39.94,48.75,39.18,49.58,47.1,57.14,64.11,46.89,42.16,51.4,43.9,50.52,49.29,41.93,45.37,60.53,57.64,59.86,53.96,49.44,42.35
YOR245C_mRNA,44.54,28.79,39.56,29.03,38.54,23.01,42.73,25.92,46.02,40.73,29.91,33.92,26.38,39.6,32.17,40.36,31.58,27.55,28.71,36.63,31.51,35.57
YOR311C_mRNA,80.28,67.28,85.08,66.86,82.77,61.73,92.15,71.72,87.69,79.21,89.74,83.46,78.87,95.31,83.32,87.09,96.08,91.9,89.13,90.88,94.81,83.58
YNL130C-A_mRNA,2.19,1.21,1.74,1.48,2.45,0.71,1.69,0.79,3.75,2.71,2.17,0,2.29,3.84,4.84,4.24,0.69,1.37,1.76,6.2,3.01,5.71
YKL121W_mRNA,15.8,9.74,16.1,9.43,14.04,7.7,15.38,7.55,18.96,17.43,26.59,17.71,17.7,24.87,21.85,27.73,23.09,22.84,21.85,21.24,19.06,21.41
YDL160C_mRNA,86.4,70.04,85.55,70.5,73.38,51.33,74.85,53.91,77.78,78.76,144.82,132.11,126.12,168.42,147.46,145.73,145.3,146.43,148.1,144.26,133.51,137.31
YKL078W_mRNA,35.08,39.24,32.23,37.83,34.57,39.65,40.3,48.31,38.45,32.33,30.66,25.67,30.47,32.32,28.41,28.25,34.17,32.9,31.49,34.41,31.41,31.11
YMR316W_mRNA,44.51,22.03,46.09,22.99,40.39,11.83,47.28,16.96,58.23,51.54,40.35,39.16,41.83,67.51,51.61,66.74,36.44,31.27,29.8,53.55,51.71,64.47
YOR080W_mRNA,30.44,19.93,25.69,20.77,28.83,18.74,31.19,22.82,40.92,33.47,29.68,30.02,22.77,53.73,37.17,49.34,24.69,22.17,23.06,38.33,39.08,42
YDL024C_mRNA,3.69,2.33,3.56,2.26,1.8,0.95,2.67,1.33,3.49,2.96,3.46,3.44,2.58,4.93,4.76,3.56,2.18,2.15,1.82,5.4,5.75,6.5
YHR011W_mRNA,42.9,25.84,38.64,25.05,39.49,20.52,42.55,24.2,45.87,40.35,43.78,38.98,34.66,36.82,32.77,40.34,38.4,35.89,33.1,33.07,30.33,30.36
YPR082C_mRNA,84.16,72.74,75.73,74.71,69.42,54.82,65.08,59.63,105,94.49,28.74,40.98,31.27,51.14,47.98,45.36,29.73,28.69,27.38,40.01,36.48,50.4
YLR348C_mRNA,163.61,79.98,103.61,103.6,99.82,71.1,92,77.55,47.07,50.11,33.12,29.56,32.83,27.5,37.1,39.63,22.18,25.85,24.16,35.7,43.37,37.69
YKR035W-A_mRNA,144.32,118.82,117.55,121.53,122.62,102.68,110.21,102.02,123.91,129.55,45.44,40.99,39.89,33.5,49.22,42.67,43.09,47.83,46.52,46.38,38.21,47.41
YKL002W_mRNA,71.44,57.34,64.53,59.34,61.63,51.85,64.71,57.01,70.04,68.27,52.72,48.01,46.79,50.1,51.47,55.84,46.77,45.2,45.34,44.32,49.87,46.94
YKL002W_pre-mRNA,2,1.29,4.65,1.56,1.93,0.95,3.41,2.96,2.48,2.12,0,0,0.42,3.52,0,2.42,0.73,0.4,0.28,0,0,2.2
YGR227W_mRNA,21.6,17.18,21.39,17.25,20.86,15.24,22.56,15.65,22.46,20.01,46.56,35.23,37.67,46.98,45.5,37.87,50.31,48.81,51.01,43.86,46.93,40.1
YLR437C_mRNA,46.97,21.98,26.43,24.4,35.99,24.66,24.3,20.89,28.58,34.95,73.76,76.92,66.05,41.68,73.19,60.2,47.77,62.07,64.78,74.01,74.05,76.29
YPL049C_mRNA,65.48,39.07,58.07,40.07,58.12,36.81,52.6,39.32,49.83,53.76,164.57,127.55,119.34,96.43,151.93,131.31,129.7,145.58,144.23,153.56,150.68,118.88
YDR480W_mRNA,29.55,18.09,27.41,18.25,25.71,14.62,27.81,17.07,31,28.65,43.95,43.29,36.99,52.76,47.12,45.46,36.84,33.84,31.52,51.06,46.14,45.51
YPL266W_mRNA,127.06,127.13,124.34,126.06,131.49,138.9,140.59,155.48,133.61,122.6,120.17,124.34,120.02,137.14,113.38,121.77,152.99,136.2,133.86,124.97,114.5,120.2
YDR263C_mRNA,16.23,10.39,14.93,10.17,14.6,8.47,14.64,8.91,18.91,17.12,14.75,15.44,14.63,21.96,18.7,18.91,15,12.43,12.56,22.92,17.39,17.82
YLR129W_mRNA,123.58,108.84,113.79,107.57,115.83,102.49,129.93,120.56,127.13,108.7,81.48,78.34,69.8,80.12,71.16,80.38,93.13,89.08,89.42,71.18,72.53,74.7
YPL265W_mRNA,331.67,70.19,263.08,59.61,350.81,42.39,343.45,50.89,312.37,299.73,355.63,271.7,230.53,252.3,242.32,266.18,419.86,405.76,391.84,242.29,261.01,218.54
YOL021C_mRNA,81.08,74.95,84.57,71.44,82.84,66.31,93.32,70.54,86.02,80.89,94.61,97.61,86.14,92.98,87.17,94.02,98.15,94.88,97.61,85.24,89.41,91.13
YDR403W_mRNA,5.48,3.75,4.54,3.52,3.75,1.95,4.1,2.29,6.91,5.88,4.38,3.5,3.13,6.26,5.98,6.73,2.42,2.27,2.33,6.07,6.93,9.29
YDR402C_mRNA,1.69,0.71,1.42,0.76,1.46,0.47,1.51,1.01,2.61,1.85,4.28,3.9,3.04,7.86,7.51,10.05,1.88,1.92,1.43,7.31,10,10.66
YIR004W_mRNA,94.07,73.26,76.51,76.57,73.75,68.78,80.38,78.07,88.32,82.42,68.6,73.12,66,84.61,65.69,75.82,72.71,70.14,70.59,68.17,69.21,70.96
YDL174C_mRNA,77.31,80.67,94.45,74.57,73.38,59.83,74.48,61.19,81.25,84.26,112.92,102.23,102.81,119.62,115.11,113.29,86.85,86.68,78.97,110.04,109.69,103.9
YDL178W_mRNA,69.56,66.17,72.88,63.34,74.55,62.11,75.69,61.58,85.96,76.47,44.31,46.09,39.6,53.99,42.66,50.69,51.86,49.53,50.03,43.7,40.89,49.8
YEL071W_mRNA,573.51,273.43,561.13,226,573.01,175.42,575.96,183.1,759.73,662.35,645.13,503.93,445.49,615.68,558.45,617.03,667.98,638.3,606.33,554.37,563.32,564.29
YJL065C_mRNA,105.4,76.24,86,78.25,71.97,46.9,66.91,46.6,95.57,94.79,116.49,112.61,100.46,116.58,137.48,138.29,73.29,76.77,72.25,138.99,133.54,119.45
YMR126C_mRNA,32.51,19.56,30.34,19.43,28.52,17.37,33.18,21.65,35.86,30.52,31.46,27.44,24.01,34.19,25.77,30.26,32.16,30.56,27.63,26.94,31.48,27.11
YHR115C_mRNA,51,37.82,48.82,39.23,45.47,35.38,51.16,40.63,45.78,43.87,111.5,97.3,93.14,101.19,104.18,107.28,104.1,105.75,101.24,97.86,101.95,93.65
YNL116W_mRNA,29.53,16.03,26.01,16.57,29.83,16.86,29.1,16.55,28.67,28.46,50.18,44.69,41.95,47.72,47.57,47.56,54.56,54.91,53.13,46.84,48.09,45.35
YER179W_mRNA,2.63,2.18,2.37,2.21,1.58,1.23,1.82,2.04,2.42,2.18,2.1,1.43,1.3,1.19,1.61,2.58,0.84,0.95,1.09,0.42,2.03,2.93
YER179W_pre-mRNA,0,0,0,0,0.18,0.06,0,0,0.06,0.11,0,0,0,0,0,0,0.13,0,0,0,0,0
YMR211W_mRNA,29.31,20.7,27.07,20.49,29.46,19.63,29.79,20.78,38.33,32.67,34.16,31.21,27.28,49.48,32.5,42.16,33.51,33.16,33.42,36.98,36.39,38.42
YHR164C_mRNA,26.01,16.2,22.68,15.67,24.76,15.46,27.29,17.51,27.41,23.76,26.8,24.25,19.3,27.87,25.02,27.7,24.47,23.07,22.9,24.96,24.86,27.54
YER166W_mRNA,68.28,59.97,70.92,59.41,68.36,53.8,73.12,56.15,72.08,66.37,77.26,75.98,68.43,77.58,69.01,74.7,71.55,72.8,72.29,71.95,69.48,68.65
YDR093W_mRNA,74.29,56.06,68.76,56.37,76.08,57.17,80.82,62.08,71.13,68.12,75.43,69.92,62.03,71.53,65.44,72.27,68.24,70.26,70.16,63.54,62.68,69.36
YMR162C_mRNA,34.88,25.08,33.96,24.87,35.73,25.82,38.85,26.97,37.11,34.17,38.43,35.39,31.58,44.83,35.9,41.73,39.68,38.27,39.58,38.71,36.06,37.66
YOR005C_mRNA,16.29,10.09,15.05,10.39,13.4,6.54,15.23,8.34,22.16,19.41,14.03,10.34,11.31,23.11,18.37,21.06,8.99,9.06,8.48,17.79,18.25,20.75
YLL001W_mRNA,52.91,44.48,56.97,44.26,48.35,33.43,54.04,33.68,56.79,50.19,41.59,42.63,36.08,51.65,39.79,50.51,46.66,43.73,46.16,39.23,38.64,42.62
YKL213C_mRNA,93.05,69.37,92.63,67.56,85.97,56.94,94.25,62.62,97.36,91.88,67.35,69.28,61.37,77.18,70.83,80.69,65.66,64.24,64.42,73.21,65.63,72.47
YDR069C_mRNA,12.19,6.84,12.08,6.71,13.4,6.28,12.32,6.01,12.34,11.75,25.19,24.04,19.43,26.77,24.92,30.01,28.15,26.01,27.8,23.12,20.6,22.45
YGL240W_mRNA,20.64,14.31,19.56,13.67,17.47,9.64,19.38,12.54,28.58,26.2,37.22,33.74,28.27,53.91,48.21,52.54,21.8,19.2,19.33,51.33,49.03,50.18
YHR044C_mRNA,22.76,16.03,22.63,15.66,18.85,10.47,22.04,11.19,30.59,29.44,24.25,18.88,19.79,39.28,31.07,31.79,12.63,11.62,11.54,27.02,27.77,36.11
YHR043C_mRNA,52.21,62.46,60.77,58.6,51.03,51.67,57.49,56.69,62.03,59.48,46.11,40.89,40.05,58.68,42.38,56.72,32.12,31.85,30.3,47.52,43.33,55.87
YNL001W_mRNA,66.32,49.95,56.19,49.13,67.99,49.19,67.09,53.43,75.54,62.44,35.76,36.76,30.69,40.35,36.01,44.82,46.52,43.62,44.54,35.42,30.53,43.84
YDR273W_mRNA,12.03,5.37,9.88,5.47,7.46,3.78,9.09,4.08,11.16,9.66,7.91,7.75,5.39,9.35,10.18,10.46,4.34,3.89,4.75,10.44,7.79,9.7
YDR141C_mRNA,38.11,29.96,35.9,30.04,36.63,24.64,37.22,25.83,38.59,35.02,46.78,50.78,39.46,63.17,47.18,55.87,48.42,46.8,47.47,45.7,45.48,49.78
YDR068W_mRNA,79.97,48.89,55.43,54.39,63.95,48.73,64.07,50.2,72.76,65.85,54.33,55.87,46.3,61.4,51.25,70.85,54.34,51.27,52.2,53.43,46.91,59.83
YDR440W_mRNA,37.9,26.65,33.5,27.3,37.12,28.08,40.15,30.6,40.6,35.34,27.82,25.45,21.42,31.59,23.06,28.21,33.46,30.06,30.04,27.74,25.93,26.55
YIL010W_mRNA,60.72,61,61.42,60.04,64.36,65.27,74.97,69.92,67.95,60.37,58,56.05,52.97,66.08,57.5,61.05,59.52,55.96,55.16,57.49,51.7,63.62
YER088C_mRNA,32.45,15.82,26.86,19.55,27.14,14.48,21.83,14.49,21.91,23.64,138.8,123.01,112.66,104.44,132.98,132.2,113.87,124.61,121.9,114.97,109.46,106.82
YJL090C_mRNA,12.75,7.33,12.45,7.77,12.83,6.99,12.84,7.13,14.3,12.9,39.22,34.74,29.72,46.15,39.69,40.69,38.85,35.6,35.47,33.54,37.35,35.26
YPR175W_mRNA,34.92,25.32,35.8,24.82,33.53,22.37,38.75,24.5,35.8,32.63,38.24,35.78,31.93,40.4,38.37,40.33,40.51,37.93,38.88,37.28,39.81,35.74
YBR278W_mRNA,38.73,25.29,33.45,26.38,27.61,18.1,28.28,17.91,40.02,37.23,32.73,28.47,28.09,35.55,37.93,33.21,24.91,23.15,23.28,29.25,35.84,37.01
YDR121W_mRNA,70.55,52.1,63.13,53.97,63.21,55.37,73.21,61.56,69.96,65.74,61.73,51.77,53.49,59.08,53.07,53.7,70.36,66.14,59.03,53.45,55.06,50.97
YIL103W_mRNA,63.59,51.36,51.96,51.55,54.95,48.06,57.77,51.44,63.43,56.72,56.03,51.07,46.78,55.99,48.43,51.79,62.82,57.32,56.08,45.41,49.58,48.98
YKL191W_mRNA,74.63,72.7,71.48,71.5,76.71,83.35,75.9,88.96,67.66,68.17,104.19,109.22,108.18,116.14,116.14,108.33,110.25,112.47,113.64,111.47,106.43,113.34
YLR172C_mRNA,180.5,165.12,171.46,167.74,158.22,170.8,186.11,200.38,156.93,156.44,173.62,164.82,182.73,194.88,164.71,173.32,195.35,187.1,183.57,182.52,177.65,185.16
YLR143W_mRNA,41.44,30.83,37.66,31.92,38.03,27.79,42.04,31.67,44.41,39.53,39.18,38.57,32.44,46.76,35.25,41.54,43.26,43.15,44.19,43.21,37.96,43.75
YDR294C_mRNA,101.71,82.23,99.77,82.02,95.77,72.24,96.56,75.91,99.86,98.7,128.68,106.62,107.88,118.61,116.92,113.1,120.03,121.46,122.19,114.02,111.63,106.72
YPR183W_mRNA,100.63,98.8,94.77,95.27,119.57,99.34,77.15,75.09,93.15,114.39,310.15,289.59,294.46,184.41,294.56,282.16,212.51,268.63,286.84,301.45,304.71,295.57
YDR284C_mRNA,81.45,68.12,79.13,68.18,79.11,57.96,87.75,65.42,86.68,78.81,53.33,61.12,46.31,60.99,49.87,59.3,57.78,59.4,57.91,50.62,52.45,59.2
YLL018C_mRNA,358.82,299.81,350.58,312.35,324.12,310.97,355.74,353.33,312.54,321.77,515.84,498.6,477.05,454.82,472.32,486.36,476.11,499.8,513.95,453.18,492.87,460.55
YKR071C_mRNA,284.49,246.11,268.45,249.47,246.03,214.46,269.13,238.64,195.28,179.65,167.99,173.51,152.42,215.95,164.94,200.82,177.04,175.4,166.53,181.57,193.48,175.89
YGR093W_mRNA,49.91,37.1,42.68,37.08,48.61,35.63,50.63,41.98,59.15,50.02,39.35,33.96,31.22,42.39,38.01,46.43,45.17,44.22,43.44,40.92,37.82,42.44
YLL008W_mRNA,146.96,118.09,107.06,123.59,116.12,121.42,122.41,151.09,122.69,114.15,110.81,97.11,99.54,99.97,93.56,99.46,114.31,109.14,108.26,95.64,95.97,100.43
YAL026C_mRNA,52.94,49.85,53.57,50.13,52.27,46.37,53.69,48.11,56.25,51.62,64.5,59.72,54.95,67.12,56.4,60,63.71,61.02,61.82,61.98,58.82,58.17
YOL073C_mRNA,40.23,29.27,41.81,27.92,38.53,23.86,39.13,23.7,36.8,37.18,41.77,40.95,37.98,33.97,37.9,38.41,34.87,38.55,38.68,44.59,40.48,35.34
YOR223W_mRNA,34.66,15.99,25.38,16.16,26.26,12.76,25.27,15.05,27.46,28.59,26.45,24.23,24,19.2,25.02,22.09,21.1,23.21,22.88,26.15,23.09,26.1
YGL196W_mRNA,43.11,31.47,38.57,32.13,49,32.97,54.38,33.37,50.98,45.72,45.62,42.47,37.68,49.55,46.42,48.86,45.71,44.88,44.6,47.58,41.28,45.02
YER124C_mRNA,187.31,119.7,169.47,116.44,212.87,106.96,186.01,94.22,215.33,184.85,201.51,173.85,150.68,223.58,176.7,193.74,219.7,197.82,187.07,151.92,155.29,149.75
YHR143W_mRNA,74.25,52.97,68.57,57.72,53.88,32.16,50.36,36.11,51.81,52.44,433.28,352.76,302.87,392.06,350.42,372.9,427.02,377.38,366.63,327.48,323.95,301.58
YOR264W_mRNA,128.74,72.21,117.96,74.55,105.2,51.77,108.32,51.84,137.44,122.82,137.86,122.49,112.32,147.25,150.92,151.28,119.28,120.31,111.4,140.47,144.89,133.45
YNR067C_mRNA,140.07,81.92,132.49,79.82,123.65,62.85,110.52,65.44,128.05,124.27,298.71,249.09,209.64,293.11,278.79,309.51,271.44,290.59,276.24,296.34,280.08,273.24
YEL070W_mRNA,2.13,1.42,1.77,1.26,0.95,0.35,1.22,0.51,1.84,1.76,1.09,1.3,0.97,1.99,1.51,2.99,0.93,0.73,0.58,1.79,3.13,2.91
YBR007C_mRNA,23.41,10.87,18.49,11.57,22.08,10.52,19.88,11.02,22.68,21.24,55.05,44.09,38.45,60.98,55.5,60.66,52.69,50.53,51.48,49.84,53.64,49.76
YMR276W_mRNA,123.29,116.21,107.86,110.75,100.62,89.92,84.33,80.25,88.43,101.99,231.08,174.08,209.64,128.62,216.67,173.1,142.08,178.02,180.97,240.83,225.04,188.46
YNL258C_mRNA,49.04,34.14,44.13,34.5,45.36,32.05,48.35,31.87,53.31,46.21,37.43,39.08,34.48,46.19,37.19,43.11,41.97,37.93,38.44,36.01,35.63,39.31
YIR010W_mRNA,45.41,20.97,33.5,21.59,38.79,22.31,41.05,25,37.7,36.12,57.96,45.22,44.17,41.79,47.01,44.26,54.29,51.17,51.26,46.31,47.78,41.19
YMR287C_mRNA,26.13,19.03,25.77,18.9,27.74,17.99,28,19.71,29.95,27.01,31.61,29.08,23.72,35.16,28.83,32.49,32.74,29.95,30.58,27.68,26.74,28.79
YPR017C_mRNA,48.86,52.31,57.75,52.19,44.55,37.76,53.89,41.32,62.94,57.14,49.26,58.77,46.85,57.59,56.85,49.73,39.67,38.08,37.84,65.37,67.56,52.52
YGL043W_mRNA,141.68,128.77,142.09,125.18,120.35,105.5,132.04,108.97,147.25,139.02,161.46,135.13,138.06,176.78,179.11,175.45,148.37,145.52,143.93,160.57,165.32,161.6
YDL219W_mRNA,34.93,111.44,32.32,113.41,95.94,98.2,58.59,48.4,120.92,98.49,103.43,106.49,104.21,136.98,126.58,104.73,102.55,91.46,87.63,101.34,126.94,109.95
YDL219W_pre-mRNA,64.94,1,65.64,1.32,1.24,1.78,50.47,64.25,0.96,0.99,1.4,5.61,2.43,2.59,1.75,0,2.66,2.48,2.51,5.69,2.19,2.54
YBR180W_mRNA,0.83,0.37,0.5,0.35,0.53,0.19,0.87,0.21,0.74,0.6,0.7,0.58,0.75,1.09,1.03,1.13,0.85,0.48,0.48,1.43,1.38,1.09
YOL087C_mRNA,33.54,20.44,35.18,20.43,35.65,18.53,39.01,20.85,36.73,34.4,46.38,38.8,35.58,48.7,39.75,46.44,42.09,40.43,38.91,35.45,39.19,39.77
YFR044C_mRNA,225,265.97,264.06,256.98,218.8,241.05,252.39,255.16,223.26,231.19,203.83,225.09,219.17,220.06,211.64,222.32,182.67,191.59,196.37,211.3,217.82,228.49
YBR281C_mRNA,50.28,45.01,48.89,44.62,46.79,39.2,56.33,42.3,50.13,44,39.53,36.05,34.72,43.84,37.56,42.62,46.01,43.44,44.52,41.49,39.8,41.63
YNL191W_mRNA,54.04,48.37,53.48,48.11,48.81,42.19,59.09,51.43,47.84,43.36,57.99,54.42,47.89,59.5,50.46,58.82,62.75,60.37,59.75,56.68,50.85,54.31
YDL101C_mRNA,37.14,28.62,39.05,26.84,39.74,26.45,41.46,25.42,45.09,40.73,38.28,34.95,30.98,45.11,42.41,47.09,40.9,37.61,38.3,45.64,40.14,45.31
YGL061C_mRNA,44.4,30.78,31.46,31.18,40.92,29.66,39.92,35.18,45.05,38.61,29.8,17.02,18.84,26.59,21.49,24.59,30.82,27.86,26.4,23.87,22.83,25.2
