,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YMR056C_mRNA,17.18,7.75,14.11,7.32,12.32,5.68,13.71,7.16,17.31,15.51,6.59,4.24,4.08,5.47,5.65,5.5,4.05,4.06,3.92,1.86,5.52,5.24
YBR085W_mRNA,16.06,8.37,11.62,8.24,17.2,8.54,22.13,12.64,17.54,14.95,10.61,13.92,8.41,7.59,9.39,13.44,9.85,10.7,11.76,11.95,15.63,12.22
YJR155W_mRNA,39.12,19.8,33.29,19.4,27.45,9.32,29.61,10.86,53.14,47.04,36.53,33.59,31.29,70.63,67.77,69.79,19.73,18.09,17.45,64.35,62.35,61.93
YNL331C_mRNA,23.32,15.41,21.13,15.33,16.63,6.79,17.85,9.23,28.99,26.56,32.75,32.36,31.07,47.98,40.45,46.57,15.69,14.69,14.23,49.08,46.95,55.45
YOL165C_mRNA,9.73,5.81,9.51,5.23,4.15,1.19,4.98,1.83,13.9,12.69,10.53,5.45,7.22,22.56,21.44,18.39,3.5,3.44,3.2,26.94,20.48,26.19
YCR107W_mRNA,34.05,24.46,30.09,24.01,26.65,17.49,29.11,19.59,45.52,40.28,40.29,37.8,34.56,62.95,58.18,62.87,22.54,21.91,21.81,53.76,53.81,56.63
YDL243C_mRNA,16.52,9.5,15.07,10.06,12.04,4.7,13.71,5.93,22.41,20.28,20.57,20.49,16.93,40.08,33.76,35.19,9.88,8.7,8.85,30.28,36.54,33.41
YNL141W_mRNA,101.9,130.08,91.75,120.77,109.54,141.94,118.34,156.43,113.69,97.54,98.86,103.8,107.5,102.17,103.28,97.61,120.17,112.79,111.37,101.67,106.41,104.34
YHR047C_mRNA,135.43,130.05,138.53,129.2,144.22,127.35,161.04,136.23,156.7,137.06,127.1,130.58,114.78,119.14,102.99,121.24,115.63,118.8,119.62,118.06,122.04,125.99
YBL074C_mRNA,36.49,20.55,32.43,19.84,34.39,15.64,36,17.1,51.62,45.24,43.69,36.68,33.83,71.14,59.74,68.03,25.56,27.85,26.32,64.38,57.45,63.61
YKL106W_mRNA,56.1,53.43,60.61,51.63,65.4,53.28,74.45,59.16,66.85,60.37,86.75,78.34,81.87,95.4,85,80.88,106.43,98.97,98.94,90.85,91.41,82.83
YLR027C_mRNA,285.46,298.05,336.42,290.03,275.65,282.98,304.45,309.93,264.21,276.76,359.25,377.77,381.38,421.81,429.58,418.94,363.09,392.91,391.27,419.04,442.86,434.43
YBR236C_mRNA,63.22,51.66,61.25,50.8,58.22,49.78,66.17,52.17,66.02,61.33,35.31,41.52,35.91,47.07,39.3,41.81,43.05,43.91,42.74,35.99,39.01,41.46
YKL112W_mRNA,58.15,36.25,54.77,33.31,58.34,35.91,50.1,34.52,59.35,59.6,80.15,67.87,64.07,86.22,74.15,76.01,87.97,78.68,77.6,73.54,64.31,65.53
YMR072W_mRNA,182.74,178.84,193.43,173.44,197.5,180.39,212.79,191.61,221.27,192.88,221.62,250.22,214.8,260.66,236.29,279.63,241.43,218.94,227.28,241.3,214.88,252.42
YJR108W_mRNA,13.65,7.79,12.73,7.14,8.08,2.91,7.68,3.1,14.35,13.5,24.94,15.73,21.85,42.62,41.01,39.9,11.19,10.94,9.7,37.06,43.06,35.18
YCR088W_mRNA,98.45,83.32,96.3,85.31,84.19,70.21,87.6,71.74,89.73,93.92,215.9,195.77,181.44,201.77,212.64,230.6,137.14,152.51,152.11,212.4,216.59,210.57
YOR239W_pre-mRNA,106.2,92.86,100.51,95.95,101.42,90.9,108.35,99.67,112.17,102.22,139.08,120.98,117.39,132.18,115.5,125.1,141.06,134.6,134.43,124.37,124.37,121.7
YNR033W_mRNA,50.17,43.88,53.02,41.46,46.23,34.94,46.49,39.6,52.97,50.86,56.7,47.37,51.04,58.08,57.46,61.05,45.56,44.89,43.24,59.3,59.14,56.07
YMR289W_mRNA,63.83,51.17,58.06,52.05,56.76,46.03,62.82,49.62,70.5,61.4,48.78,58.03,40.6,65.12,54.15,71.23,47.21,46.58,45.45,53.74,55.05,65.16
YER045C_mRNA,22.76,9.71,13.47,11.22,14.83,7.15,13.07,7.07,18.02,16.56,38.02,30.92,24.16,43.5,41.39,44.88,30.29,33.27,32.14,48.51,49.34,41.26
YGR037C_mRNA,344.37,362.89,317.34,376.13,392.5,430.21,364.01,417.74,423.33,372.61,586.14,556.29,570.28,816.75,672.97,709.37,574.34,545.88,544.36,700.35,639.91,718.7
YNR016C_mRNA,416.06,433.04,436.09,432.47,406.28,337.98,406.77,353.35,384.27,387.59,533.96,522.66,501.01,606.13,513.5,561.32,452.93,495.65,498.53,494.99,512.64,519.96
YLR131C_mRNA,28.45,12.65,25.28,12.8,26.15,13.19,25.9,13.49,25.45,24.89,75.23,63.44,54.69,69.93,69.77,72.75,68.72,70.74,69.14,73.37,63.33,61.9
YLR144C_mRNA,33.18,22.5,31.3,23.08,31.08,18,31.89,17.79,38.78,35.43,42.94,34.41,31.83,53.85,46.71,50.19,38.2,36.92,36.63,48.6,45.58,45.92
YJR083C_mRNA,30.03,14.26,21.99,15.23,28.32,13.43,25.73,13.21,30.13,26.43,33.47,27.22,21.84,32.21,29.95,32.49,35.77,35.84,34.66,29.54,29.9,27.09
YBL015W_mRNA,56.1,41.68,62.35,40.37,49.65,27.36,50.6,28.67,70.26,66.4,42.39,45.53,40.78,46.44,45.18,52.49,29.33,30.24,30.13,43.09,44.23,46.97
YDL203C_mRNA,34.56,25.54,34.19,25.53,30.48,22.64,36.71,25.56,35.55,32.35,56.32,47.99,44.96,60.49,56.4,54.66,52.25,50.82,48.16,57.79,57.72,53.22
YPL267W_mRNA,40.76,21.02,35.23,19.67,51.77,23.65,40.72,19.47,53.68,46.56,75.04,61.58,57.87,73.05,70.14,72.62,73.56,67.93,62.76,71.51,61.41,66.06
YLR304C_mRNA,449.35,411.48,487.88,388.47,360.37,287.03,406.27,272.59,612.29,548.21,497.73,386.94,327.63,573.76,512.8,584.88,368.87,379.2,370.21,503.61,513.99,567.93
YJL200C_mRNA,88.04,76.28,86.45,72.74,103.89,83.26,131.06,107.85,137.34,122.5,145.49,140.8,121.16,181.66,158.02,178.2,168.88,175.36,174.68,156.86,166.4,176.24
YKL192C_mRNA,184.98,186.87,188.88,185.22,163.84,166.71,169.66,191.47,168.12,163.82,602.19,501.33,583.78,555.8,628.41,502.85,547.91,555.35,528.12,604.94,541.11,475.68
YAL054C_mRNA,4.01,3.43,3.62,3.62,3.08,2.62,3,2.69,4.09,4.13,6.44,6.6,6.28,10.4,8.81,7.81,5.03,4.62,4.73,7.73,7.18,7.39
YLR153C_mRNA,454.01,393.45,472.1,397.58,442.15,357.88,524.38,402.17,447.69,423.13,507.67,482.75,458.05,474.41,460.55,465.86,455.43,457.25,475.02,466.36,496.77,422.52
YFL039C_mRNA,1040.74,1256.04,1228.08,1258.24,1158.19,1293.48,1285.26,1338.14,1084.16,1173.25,1502.36,1552.2,1487.78,1637.85,1401.17,1525.38,1630.05,1591.59,1600.49,1515.64,1538.85,1473.27
YFL039C_pre-mRNA,8.94,9.73,8.48,11.11,7.99,10.29,8.87,11.52,10.45,9.66,5.66,10.81,11.84,17.36,12.31,12.12,9.1,8.76,9.43,10.52,12.42,9.39
YDR448W_mRNA,57.57,25.37,52.34,24.31,58.67,23.39,64.24,26.8,58.29,52.04,46.16,39.82,35.8,41.25,41.26,42.31,45.84,45.31,44.44,38.6,37.62,36.54
YMR184W_mRNA,60.91,52.32,62.19,50.97,55.91,50.93,66.42,59.54,67.56,63.19,76.73,86.48,70.21,102.17,85.74,95.15,53.75,55.04,51.85,78.63,81.99,89.42
YKL206C_mRNA,69.87,55.52,71.99,51.33,74.02,52.03,76.22,54.49,78.61,71.27,70.87,75.71,62.63,84.79,70.65,82.14,79.24,70.75,76.09,66.62,67.21,76.37
YAR015W_mRNA,67.4,68.23,66.21,64.75,79.54,77.14,84.34,90.77,76.9,72.23,57.83,59.15,60.56,77.08,65.09,73.44,63.51,61.59,60.44,63.8,70.4,82.08
YNL220W_mRNA,69.83,62.96,71.2,63.21,82.36,63.59,91.02,68.99,88.92,80.59,65.92,65.88,68.49,88.96,74.23,84.28,80.39,78.81,76.04,63.54,71.82,74.58
YLR359W_mRNA,87.52,91.68,96.55,87.46,110.92,100.46,111.6,99.17,105.86,101.41,87.18,96.18,94.54,110.52,88.89,103.88,110.52,107.4,107.75,94.16,90.52,110.86
YLR028C_mRNA,152.36,128.33,150.53,130.65,144.54,127.48,156.53,138.53,141.68,135.6,159.94,146.06,141.5,146.13,140.71,142.13,169.32,166.73,167.14,133.99,134.94,126.95
YMR120C_mRNA,14.69,10.03,12.75,10.61,22.75,12.9,20.18,13.07,21.67,23.14,18.78,22.65,20.77,31.07,25.43,27.5,22.74,22.41,21.07,29.97,30.47,28.91
YOR128C_mRNA,43.96,24.66,39.68,24.58,36.82,12.1,37.84,15.1,79.36,67.76,93.32,86.22,88.5,219.09,184.36,202.01,46.2,43.03,43.4,207.73,210.52,203.09
YGR204W_mRNA,216.63,194.79,238.52,191.72,210.78,161.79,206.66,177.96,197.24,218.07,303.61,300.87,287.55,289.04,304.5,289.71,314,330.53,339.49,308.78,317.96,291.93
YMR300C_mRNA,82.5,75.3,87.41,72.01,87.59,70.8,98.7,77.25,102.52,92.99,90.12,87.04,86.42,98.69,89.75,86.88,96.66,93.11,89.88,100.01,97.03,87.56
YGL234W_mRNA,104.35,103.12,114.39,101.22,125.23,116.2,137.95,123.14,113.96,117.99,124.59,125.62,127.07,129.9,129.26,133.3,135.83,140.67,143.4,147.54,148.63,144
YGR061C_mRNA,144.92,149.06,159.61,148.82,166.57,157.72,194.5,174.39,159.25,155.05,149.91,174.36,169.84,188.75,158.23,166.68,193.94,184.78,187.92,159.7,167.62,167.17
YDR408C_mRNA,96.11,96.69,98.47,92.78,81.15,74.94,65.77,69.11,77.3,93.38,53.46,65.13,58.42,51.48,68.1,67.19,45.9,50.21,48.9,76.65,73.79,77.57
YCL058W-A_mRNA,120.15,69.92,83.48,70.19,89.12,68.54,86.1,76.24,98.27,89.48,92.29,57.18,66.83,54.01,70.09,54.73,75.23,78.26,69.37,62,66.85,68.5
YOL086C_mRNA,3056.89,3277.54,3108.66,3165.68,4281.41,4428.55,3489.43,3616.05,3065.02,3764.47,3278.01,3318.13,3500.63,2357.45,2897.41,2883.21,3061.85,3623.22,3689.99,3331.7,3597.64,3501.5
YMR303C_mRNA,3.95,1.41,1.93,0.97,3.69,1.09,2.5,0.98,3.42,3.88,1.89,1.19,1.44,3.27,1.62,2.66,1.3,1.02,1.22,2.05,1.7,2.01
YMR083W_mRNA,223.26,214.28,235.32,199.38,246.73,207.91,257,240.03,249.15,241.27,179.65,173.56,158.69,194.61,181.44,191.49,174.96,177.52,167.42,185.5,178.08,205.5
YGL256W_mRNA,65.39,49.9,60.82,49.5,68.38,37.6,67.45,36.43,93.23,87.37,95.6,86.19,81.82,141.94,124.47,128.3,69.43,66.33,65.55,119.85,122.8,123.19
YBR145W_mRNA,17.42,11.93,19.91,12.24,21.51,9.33,24.88,11.83,27.51,26.23,17.53,15.78,16.51,26.84,23.24,24.45,18.78,19.68,19.15,25.79,24.58,30.68
YMR318C_mRNA,191.99,207.16,213.59,209.02,197.11,215.72,212.87,243.2,197.1,200.42,157.29,152.81,160.29,172.85,147.33,150.82,171.76,167.84,171.57,156.3,146.79,148.54
YCR105W_mRNA,3.42,2.81,2.62,2.86,2.71,2.23,2.73,2.44,3.49,3.12,1.38,1.57,1.38,1.53,1.63,2.66,0.93,1.18,0.94,1.46,1.73,2.54
YMR009W_mRNA,129.27,111.37,112.86,106.12,128.61,95.45,120.23,100.45,149.01,140.84,137.9,133.09,112.49,151.28,166.66,134.5,120.28,124.72,117.07,142.26,122.37,136.01
YDR226W_mRNA,415.7,492.31,513.23,458.65,527.39,583.52,579.6,599.88,466.58,481.25,605.84,718,678.3,657.42,580.86,622.13,722.21,726.8,711.16,651.83,603.65,622.33
YER170W_mRNA,28.72,21.97,30.87,22.04,27.83,18.7,30.17,19.69,32.75,29.03,33.13,29.21,25.96,34.41,29.62,30.51,32.22,30.4,29.94,32.12,26.73,30.46
YJR105W_mRNA,355.8,413.9,383.12,392.59,443.88,455.68,415.82,439.29,344.46,407.79,473.95,454.82,486.15,356.85,460.37,402.34,459.63,516.25,512.88,458.12,434.14,409.38
YCR011C_mRNA,55.52,45.69,59.91,45.4,55.2,39.85,61.21,44.06,60.81,55,51.47,49.36,45.49,60.63,51.86,56.02,49.68,46.4,46.4,52.42,49.78,53.81
YDR216W_mRNA,10.17,9.19,13.33,7.86,7.63,4.88,5.72,3.44,10.22,9.84,19.78,17.54,15.91,42.47,33.14,34.05,14.61,12.72,13.6,22.1,19.59,23.51
YCR010C_mRNA,0.3,0.59,0.76,0.59,0.77,0.31,0.63,0.54,0.9,0.91,0.15,0,0.05,0.61,0.35,0.2,0.38,0.32,0.46,0.63,0.44,0.54
YDL239C_mRNA,18.07,10.08,15.23,10.19,16.26,7.2,17.83,6.55,25.03,20.79,18.58,15.94,12.3,24.73,18.83,26.85,10.81,10.42,10.27,20.48,21.39,20.75
YLR227C_mRNA,16.02,10.91,14.28,11.08,12.2,6.77,12.9,7.26,26.86,21.73,21.55,27.05,17.14,47.25,33.42,41.73,11.71,11.41,11.51,34.68,36.42,38.39
YMR064W_mRNA,52.05,33.71,48.19,33.95,46.55,28.16,55.24,32.23,68.65,55.28,83.64,68.36,65.63,122.98,106.95,108.46,65.64,59,58.99,108.42,101.27,96.76
YMR282C_mRNA,38.06,30.19,38.02,29.17,38.17,26.29,41.96,27.36,48.64,40.86,32.29,30.88,27.04,41.18,30.2,43.78,30.91,29.56,29.46,31.92,29.34,34.23
YPL005W_mRNA,23.41,9.05,19.45,9.25,20.07,7.57,21.41,8.42,23.86,20.83,19.08,16.49,13.56,18.86,15.73,21.73,15.61,15.39,15.39,16.55,15.97,18.41
YLR040C_mRNA,3.35,2.72,2.87,3.19,3.43,2.62,2.54,2.66,2.35,2.47,27.26,22.83,19.39,16.31,17.67,14.92,26.66,24.36,27.14,378.11,433.02,372.86
YEL052W_mRNA,47.7,44.12,54.39,44.47,48.57,39.78,50.46,38.06,55.89,51.84,38.93,37.9,37.66,47.3,48.04,44.91,32.82,32.92,31.92,40.74,38.92,41.54
YLR397C_mRNA,57.2,49.04,57.46,47.75,52.37,41.16,62.44,49.01,57.95,51.28,78.7,70.95,68.6,79.29,76.1,74.86,72.85,72.02,73.19,78.14,74.37,77.43
YER017C_mRNA,55.51,49.88,56.92,47.08,58.21,46.21,54.64,45.1,59.2,55.4,71.87,61.39,58.89,68.77,68.01,71.68,72.19,69.94,68.21,67.26,58.6,64.25
YOR129C_mRNA,22.35,13.65,21.73,13.54,25.95,13.92,27.45,17.32,26.91,23.41,31.35,28.01,23.81,34.18,26.54,32.27,35.26,33.16,33.99,33.89,29.42,30.3
YDR085C_mRNA,28.28,19.76,24.49,20.86,20.29,15.64,22.89,21.1,30.76,25.95,25.34,22.43,19.82,44.22,36.87,42.15,14.76,14.8,13.61,27.04,28.83,31.98
YGL071W_mRNA,37.02,17.12,30.6,18.19,40.39,21.43,28.87,16.7,30.02,33.18,56.71,50.8,62.49,72.38,72.65,66.74,99.65,90.98,91.47,71.85,58.85,60.5
YPL202C_mRNA,43.85,26.45,38.47,27.3,45.52,24.14,49.76,28.09,52.03,42.52,60.57,52.07,46.82,62.18,58.07,62.35,65.26,57.86,58.68,53.76,54.57,58.72
YNR044W_mRNA,2.72,1.66,2.65,1.69,2.4,1.61,3.03,1.96,2.05,2.14,52.88,44.72,37.95,45.65,48.13,50.57,47.45,49.4,51.17,49.07,50.74,48.51
YGL032C_mRNA,68.68,54.43,50.56,59.78,53.22,51.31,56.59,66.44,67.62,58.55,119.69,111.65,96.2,125.1,137.83,122.38,83.07,88.36,76.25,1.52,2.13,1
YPR021C_mRNA,31.07,25.18,30.57,26.7,26.99,20.82,31.75,23.18,40.75,32.5,36.38,31.58,29.52,49.18,41.48,49.36,25.63,24.25,23.62,42.86,39.13,39.61
YDR524C_mRNA,42.38,28.78,31.91,30.85,41.88,29.85,40.23,31.56,47.13,40.43,76.83,66.3,57.91,83.39,75.2,76.16,86.6,82.68,83.82,79.25,75.16,63.61
YIL044C_mRNA,76.72,67.61,76.03,67.18,74.65,65.29,84.4,70.15,80.11,75.72,87.74,81.82,67.18,85.7,83.66,78.54,100.07,91.33,89.07,81.89,77.84,73.7
YCL025C_mRNA,156.72,71.19,160.86,75.75,124.75,43.74,160.95,61.21,134.43,131.24,113.1,134.59,138.38,127.01,124.64,127.63,155.35,146.79,154.95,117.78,124.31,114.02
YBR132C_mRNA,21.9,15.48,23.94,14.46,18.02,7.95,15.62,7.32,18.16,19.29,26.8,20.08,17.94,26.86,25.05,25.27,19.58,19.69,17.87,22.42,21.56,20.82
YFL055W_mRNA,9.26,5.33,9.79,5.21,7.61,2.66,8.66,3.19,10.52,9.86,14.96,10.26,11.29,19.36,16.76,18.26,7.24,7.19,6.71,18.32,19.78,19.68
YFL030W_mRNA,11.89,9.88,12.26,9.71,8.57,5.64,7.5,5.12,12.01,11.76,6.56,5.42,8.6,11.11,9.88,9.25,4.76,4.66,4.83,7.99,7.73,9.08
YDR214W_mRNA,291.97,281.56,300.87,281.02,221.63,227.42,228.08,233.11,244.4,249.83,232.04,230.44,218.23,301.02,271.32,280.24,205.55,204.76,209.97,273.02,267.1,270.05
YOR023C_mRNA,16.39,7.91,13.5,8.1,13.09,6.61,11.88,7.57,11.92,12.71,92.23,83.92,71.22,96.51,91.59,102.13,81.94,81.67,82.42,91.84,82.82,86.61
YCR082W_mRNA,186.71,230.75,206.07,228.02,174.58,175.24,176.3,198.37,223.86,201.35,113.08,132.29,112.4,187.25,158.4,166.43,112.4,112.15,118.84,158.57,134.52,169.06
YLR109W_mRNA,662.26,972.02,954.99,806.47,981.81,1027.37,837.56,861.27,941.7,1034.59,802.72,792.13,968.81,1156.46,1122.5,953.15,789.61,809.83,704.75,1123.2,945.86,973.34
YHR093W_mRNA,0.13,0.03,0.02,0.06,0.05,0.01,0.05,0.03,0.07,0.07,0.32,0.17,0.05,0,0,0,0.03,0,0,0,0,0.01
YNR074C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL046C_mRNA,65.32,73,74.84,73.76,74.7,73.97,69.74,64.96,75.3,80.24,35.64,46.46,38.53,41.81,44.26,54.99,43.11,44.73,45.59,41.98,45.07,55.4
YER087W_mRNA,29.04,22.05,30.02,21.55,27.69,18.97,28.99,20.61,34.22,30.06,21.47,20.25,17.17,23.09,18.12,23.1,21.54,20.7,20.83,18.89,22.51,21.41
YER093C-A_mRNA,20.57,19.46,24.01,19.31,25.4,17.1,24.56,21.3,26.79,27.19,32.9,33.71,29.22,40.68,38.35,30.99,30.5,29.96,30,34.81,35.42,30.47
YER093C-A_pre-mRNA,2.5,1.21,1.25,0.97,1.33,0.71,0.74,0.31,0.88,1.45,1.71,0,1.43,0.38,2.88,2.14,1.11,1.53,0.8,0,1.03,2
YGL160W_mRNA,37.97,29.7,37,29.21,39.79,28.44,41.88,29.89,46.48,41.01,46.36,46.33,38.41,50.3,42.23,52.87,47.05,44.55,44.55,47.03,43.21,53.75
YHL021C_mRNA,45.69,36.19,56.01,33.85,45.31,17.49,44.74,18.77,49.36,49.06,65.72,61.68,52.4,64.49,67.58,71.3,39.8,43.52,41.61,66.81,53.46,57.91
YHR198C_mRNA,35.67,26.28,35.28,26.68,36.43,22.7,37.45,21.77,44.58,40.28,40.66,30.86,30.76,44.65,38.67,41.58,38.99,38.23,38.48,39.22,32.21,33.37
YIL087C_mRNA,28.31,21,25.97,20.5,17.42,10.53,16.32,10.23,25.08,27.82,37.15,32.86,35.05,39.86,43.39,42.05,24.77,25.76,24.95,42.83,39.02,37.99
YAL049C_mRNA,102.37,94.7,100.82,91.74,94.46,81.35,96.2,89.07,99,89.2,124.78,111.31,109.41,133.36,124.44,129.96,102.16,97.15,93.82,116.46,118.78,112.08
YIL158W_mRNA,99.62,85.94,102.84,84.08,89.56,76.56,102.01,89.45,100.39,93.17,89.51,90.18,84.31,97.33,98.09,83.86,97.82,97.21,98.79,97.32,87.62,86.18
YIR003W_mRNA,62.29,43.63,56.03,43.59,49.45,34.29,53.59,40.21,59.1,56.9,77.5,69.44,65.7,88.63,82.1,93.99,60.98,61.86,60.79,79.4,79.69,84.14
YJL046W_mRNA,36.73,30.88,32.67,30.64,34.13,27.61,36.2,30.11,45.48,37.35,27.93,28.48,23.67,39.33,27.17,39.79,28.68,27.12,26.98,35.06,27.21,32.35
YJL131C_mRNA,28.67,17.09,23.62,17.94,25.5,16.72,27.43,15.92,30.08,25.15,17.64,13.91,12.95,20.82,15.48,16.48,16.65,15.75,16.11,15.25,11.83,16.71
YJR080C_mRNA,53.35,48.95,50.98,49.98,49.81,45.14,49.9,46.51,58.84,53.11,41.57,44.83,37.39,48.62,46.21,48.57,45.3,42.62,41.67,40.86,40.88,43.86
YJR100C_mRNA,57.24,42.61,53.3,43.52,43.82,29.52,47.53,33.35,60.83,56.09,45.35,39.18,37.86,64.56,48.67,54.13,36.76,34.15,33.15,50.26,53.37,48.57
YKL037W_mRNA,0.2,0.37,0.21,0.35,0.45,0.39,0.27,0.5,0.52,0.73,2.1,1.82,1.97,0.65,4.33,2.83,1.13,1.14,0.87,3.79,2.15,2.78
YKR074W_mRNA,70.41,75.87,70.54,75.57,71.12,71.13,72.48,69.61,86.83,72.72,85.69,69.93,70.6,88.1,84,90.62,74.98,74.31,70.74,73.83,71.73,80.69
YBR108W_mRNA,14.9,9.28,14.52,9.16,13.26,7.79,13.84,7.94,11.57,12.72,44.91,39.32,34.61,35.54,44.15,42.75,33.22,36.38,36.14,41.3,39.38,37.61
YML050W_mRNA,18.59,12.3,18.73,13.56,15.05,7.81,16.1,8.78,22.59,19.9,12.07,9.68,10.45,19.07,16.79,17.37,10.55,10.41,10.94,12.13,12.55,18.07
YML087C_mRNA,11.01,5.67,11.61,6.39,9.39,4.65,10.25,4.68,12.36,10.04,8.8,7.25,6.95,8.75,8.59,9.59,8.65,7.37,7.7,9.27,7.91,6.2
YMR003W_mRNA,30.26,21.13,26.75,23.16,31.66,24.03,29.15,23.06,32.6,28.48,25.6,20.01,20.01,25.5,24.96,24.48,31.67,26.17,27.84,24.55,19.3,23.08
YMR157C_mRNA,35.52,33.16,37.08,30.94,35.1,26.93,34.74,30.01,43.08,38.42,33.53,28.97,25.9,33.91,26.01,38.42,26.39,25.5,23.57,31.97,26.37,32.58
YOL053W_mRNA,31.81,21.63,34.33,22.12,28.47,16.85,31.3,18.77,35.37,30.75,25.76,23.27,22.54,26.71,27.53,26.84,24.65,22.44,22.6,27.3,21.34,27.3
YBR194W_mRNA,48.37,34.72,46.33,34.8,39.87,28.7,43.7,32.61,52.44,44.84,25.89,27.55,21.83,29.83,26.41,29.68,27.68,26.21,25.99,23.3,26.87,35.78
YOR215C_mRNA,78.8,58.92,66.2,61.97,61.89,46.11,64.89,53.64,76.64,65.85,41.55,32.43,30.28,49.4,38.53,41.23,42.08,38.96,38.86,35.25,38.09,37.66
YPL158C_mRNA,89.4,36.79,62.61,37.15,70.32,33.09,65.21,32.26,83.16,73.89,126.86,108.86,91.03,111.82,103.81,123.89,115.44,129.43,119.86,111.84,102.6,100.57
YPR004C_mRNA,84.06,81.97,93.99,80.09,90.1,84.2,103.71,89.4,98.98,87.66,87.18,81.78,79.88,93.85,87.7,86.29,97.82,88.64,90.15,79.59,81.69,85.2
YHR199C_mRNA,78.18,66.8,78.68,63.64,57.94,41.54,58.23,39.74,91.13,90.17,128.95,115.98,118.6,176.91,183.28,180.03,65.62,69.16,70.35,193.84,190.98,188.07
YDL237W_mRNA,72.05,71.56,80.58,71.67,73.97,67.49,86.46,78.37,81.39,74.42,77.97,79.8,68.2,96.9,79.83,82.12,81.27,78.61,74.53,73.77,79.26,78.69
YDR063W_mRNA,99.72,81.66,91.97,86.38,86.34,67.83,86.92,71.5,112.35,99.07,112.91,124.15,97.73,141.73,126.18,150.41,104.27,102.36,96.73,130.7,140.86,123.22
YER080W_mRNA,85.61,79.19,85.8,80.89,84.05,81.47,92.84,85.05,89.16,82.59,86.49,78.25,73.75,89.84,74.85,75.93,94.74,91.81,91.09,78.22,74.97,76.46
YMR092C_mRNA,103.33,97.22,113.4,93.29,105.69,81.25,112.05,87,115.06,107.68,74.24,65.01,65.45,76.9,70.7,74.62,70.45,71.83,68.66,70.42,63.33,72.68
YIL079C_mRNA,67.46,54.04,55.23,54.37,59.76,49.88,57.55,55.93,68.93,62.56,53.77,51.11,46.3,65.51,56.14,64.08,60.43,57.2,60.16,61.41,54.63,60.23
YDL175C_mRNA,38.22,22.91,32.74,22.67,40.47,21.42,38.53,18.52,44.72,40.39,40.34,36.85,31.44,46.46,38.15,44.25,43.65,39.31,41.21,34.47,35.93,38.43
YBR059C_mRNA,46.88,33.13,46.13,33.03,42.32,29.03,44.51,31.44,41.82,41.23,66.78,66.69,53.93,70.51,63.26,72.63,65.07,65.25,65.1,67.15,59.68,64.77
YDR264C_mRNA,75.57,62.04,84.65,61.21,81.91,66.96,76.72,57.56,84.21,85,81.97,92.36,100.55,114.32,94.7,96.75,100.63,93.26,90.03,95.67,90.01,100
YOR034C_mRNA,38.76,26.28,34.58,26.67,37.68,24.85,39.59,28.55,43.17,39.51,41.09,41.65,37.76,56.57,48.4,52.67,38.72,36.41,36.05,50.09,47.74,49.55
YOR335C_mRNA,283.4,301.94,309.92,303.07,296.63,290.29,329.08,300.73,312.76,303.01,231.27,264.47,247.62,285,225.23,260.06,258.38,258.99,263.24,246.71,244.17,265.78
YJL122W_mRNA,232.05,208.08,180.66,219.82,203.06,226.5,216.88,279.2,213.9,182.07,140.88,130.15,131.64,122.46,117.72,138.5,161.51,151.72,148.01,130.07,113.88,144.49
YMR170C_mRNA,24.72,20.92,24.64,19.87,20.85,12.42,23.39,13.85,34.57,33.63,25.84,21.3,20.79,33.74,29.4,30.58,14.3,14.64,14.51,28.8,29.33,30.77
YMR169C_mRNA,13.99,9.44,14.73,8.82,11.15,4.77,11.94,4.97,18.46,16.73,15.95,16.48,15.62,31.54,29.26,32.58,7.69,7.73,7.49,24.19,21.46,25.69
YOR374W_mRNA,59.49,80.84,91.27,66.35,56.04,41.45,44.66,38.22,65.24,65.94,46.45,40.94,44.49,59.14,54.65,55.42,26.81,28.28,25.56,44.05,35.86,41.18
YER073W_mRNA,202.1,140.2,215.86,135.42,236.91,144.86,240.49,154.45,120.75,114.28,101.65,100.53,101.21,155.03,134.95,148.53,98.98,101.57,94.84,118.73,123.71,114.06
YPL061W_mRNA,674.54,724.26,895.39,634.47,877.1,700.58,747.95,768.04,713.54,772.07,923.07,836.15,839.63,929.1,876.14,864.74,914.46,935.2,940.4,835.89,839.79,846.26
YOR175C_mRNA,76.33,68.45,71.51,72.31,74.28,60.67,77.89,65.33,73.32,70.31,82.07,79.6,72.69,89.71,79.64,91.17,72.63,74.81,74.67,78.51,85.07,84.12
YNL148C_mRNA,29.2,19.96,22.64,18.57,21.12,12.91,20.26,14.52,30.59,28.4,34.9,25.52,29.09,25.65,44.32,32.11,14.39,15.31,15.79,45.23,34.55,34.09
YBR110W_mRNA,46.43,36.5,44.19,36.83,46.25,36.53,48.76,38.34,52.72,46.11,44.12,38.26,37.06,58.38,40.94,45.26,48.9,43.71,42.96,42.01,41.4,41.16
YNL048W_mRNA,53.32,45.56,52.54,46.13,46.1,38.92,54.09,45.34,58.23,50.93,46.71,43.56,43.19,67.07,51.56,55.43,45.94,44.44,45.39,50.34,50.71,54.45
