,QU5017_27-32nt,QU5017_37-43nt,QU5019_27-32nt,QU5019_37-43nt,QU5020_27-32nt,QU5020_37-43nt,QU5033_27-32nt,QU5034_27-32nt,QU5035_27-32nt,QU5334_27-32nt,QU5334_37-43nt,QU5337_27-32nt,QU5337_37-43nt,QU5338_27-32nt,QU5338_37-43nt,RU4816_27-32nt,RU4816_37-43nt,RU4816minus_20-23nt,RU4816minus_20-32nt,RU4816minus_27-32nt,RU4819_27-32nt,RU4819_37-43nt,RU4819minus_20-23nt,RU4819minus_20-32nt,RU4819minus_27-32nt,RU4902_27-32nt,RU4902_37-43nt,RU4903_27-32nt,RU4903_37-43nt
YIL037C_mRNA,0,0,0.56,0,0,0,0,0.43,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL192C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL156C_mRNA,0,36.6,8.22,0,7.18,12.42,1.28,7.23,15,5.69,0,4.94,5.33,0,6.41,4.32,0,11.29,8.68,0,5.67,0,0,0,0,0,0,0,0
YIL117C_mRNA,83.36,56.29,29.97,43.61,18.96,43.66,50.73,32.61,34.78,35.06,80.92,45.64,51.57,31.46,90.2,144.26,90.88,44.75,38.22,16.46,49.89,80.14,112.49,88.99,0,18.38,0,0,21.46
YML047C_mRNA,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,11.35,0,0,0,0,0,0,0
YDL039C_mRNA,0,4.1,1.06,1.85,0,2.79,1.16,0.82,0.61,0.64,6.88,0,19.14,2.01,0,0,17.55,0,0,0,12.78,0,0,0,0,0,132.55,0,0
YGL053W_mRNA,20.91,40.45,12.81,36.55,25.77,17.53,21.21,21.46,27.42,18.29,50.86,18.66,58.02,27.13,28.35,38.1,15.44,18.68,38.29,103.22,43.81,15.5,0,0,0,0,0,0,0
YAR031W_mRNA,0,0,5.57,7.66,0,14.05,0,1.25,4.77,1.79,0,3.33,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR300C_mRNA,143.73,39.56,205.37,56.62,182.94,49.22,156.42,141.72,187.1,210.74,77.4,174.9,126.84,166.3,55.46,115.33,84.58,81.75,87.96,108.09,135.19,50.54,65.91,52.18,0,30.18,0,254.88,0
YOR323C_mRNA,175.31,149.37,200.64,272.97,221.12,193.94,184.19,183.37,227.98,198.5,275.91,225.04,238.52,221.09,245.84,267.16,228.13,161.07,176.42,226.29,205.82,89.62,312.36,257.41,48.26,29.73,466.2,225.99,294.6
YER023W_mRNA,704.23,217.34,572.41,350.22,502.47,211.65,591.25,448,579.8,462.77,311.66,550.88,314.01,599.9,258.35,525.64,184.73,268.08,421.05,926.85,526.89,210.08,131.09,223.34,560,495.98,0,692.06,0
YDL043C_mRNA,21.9,21.18,10.86,23.94,12.45,35.94,17.77,20.9,17.33,4.93,29.6,19.99,43.22,10.33,29.7,14.96,32.35,58.67,45.09,0,6.55,16.24,0,0,0,0,0,0,0
YKR086W_mRNA,5.78,2.77,16.12,16.28,18.07,13.17,11.72,15.43,14.13,15.62,17.04,21.84,30.7,23.17,31.08,17.1,15.24,3.46,13.3,45.62,24.2,4.25,0,0,0,0,59.68,26.89,0
YGR006W_mRNA,6.15,19.36,12.51,43.75,20.68,39.42,22.26,25.49,18.17,30.25,48.7,22.47,45.14,11.81,74.64,22.81,41.39,5.97,4.59,0,35.97,29.68,0,0,0,22.08,0,0,0
YLL036C_mRNA,79.75,10.96,86.87,81.74,90.7,52.08,86.28,55.99,65.57,95.83,73.53,81.69,92.66,67.19,73,129.71,65.29,75.28,96.99,168.68,211.39,58.82,0,34.82,163.07,0,0,0,0
YNR011C_mRNA,8.69,3.34,12.93,18.1,21.75,20.39,16.93,18.58,20.01,25.59,27.99,16.32,19.46,18.86,25.74,9.5,26.51,6.24,9.6,20.59,22.89,2.56,0,0,0,7.67,0,0,17.81
YJL203W_mRNA,13.82,17.79,12.56,32.16,12.22,60.37,13.7,13.19,22.53,23.52,19.89,0,57.04,26.08,31.18,58.74,51.63,5.49,4.22,0,5.51,122.75,0,0,0,0,0,0,0
YER013W_mRNA,25.78,20.83,18.17,36.48,11.32,40.64,12.11,12.95,12.89,16.31,21.83,17.69,30.36,17.93,34.68,12.36,16.7,26.02,20,0,16.24,3.99,0,0,0,0,0,35.38,0
YMR268C_mRNA,0,6.1,5.5,11.03,7.21,12.42,6,4.23,8.2,4.76,17.05,1.65,3.56,1.49,12.83,0,13.04,7.57,5.82,0,11.38,0,0,0,0,0,0,0,0
YDR243C_mRNA,12.43,4.78,12.95,23.77,16.03,12.98,15.47,13.76,11.45,14.19,21.38,33.71,13.94,22.29,10.06,22.65,4.38,5.95,4.57,0,2.98,0,38.46,30.43,0,10.96,0,55.56,0
YDR473C_mRNA,3.02,11.64,4.5,13.16,4.59,19.76,2.45,6.93,6.09,4.54,52.07,3.15,30.54,4.28,4.08,2.75,14.23,0,0,0,0,26.78,0,0,0,0,0,0,0
YGR091W_mRNA,17.36,5.57,8.61,27.68,14.26,18.89,12.52,11.04,14.98,7.82,34.23,12.07,35.7,12.28,3.9,0,22.11,10.37,7.97,0,6.93,0,0,0,0,0,0,0,0
YGR075C_mRNA,56.62,0,24.25,9,27.32,6.75,34.81,30.45,22.22,34.02,27.82,37.58,34.81,19.43,0,0,21.28,0,0,0,12.32,22.89,0,15.68,73.68,0,0,0,106.22
YML046W_mRNA,19.8,9.52,19.64,15.06,15.02,25.84,14.06,16.06,17.81,12.64,29.27,12.91,41.62,5.84,26.69,6.76,10.18,11.84,9.1,0,0,14.6,0,0,0,0,0,9.22,0
YPR178W_mRNA,41.46,46.6,21.42,51.15,39.3,31.63,19.63,22.42,30.82,28.03,66.99,39.64,62.1,30.97,56,40.91,28.47,12.38,25.38,68.21,12.41,51.04,0,21.1,98.91,0,0,218.75,213.17
YKL012W_mRNA,5.01,81.89,11.18,76.2,10.45,81.74,11.52,10.52,7.21,6.77,83.48,11.76,101.1,8.27,81.05,15.97,70.63,0,0,0,3,73.86,0,0,0,0,0,0,0
YDR235W_mRNA,46.85,28.18,27.59,12.74,33.31,3.83,32.47,30.74,24.44,22.87,12.6,30.54,13.14,34.54,15.8,24.01,8.61,31.5,34.97,46.25,63.1,8.64,66.89,53.03,0,12.91,20.23,0,0
YGL120C_mRNA,189.52,90.04,233.47,129.17,224.05,130.2,180.78,189.01,177.68,232.62,137.88,214.67,114.12,185.56,118.01,285.85,104.04,246.35,224.97,152.87,295.17,138.06,141.9,187.1,350.02,206.67,42.16,341.5,104.47
YAL032C_mRNA,7.23,48.78,9.86,25.19,10.97,18.92,6.85,8.97,10.4,7.6,15.58,13.2,32.5,0,43.96,6.59,34.05,25.9,19.91,0,8.66,32.05,0,0,0,0,125.05,0,0
YPL151C_mRNA,62.53,12.04,45.74,29.93,45.04,28.6,49.89,24.46,42.28,50.72,23.55,42.39,10.53,48.68,25.32,48.41,11.03,22.41,34.46,74.06,33.68,13.84,0,0,0,0,0,0,0
YBR237W_mRNA,7.16,6.87,6.65,7.76,6.1,18.65,3.87,10.58,6.69,12.36,11.52,8.4,10.01,2.53,7.22,3.26,6.3,2.14,1.65,0,2.14,2.63,24.22,20.41,0,0,0,0,0
YBR055C_mRNA,13.58,39.11,19.36,30.93,17.38,30.97,16.99,12.31,18.07,21.42,32.79,16.82,34.2,12.01,31.99,15.46,22.9,20.33,18.75,13.41,8.13,19.99,0,0,0,0,0,0,60.88
YHR165C_mRNA,28.02,40.9,37.06,31.2,43.25,31.23,30.86,34.51,38.2,45.38,37.87,58.1,41.73,39.35,44.8,29.17,29.28,31.21,37.52,57.95,29.55,22.54,5.33,10.6,28.65,44.13,27.53,96.9,0
YDL030W_mRNA,20.16,38.79,29.99,12.52,29.47,7.52,25.7,16.49,20.71,34.6,40.27,33.03,38.76,20.38,42.73,2.62,28.77,30.98,26.45,11.37,27.57,12.74,44.5,70.4,164.85,0,278.44,0,0
YKL116C_mRNA,13.88,10.69,28.23,74.86,32.64,50.77,25.54,26.5,18.38,28.36,71.68,23.17,59.18,14.41,48.69,15.61,79.97,6.64,7.66,10.96,43.21,81.92,107.3,84.89,0,0,0,0,156.82
YDL214C_mRNA,0,0,0,1.85,0,0,0,1.22,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL181W_mRNA,518.78,278.47,533.3,363.91,526.88,304.06,444.75,435.63,425.23,559.14,436.56,480.42,345.87,422.76,309.8,194.74,203.41,364.49,332.98,223.45,240.88,171.72,532.88,421.39,0,332.73,847.43,281.01,226.16
YER099C_mRNA,50.59,60.04,97.47,50.88,67.87,56.03,104.2,71.3,66.07,99.37,50.34,97.42,13.12,86.29,31.56,113.43,71.06,102.18,121.33,184.39,125.78,103.56,90.28,95.11,111.41,0,0,0,0
YHL011C_mRNA,223.13,211.21,283.97,260.68,295.28,363.9,247.09,253.89,279.85,254.2,181.65,278.83,232.06,268.14,279.05,256.93,253.1,286.31,270.28,216.09,191.51,292.7,32.45,25.68,0,352.71,291.58,219.49,346.83
YBL068W_mRNA,74.18,35.81,113.82,56.65,103.7,30.38,102.82,115.02,125.41,94.7,35.04,101.55,52.2,126.86,87.87,54.9,84.78,116.06,106.2,73.22,133.2,116.69,53.59,42.39,0,245.32,0,189.92,0
YOL061W_mRNA,264.8,124.58,207.2,168.92,201.9,130.67,141.64,166.2,177.79,208.58,145.61,201,188.17,134.64,186.57,211.71,159.13,235.6,224.34,185.87,214.84,177.99,136.39,107.9,0,90.81,0,230.09,483.53
YOR361C_mRNA,398.15,291.53,507.84,371.34,494.7,244.13,483.52,463.06,484.38,483.75,328.06,510.87,315.64,439.85,342.39,470.38,291.44,664.5,606.77,412.46,540.32,319.28,632.95,542.95,197.49,660.53,203.85,806.07,333.4
YBL064C_mRNA,35.62,218.44,50.06,155.89,63.03,101.44,81.9,98.58,75.18,65.99,192.81,74.31,147.45,56.02,225.67,162.24,136.96,70.64,70.58,70.33,63.97,176.28,182.65,144.49,0,26.18,0,110.56,306.79
YJL079C_mRNA,44.22,46.53,60.81,77.1,54.87,100,36.97,70.59,69.41,42.26,69.36,39.83,85.89,36.04,92.41,245.34,243.97,119.93,165.92,317.46,163.62,136.73,232.57,220.78,172.63,265.9,556.65,269.48,144.84
YKR013W_mRNA,194.69,336.43,181.05,466.79,235.28,430.14,304.97,298.8,278.96,266.84,459.25,162.87,351.22,221.98,504.61,628.07,449.31,377.49,457.53,720.66,237.92,419.87,907.25,829.09,522.51,339.82,140.42,151.05,1085.66
YJL078C_mRNA,108.95,73.05,82.77,96.04,98.35,126.2,108.98,136.64,106.99,101.82,116.93,98.3,85.17,84.85,146.64,360.72,151.12,410,382.03,286.78,167.68,114.54,335.14,286.53,99.01,381.27,190.68,135.24,0
YDL055C_mRNA,1887.24,1140.15,1924.07,1792.93,1784.11,1794.97,1675.24,2003.33,1743.06,1893.25,1783.86,1721.88,1498.5,1724.6,1560.72,1227.86,1467.28,1868.74,1840.81,1741.89,1450.22,1680.91,3108.3,2758.31,1403.26,880.03,1767.72,1460.37,1512.22
YNL169C_mRNA,31.49,27.55,64.6,44.82,46.67,7.48,46.46,33.87,40.37,42.14,40.04,62.71,9.64,32.42,38.62,52.15,25.24,68.44,65.76,56.52,102.81,8.45,89.37,80.4,40.98,12.62,0,0,0
YGR170W_mRNA,2.68,5.15,9.32,19.79,12.72,17.48,8.71,11.27,12.36,17.74,14.4,9.8,16.52,7.6,23.47,13.45,15.73,17.69,21.02,31.8,6.43,33.56,0,0,0,0,0,0,0
YMR308C_mRNA,196.23,144.61,238.72,247.87,226.97,177.78,173.07,182.91,195.59,249.89,227.26,205.41,190.88,179.12,160.67,139.88,123.35,277.69,240.93,117.9,142.99,148.51,242.27,226.51,162.83,156.75,156.69,137.68,189.3
YDR013W_mRNA,56.43,0,26.24,12.37,16.04,18.58,13.35,24.23,18.27,21.19,38.26,11.03,63.84,9.98,19.19,6.42,16.72,75.39,57.95,0,67.54,0,0,0,0,0,0,0,36.53
YJL072C_mRNA,7.98,0,16.81,17.38,15.12,5.22,23.73,17.51,18.36,22.76,21.5,24.96,17.94,5.64,21.57,14.53,46.99,9.52,7.32,0,4.77,11.79,0,0,0,0,0,0,0
YOL146W_mRNA,23.41,75.83,40.63,20.56,38.46,72.05,33.77,28.29,38.17,16.41,25.43,28.48,35.37,7.36,0,0,41.69,36.23,28.24,0,46.7,0,0,0,0,0,0,0,0
YOL054W_mRNA,3.42,46.05,19.48,44.6,6.47,17.86,14.78,13.69,18.67,14.36,40.46,16.03,26.85,19.33,41.51,15.55,30.15,8.16,15.68,40.45,28.62,80.7,0,0,0,0,0,0,193.12
YAL017W_mRNA,15.05,26.64,32.73,35.12,27.75,42.2,24.11,26.07,31.04,36.24,42.2,32,38.83,20.21,37.36,45.35,63.76,20.64,25.49,41.14,52.67,20.43,35.88,28.39,0,0,0,12.94,41.48
YOL045W_mRNA,15.48,48.61,22.69,37.84,17.49,45.83,22.84,24.98,21.8,24.44,43.78,24.96,58.25,19.26,32.19,20.51,22.27,25.3,27.22,33.34,50.55,12.42,54.5,47.43,20.15,0,0,47.18,0
YMR137C_mRNA,13.45,4.31,3.89,11.68,1.7,8.77,7.88,6.42,3.87,4.04,12.04,7.01,10.05,4.23,24.16,0,9.21,5.37,6.19,8.85,0,0,0,0,0,0,0,0,114.98
YDR505C_mRNA,11.65,62.35,19.65,65.77,18.55,65.85,20.75,21.53,16.74,17.5,65.85,10.94,50.5,20.89,80.15,29.72,67.73,19.58,25.8,35.62,41.85,0,0,0,0,71.61,0,26.03,0
YML017W_mRNA,37.02,232.53,48.96,220.92,58.95,209.36,56.07,54.64,53.97,53.38,192.18,86.23,331.98,53.56,289.42,56.2,294.26,8.86,15.88,38.98,82.72,389.27,0,0,0,10.88,0,27.57,151.96
YML017W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLL010C_mRNA,68.76,44.14,21.92,65.55,37.24,77.04,32.76,32.49,31.09,33.44,105.75,34.15,51.46,24.71,39.78,50.7,152.16,58.75,45.35,0,7.84,72.51,75.85,60,0,144.37,0,0,0
YLR019W_mRNA,20.3,55.8,12.94,47.92,9.89,79.53,21.17,32.09,20.86,15.68,81.1,10.58,81.32,12.31,82.14,21.13,86.93,38.12,31.97,11.45,13.88,55.61,100.81,79.75,0,12.78,0,0,0
YDR055W_mRNA,173.41,56.71,166.33,210.76,141.41,230.95,218.58,231.66,235.38,168.07,257.15,160.39,183.68,188.32,167.86,435.11,300.27,613.55,678.94,891.38,332.92,198.06,746.18,720.84,608.81,302.97,113.09,268.06,0
YDR032C_mRNA,163.91,102,150.97,235.62,166.45,184.61,197.91,179.87,212.25,209.26,215.4,225.91,211.43,212.66,182.73,197.29,231.94,181.11,235.58,416.04,231.25,156.39,45.06,53.62,83.79,413,0,152.6,0
YKL076C_mRNA,0,0,4.49,0,42.13,0,0,0,0,10.94,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL201C_mRNA,14.17,20.41,32.51,16.91,30.23,27.71,27.79,30.43,27.53,27.14,32.33,37.88,23.8,20.9,21.46,19.37,36.37,36.06,30.98,13.99,48.78,23.47,109.71,86.79,0,0,48.84,52.78,0
YLR376C_mRNA,12.05,35,1.49,0,4.57,7.92,3.26,2.3,8.67,1.81,19.56,6.28,27.2,17.05,0,10.97,0,14.33,11.01,0,14.42,17.89,162.11,128.25,0,0,0,0,0
YBL046W_mRNA,12.75,36.81,30.81,27.73,26.58,20.82,23.27,19.46,26.59,13.4,27.44,28.25,17.88,22.55,51.61,72.56,33.73,53.3,46.82,25.16,30.51,37.63,0,0,0,28.1,0,0,0
YAL043C_mRNA,48.89,140.88,32.83,146.8,42.48,116.87,29.75,42.76,38.69,37.33,122.51,52.05,125.48,44.21,137.17,76.07,123.12,70.69,63.7,40.21,17.07,108,47.28,37.4,0,107.78,0,7.59,146.2
YDL006W_mRNA,45.49,95.02,44.19,66.07,37.37,49.61,25.63,41.96,31.64,51.25,61.29,41.52,106.53,55.45,61.49,20.72,35.72,27.15,38.26,74.84,22.69,33.62,0,0,0,16.72,0,127.07,0
YER089C_mRNA,297.06,373.75,272.7,409.9,256.65,406.63,241.8,263.77,289.32,315.76,497.76,312.53,572.82,296.47,485.5,249.76,347.54,303.88,317.55,360.88,365.85,294.96,253.82,244.45,204.42,1007.58,0,127.64,264
YBL056W_mRNA,147.16,96.03,144.66,116.5,116.56,130.36,121.53,103.31,111.91,140.51,152.57,135.67,123.76,111.58,56.69,119.68,104.99,78.55,101.44,176.38,144.7,89.12,111.72,88.61,35.8,150.63,580.54,117.43,161.85
YBR125C_mRNA,52.63,74.37,92.23,36.67,78.49,78.01,73.07,57.59,81.78,88.54,79.37,91.49,86.71,82.77,52.13,63.92,43.37,59.61,45.25,0,46.2,67.38,41.12,32.34,0,0,0,0,0
YOR090C_mRNA,45.85,4.9,52.43,31,39.6,29.92,36.52,32.57,58.64,39.03,57.51,33.21,34.27,46.87,27.47,25.52,25.44,23.22,18.08,0,39.64,7.51,59.08,54.53,36.46,11.23,0,0,0
YCR079W_mRNA,20.11,38.73,14.96,14.59,16.52,21.9,11.78,17.91,14.46,18.12,0,12.23,18.81,17.39,13.57,24.42,5.91,20.01,15.38,0,48.14,14.85,0,0,0,0,0,0,0
YHR076W_mRNA,8.72,0,22.38,22.83,36.37,0,35.38,14.23,7.14,5.24,14.12,18.19,44.16,12.34,11.8,35.75,20.57,81.59,63.59,0,73.08,64.53,0,0,0,38.46,966.77,162.4,134.76
YHR076W_pre-mRNA,0,0,13.31,0,0,26.4,0,8.4,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR189W_mRNA,6.13,0,13.69,16.11,11.63,24.2,36.5,25.76,10.59,27.64,26.57,6.4,27.71,14.47,24.99,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0
YBL057C_mRNA,72.37,0,102.3,50.8,93.29,28.61,101.78,71.82,95.8,123.92,23.56,147.19,32.76,75.12,29.55,79.1,21.46,42.96,46.23,57.15,95.3,0,333.28,285.63,103.59,0,0,0,0
YGR156W_mRNA,16.43,113.95,11.41,108.73,16.2,98.83,18.67,11.92,18.92,19.75,109.71,15.43,55.36,4.65,75.45,32.93,117.96,3.93,3.02,0,0,87.36,12.49,9.98,0,14.49,0,0,337.86
YKL198C_mRNA,24.63,4.3,14.44,27.23,26.31,11.68,22.4,28.63,29.64,16.14,21.65,29.19,15.05,9.51,18.1,22.43,28.92,8.04,12.35,26.52,24.12,23.09,129.83,109.58,32.05,0,0,0,0
YJR059W_mRNA,38.21,36.7,33.64,64.69,31.15,47.32,37.21,37.92,35.19,43.05,67.7,43.84,44.93,37.86,61.74,50.47,51.56,73.12,80.85,105.62,38.88,45.01,147.86,116.97,0,185.35,0,35.58,48.96
YKL039W_mRNA,104.39,24.48,147.74,68.6,98.46,49.85,119.82,123.9,117.96,119.31,49.27,111.53,31.4,118.92,27.46,178.57,62.82,177.66,153.99,70.37,167.63,75.07,236.2,210.22,109.33,179.63,158.17,180.15,0
YDL230W_mRNA,54.82,52.93,49.84,11.96,36.37,11.97,30.89,38.36,40.75,50.78,9.86,33.35,36,30.17,18.55,41.61,26.95,32.68,33.49,36.07,38.28,13.53,0,0,0,0,0,51.04,0
YOR208W_mRNA,10.01,7.69,3.97,17.38,3.79,20.88,5.41,6.11,8.64,3.61,34.4,5.22,24.66,4.72,16.18,5.47,19.97,2.4,1.84,0,7.19,11.79,0,0,0,0,0,0,0
YER075C_mRNA,3.27,6.28,17.05,29.82,9.31,2.13,15.5,14.68,13.66,15.24,29.86,15.37,14.65,10.81,26.43,20.87,19.2,7.92,6.09,0,11.76,4.82,99.7,78.76,0,0,11.28,12.19,0
YKR093W_mRNA,302.44,281.37,520.76,273.42,446.64,302.38,356.89,415.68,440.07,431.55,290.99,422.29,287.06,438.43,345.19,732.89,372.44,984.65,905.77,635.59,724.09,388.28,952.36,1014.5,1221.89,204.34,286.15,535.9,212.73
YFR029W_mRNA,19.73,25.27,17.39,32.36,13.29,28.59,21.34,20.5,15.77,21.73,32.96,17.14,49.11,12.41,26.57,25.95,42.46,5.25,4.03,0,0,38.75,67.81,53.65,0,0,0,0,0
YNL016W_mRNA,234.15,261.45,191.68,315.12,218.59,276.04,220.63,218.63,230.4,204.21,324.79,148.37,262.5,166.3,281.72,206.4,281,210.79,243.03,347.94,192.89,222.71,196.99,186.93,144.15,333.06,0,215.65,310.07
YPR042C_mRNA,15.83,41.42,19.63,23.71,19.1,41.24,19.46,22.52,21.12,20.32,29.33,17.26,19.32,21.73,40.65,28.84,35.43,5.17,5.3,5.68,18.95,21.17,0,4.41,20.6,6.35,0,0,0
YLL013C_mRNA,32.93,169.69,53.72,142.86,45.99,178.4,47.81,49.61,48.87,54.66,159.96,37.96,104.74,65.41,97.96,75.77,158.55,33.2,43.07,75.26,72.61,160.7,6.71,5.31,0,99.34,274.68,96.8,284.11
YGL014W_mRNA,49.79,128.55,39.59,175.79,53.37,192.4,42.72,38.66,39.03,37.13,200.85,31.34,146.04,42.93,212.59,29.71,123.84,55.99,55.69,54.23,34.94,96.02,106.32,84.11,0,0,0,83.12,96.75
YDR496C_mRNA,106.23,61.75,112.72,77.29,108.65,70.93,95.55,97.6,77.49,94.99,95.6,74.72,124.62,100.24,103.23,54.01,68.2,44.32,34.07,0,91.68,65.55,5.89,13.41,35.36,21.79,0,46,0
YER185W_mRNA,0,0,0,3.78,0,0,2.34,0,2.49,2.6,0,0,0,2.04,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR414C_mRNA,151.77,107.56,138,70.71,195.64,79.64,168.3,169.93,171.78,170.21,81.99,168.85,108.31,174.24,41.13,290.31,44.8,210.94,185.3,99.87,199.85,104.95,720.75,616.42,217.23,290,0,433.31,260.93
YOR157C_mRNA,155.58,159.69,172.41,250.5,176.96,363.42,167,147.53,188.87,159.2,267.82,121.7,301.2,139.92,230.49,146.14,404.59,185.41,204.85,268.75,215.34,302.47,113.77,256.64,765.5,21.44,674.35,488.86,150.4
YGR253C_mRNA,151.83,119.69,255.18,177.05,264.35,169.86,261.59,231.8,275.08,295.61,218.98,231.66,139.56,262.64,167.82,322.68,275.88,247.65,257.22,288.62,302.91,183.52,497.56,410.73,80.49,99.18,156.23,41.88,0
YER094C_mRNA,551.34,452.54,528.82,418.16,469.33,423.18,482.52,490.37,516.37,570.3,494.71,556.06,351.76,473.61,563.99,450.08,291.83,501.82,452.37,287.51,765.84,370.06,480.56,475.21,446.69,894.46,613.63,658.57,0
YPL212C_mRNA,107.62,136.23,166.44,115.76,164.27,85.07,130.21,118.36,136.91,143.77,100.53,138.83,85.78,112.23,61.12,110.92,119.85,67.92,99.62,201.27,132.21,75.2,43.76,43.28,40.54,24.98,0,0,0
YGL063W_mRNA,33.19,14.22,21.95,16.06,15.38,4.82,15.96,14.78,10.61,17.72,0,26.92,8.29,20.88,0,20.15,8.68,13.21,10.15,0,17.66,10.9,0,0,0,0,0,0,0
YNL292W_mRNA,65.29,46.34,68.17,95.75,74.26,202.2,64.13,53.78,56.36,73.29,85.12,59.14,88.77,68.09,111.38,122.07,97.07,24.63,53.67,149.24,53.48,137.03,132.65,104.94,0,45.46,213.86,127.97,105.99
YLR165C_mRNA,4.96,0,7.38,4.34,0,6.51,2.68,4.74,8.57,4.47,0,2.59,0,4.68,0,9.04,8.79,0,0,0,0,14.71,95.57,75.61,0,0,0,0,0
YGR169C_mRNA,11.58,22.34,16.28,13.46,14.64,10.11,9.4,13.27,12.22,13.92,8.32,16.11,21.7,10.93,5.22,0,4.55,4.61,3.54,0,18.49,11.42,0,0,0,0,0,373.89,19.87
YOR243C_mRNA,171.68,115.95,175.47,179.39,167.12,151.34,126.13,143.9,144.2,201.42,137.12,168.18,179.39,169.66,121.93,54.94,98.08,41.64,55.47,100.76,49.99,102.57,53.83,42.58,0,214.83,0,216,0
YDL036C_mRNA,18.38,35.38,24.31,50.64,17.42,80.05,14.91,22.21,19.39,21.16,16.48,22.36,30.94,27.46,24.8,5.58,25.22,21.89,16.73,0,3.67,4.52,0,0,0,0,0,0,0
YLR142W_mRNA,14.93,5.75,10.37,31.17,11.32,15.6,21.81,23.94,28.36,22.43,12.85,21.8,20.11,16.91,24.18,40.8,14.05,78.44,59.86,0,10.72,0,143.42,116.18,0,0,0,0,46.01
YHR037W_mRNA,62.57,70.2,105.38,106.52,107.74,105.51,92.38,86.58,94.53,124.53,123.34,112.85,99.4,70.11,140.61,97.37,133.26,137.18,138.99,144.12,162.29,103.8,211.62,175.38,37.32,11.5,269.98,330.11,93.67
YKL015W_mRNA,20.86,21.56,21.09,12.53,13.39,18.82,21.27,18.07,15.24,24.59,10.33,18.41,26.94,16.66,17.28,10.23,10.35,19.22,17.73,12.67,13.45,11.81,0,0,0,7.08,0,5.98,0
YOR348C_mRNA,16.45,4.52,41.37,12.25,33.85,0,54.65,57.39,64.23,20.47,0,24.51,13.17,15.52,0,64.2,23.45,27.68,24.56,18.55,50.63,45.01,63.59,93.43,201.78,31.08,0,0,72.31
YLR196W_mRNA,140.79,105.3,212.71,222.11,182.87,197.4,172.06,166.69,183.06,201.28,165.39,182.19,105.24,186.97,179.28,159.11,143.98,221.37,220.47,216.18,152.93,172.99,181.36,334.82,895.63,379.38,215.99,271.86,80.29
YCR057C_mRNA,144.16,28.63,167.65,70.45,164.59,56.13,118.32,119.85,111.1,153.31,56.9,172.83,76.03,135.25,75.82,134.33,58.3,166.69,151,98.14,154.72,56.09,64.14,76.11,118.59,306.87,205.51,24.68,0
PWR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL147W_mRNA,7,13.44,4.34,3.04,2.65,0,3.79,2.34,3.02,5.26,3.76,5.47,1.96,7.43,4.71,0,5.13,0,0,0,2.09,2.57,0,0,0,0,0,0,0
YKL188C_mRNA,1.78,0,1.77,1.55,0.68,0,5.3,0.34,1.03,0.54,1.91,2.79,0,0.84,2.4,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0
YKR090W_mRNA,12.29,39.36,13.72,33.8,18.64,45.41,21.61,22.29,20.63,16,48.41,12.82,29.83,26.1,30.35,3.73,24.05,9.81,11.31,16.18,12.26,24.14,15.85,12.54,0,9.03,254.29,0,10.5
YGR280C_mRNA,51.96,91.25,56.23,193.83,71.64,185.79,44.72,41.47,33.98,51.09,153.02,68.98,132.99,44.57,134.33,25.82,25.08,11.26,8.66,0,16.96,27.98,0,0,0,187.47,0,0,316.53
YGL062W_mRNA,107.35,82,157.68,96.91,133.63,80.64,133.88,112.85,135.35,143.16,76.03,145.08,68.65,133.6,103.24,117.81,114.82,144.81,143.73,133.71,211.23,127.19,153.38,195.19,313.64,238.57,72.79,326.21,0
YBR218C_mRNA,394.99,62.95,499.98,125.13,444.2,109.41,404.78,391.75,424.01,476.34,134.67,606.99,124.37,472.66,91.13,293.53,87.92,323.51,353.5,453.91,429.35,67.65,461.22,424.19,312.78,1033.27,174.13,409.97,190.78
YOR347C_mRNA,33.27,34.93,48,55.25,35.54,15.8,60.53,46.17,59.18,53.6,87.86,45.74,16.97,45.66,77.54,19.28,69.35,68.67,58.34,23.88,68.78,80.33,0,0,0,133.35,397,67.57,264.08
YPR186C_mRNA,3.26,50.25,5.66,45.42,2.47,46.89,4.41,4.98,6.57,9.8,35.11,5.1,21.97,3.08,26.42,0,36.45,7.79,5.99,0,0,48.15,0,0,0,0,0,12.14,0
