,QU5017_27-32nt,QU5017_37-43nt,QU5019_27-32nt,QU5019_37-43nt,QU5020_27-32nt,QU5020_37-43nt,QU5033_27-32nt,QU5034_27-32nt,QU5035_27-32nt,QU5334_27-32nt,QU5334_37-43nt,QU5337_27-32nt,QU5337_37-43nt,QU5338_27-32nt,QU5338_37-43nt,RU4816_27-32nt,RU4816_37-43nt,RU4816minus_20-23nt,RU4816minus_20-32nt,RU4816minus_27-32nt,RU4819_27-32nt,RU4819_37-43nt,RU4819minus_20-23nt,RU4819minus_20-32nt,RU4819minus_27-32nt,RU4902_27-32nt,RU4902_37-43nt,RU4903_27-32nt,RU4903_37-43nt
YMR056C_mRNA,12.79,0,2.11,0,0,0,4.61,3.26,4.91,3.84,13.8,13.34,14.39,0,0,3.88,5.03,0,0,0,56.15,0,0,0,0,0,0,0,0
YBR085W_mRNA,12.8,8.24,15.87,3.72,9.71,5.59,3.47,16.2,7.37,24.36,9.21,8.9,0,20.13,17.32,0,0,15.29,11.75,0,0,0,112.58,84.92,0,0,0,0,0
YJR155W_mRNA,0,0,1.12,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL331C_mRNA,0,0,0,0,0,0,3.97,1.48,0,1.09,3.92,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL165C_mRNA,15.18,0,0,0,0,0,0,1.42,3.49,0,0,0,0,0,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR107W_mRNA,0,0,0,0,0,0,3.92,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL243C_mRNA,0,0,0,0,0,0,1.48,1.72,1.22,2.59,0,7.05,0,0,0,0,0,0,5.07,15.89,0,0,0,0,0,0,0,0,0
YNL141W_mRNA,178.78,106.79,249.11,293.3,211.41,144.96,178.45,199.03,143.31,235.28,156.13,186.47,129.3,182.75,155.48,364.46,283.53,423.67,400.95,319.33,371.98,226.7,99.27,210.52,609.28,93.85,0,95.11,0
YHR047C_mRNA,273.64,87,293.45,158.86,295.44,141.72,210.76,207.86,227.89,291.79,155.63,312.82,125.78,276.16,114.66,222.84,124.37,286.41,235.15,64.4,286.35,149.4,217.39,210.81,181.57,359.59,0,445.41,232.15
YBL074C_mRNA,41.96,0,19.86,13.3,15.91,4.99,16.51,36.4,26.34,26.35,8.22,41.77,8.57,23.39,15.47,13.9,11.23,0,0,0,18.26,11.28,0,0,0,0,0,0,0
YKL106W_mRNA,121.93,66.21,102.34,62.57,107.86,73.54,93.86,77.57,93.56,69.5,100.95,105.98,56.15,87.03,75.96,51.26,23.9,44.83,34.46,0,44.91,50.76,72.45,57.31,0,206.79,0,0,0
YLR027C_mRNA,634.67,275.77,803.3,297.22,684.31,335.95,633.04,667.93,813.93,780.25,335.99,805.45,329.79,718.29,366.82,1182.92,475.19,810.3,801.23,767.7,1308.69,363.2,481.17,638.3,1207.74,1811.77,0,1147.6,283.03
YBR236C_mRNA,50.6,77.98,34.3,29.37,29.42,52.93,31.94,32.19,28.15,28.38,58.13,36.95,56.83,38.2,22.78,27.66,21.84,4.03,12.39,39.96,52.5,49.82,117.47,134.26,193.15,104.13,0,25.13,0
YKL112W_mRNA,47.12,31.49,38.1,35.58,45.83,34.73,46.54,37.14,44.21,37.54,44,32.05,68.84,14.5,85.53,31.72,38.47,19.62,37.69,97.07,36.79,75.43,0,17.78,87.97,0,226.04,68.66,0
YMR072W_mRNA,27.9,54.13,32.86,97.86,26.44,9.19,39.61,57.23,50.17,46.09,90.78,58.19,31.56,59.23,94.87,31.76,124.01,8.28,6.37,0,33.39,83,0,0,0,30.75,0,0,0
YJR108W_mRNA,8.15,0,0,0,0,10.75,0,0,4.69,2.45,8.86,4.25,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR088W_mRNA,101.95,261.44,71.3,288.59,79.28,276.41,102.52,104.76,88.76,71.46,320.41,83.16,225.69,88.8,296.06,116.67,469.95,96.9,91.3,72.25,65.71,377.73,202.07,159.86,0,57.63,0,107.08,804.97
YOR239W_pre-mRNA,46.79,206.88,46.41,278.48,83.38,320.52,59.48,60.28,72.71,63.25,206.16,52.46,230.73,52.98,233.31,29.83,182.71,33.59,34.45,36.95,50.41,199.98,72.37,57.25,0,123.8,242.14,113.27,168.02
YNR033W_mRNA,76.66,3.68,82.22,31.61,74.12,37.48,80.86,62.18,64.53,78.88,49.39,78.96,23.61,75.05,20.64,52.37,28.11,71.13,65.26,45.4,128.48,31.04,14.83,23.47,54.87,363.39,0,206.98,68.76
YMR289W_mRNA,47.52,21.13,21.75,25.47,12.47,28.69,30.65,29.3,28.4,21.96,31.51,26.69,53.39,18.97,14.82,23.31,30.13,13.09,10.06,0,4.38,16.2,56.42,44.63,0,16.12,0,13.61,0
YER045C_mRNA,11.01,5.3,3.41,21.54,4.17,39.53,7.44,6.3,4.75,4.96,38.48,7.18,49.39,7.79,7.42,5.01,50.14,0,12.65,54.34,0,28.42,0,0,0,0,0,0,0
YGR037C_mRNA,343.81,836.67,323.98,1384.04,407.34,1555.97,488.19,503.6,504.57,503.49,1113.16,354.11,936.51,421.74,950.18,109.61,761.6,162.95,195.7,305.43,72.02,525.96,0,0,0,75.8,0,128.04,714.44
YNR016C_mRNA,575.97,626.88,710.93,759.7,676.36,791.11,637.7,609.03,591.37,691.43,806.39,607.11,703.61,568.24,675.13,448,547.11,451,499.12,652.99,539.7,366.51,487.54,531.25,679.29,478.77,370.89,567.69,555.15
YLR131C_mRNA,19.55,26.28,27.63,47.52,25.2,63.71,25.38,26.12,22.5,35.23,67.17,20.39,30.65,30.44,89.5,24.93,50.47,23.51,18.19,0,46.8,37.42,0,0,0,17.24,0,0,230.45
YLR144C_mRNA,9.67,3.72,31.66,38.62,23.47,50.44,30.34,25.1,25.61,33.12,39.46,21.18,23.83,25.55,39.07,22.91,26.1,44.07,33.86,0,34.73,28.48,0,0,0,0,0,129.67,0
YJR083C_mRNA,29.85,32.91,6.34,7.44,6.47,11.17,10.38,9.77,7.36,10.25,36.8,11.12,14.39,12.07,40.38,34.95,75.4,5.09,7.82,16.84,10.21,63.08,0,0,0,0,0,0,0
YBL015W_mRNA,68.51,42.18,87.66,40.51,85.19,64.41,79.3,74.26,93.05,81.49,32.42,81.46,73.76,77.57,29.57,99.84,46.7,124.5,108.28,54.1,114.81,84.87,42.36,33.51,0,181.25,0,163.28,0
YDL203C_mRNA,30.72,36.34,19.34,32.85,13.44,80.16,19.81,22.1,22.44,22,63.48,18.48,58.26,20.07,76.42,34.44,54.11,8.49,17.41,46.65,2.83,38.31,0,28.91,135.28,0,0,0,84.85
YPL267W_mRNA,21.93,113.57,25.38,44.92,24.95,28.91,17.8,36.28,37.87,15.37,71.43,26.69,8.28,17.25,9.95,39.96,56.37,52.08,40.03,0,26.26,43.53,0,0,0,0,0,0,189.42
YLR304C_mRNA,695.26,524.49,704.04,477.47,558.75,477.17,809.78,862.28,877.17,989,596.8,891.8,635.39,912.78,651.92,603.29,460.18,827.65,796.52,688.18,672.31,484.79,644.4,646.12,637.56,1349.21,1108.18,951.99,456.6
YJL200C_mRNA,168.27,58.76,157.43,73.04,134.84,57.33,154.12,163.49,160.67,211.38,75.96,214.39,83.5,181.33,97.83,80.12,46,119.04,109.09,75.5,96.14,42.23,170.18,146.34,54.74,312,224.1,85.45,0
YKL192C_mRNA,54.88,445.66,127.02,362.57,197.66,350.88,168.22,212.96,210.56,167.6,388.65,166.95,249.42,129.46,399.9,308.25,615.32,64.97,91.55,180.57,164.23,286.99,594.96,470.67,0,40.33,127.97,579.04,95.14
YAL054C_mRNA,0,0,0,5.46,0,8.2,0.57,1.6,1.81,0.63,0,0,0,0,0,0,2.46,0,0,0,5.02,0,32.42,25.65,0,0,0,23.41,0
YLR153C_mRNA,854.53,254.41,1132.38,337.78,959.37,275.21,897.62,885.31,1014.56,1126.25,400,1154.55,461.18,1014.24,351.13,964.93,422.57,1134.16,1161.84,1249.92,998.16,341.32,912.43,1127.07,1895.39,1295.53,342.44,1926.31,222.76
YFL039C_mRNA,6607.61,3819.9,6449.84,3669.84,5745.08,2947.95,5880.33,5925.37,5787.05,6049.02,3901.53,6959.19,3977.99,6256.18,4250.51,4989.92,4328.52,4791.93,4576.95,3845.62,6387.45,3993.79,4822.98,4645.76,3890.53,7704.85,2259.07,6060.52,3408.83
YFL039C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR448W_mRNA,16.15,12.44,48.05,19.68,33.06,25.33,41.93,27.12,33.46,36.87,17.38,43.79,29.01,25.9,26.16,11.77,22.8,50.26,38.61,0,27.06,0,0,0,0,14.24,0,12.03,0
YMR184W_mRNA,0,14.65,20.58,59.61,25.74,99.46,16.32,30.23,39.07,27.19,81.92,3.93,76.89,17.79,102.73,13.74,102.95,0,20.64,89.35,9.03,33.7,115.74,91.56,0,0,0,0,0
YKL206C_mRNA,188.85,139.71,201.09,92.29,174.78,102.12,237.35,260.76,247.74,300.33,138.17,220.14,81.45,183.43,128.07,126.48,65.65,204.97,198.2,175.44,139.63,82.39,128.22,118.34,79.5,293.9,0,310.26,0
YAR015W_mRNA,49.57,78.31,103.93,86.51,111.05,88.58,112.13,107.5,119.3,123.19,97.28,117.51,126.81,110.56,152.49,168.29,47.84,176.84,156.83,88.96,59.34,80.04,0,0,0,158.97,0,0,0
YNL220W_mRNA,88.19,0,134.58,50.21,100.31,31.04,116.51,110.69,114.2,111.06,87.66,107.9,80,134.42,36.65,132.85,25.95,80.99,127.66,281.24,117.75,55.1,65.47,51.79,0,29.91,0,0,122.05
YLR359W_mRNA,163.4,46.6,160.58,60.55,153.73,35.58,128.49,128.2,128,190.89,65.12,130.98,61.12,132.77,44.92,88.2,49.82,166.34,155.64,119.48,94.18,31.26,140.26,110.96,0,40.03,0,90.15,15.54
YLR028C_mRNA,147.76,91.63,165.47,165.66,145.47,118.17,141.16,153.27,129.61,166.09,212.58,170.27,128.21,161.91,115.63,212.73,145.55,253.73,236.66,178.78,202.55,112.4,156.65,211.4,409.34,241.69,296.01,115.37,0
YMR120C_mRNA,30.29,0,23.79,17.55,25.84,13.18,21.16,26.98,21.79,30.33,16.28,30.28,22.64,17.86,10.21,16.09,11.86,18.11,20.88,29.9,3.02,0,0,0,0,0,0,0,0
YOR128C_mRNA,16.53,0,6.15,2.4,5.22,7.2,13.41,13.67,19.82,14.07,11.85,7.18,6.18,10.4,14.87,0,3.24,0,0,0,0,4.06,0,0,0,0,266.39,10.26,0
YGR204W_mRNA,309.93,326.6,309.1,361,356.34,329.22,346.24,289.96,311.18,348.13,336.23,370.69,292.21,286.88,256.16,443.4,448.45,488.03,483.25,465.54,427.47,438.79,405.05,340.82,96.44,341.66,301.78,809.19,362.42
YMR300C_mRNA,97.11,46.7,166.55,89.12,138.06,73.96,133.51,138.48,159.89,186.36,89.92,142.07,81.68,157.8,58.2,98.28,57.06,93.54,86.77,63.9,148.53,99.45,20.85,24.69,38.61,285.45,223.5,70.31,124.62
YGL234W_mRNA,131.28,278.12,160.38,237.99,196.17,269.31,180.15,156.59,151.67,181.53,236.32,166.13,246.45,167.6,228.76,133.65,147.25,136.36,136.78,137.21,108.62,102.34,149.4,141.83,110.54,204.31,0,179.74,158.32
YGR061C_mRNA,314.49,155.21,433.8,161.35,387.06,123.41,328.04,303.63,283.8,427.9,172.29,402.78,130.56,350.75,155.44,256.96,107.01,262.39,318.98,502.16,348.78,124.09,568.81,549.2,463.38,530.22,159.17,430.57,41.42
YDR408C_mRNA,68.83,121.24,96.21,142.48,104.38,205.73,74.47,71.65,59.42,77.07,149.11,81.58,134.3,79.71,59.5,79.8,70.37,22.32,28.6,49.41,29.96,158.01,120.25,95.13,0,27.59,0,0,32.35
YCL058W-A_mRNA,112.38,269.53,21.67,232.57,33.14,249.46,40.53,45.28,53.9,33.76,95.88,0,214.27,41.24,292.02,0,187.12,58.82,45.21,0,104.63,56.35,0,0,0,0,0,0,588.47
YOL086C_mRNA,12513.39,4268.37,15252.92,4155.25,15222.24,3720.04,13176.41,12064.43,13040.86,12579.59,4620.94,13050.35,4789.64,13028.89,4584.2,8943.4,3121.47,8589.63,9953.29,14422.81,10092.03,2471.67,8376.45,8780.35,10097.95,11336.83,3999.98,9727.74,2319.13
YMR303C_mRNA,0,0,1.78,7.7,6.02,0,9.74,1.92,0,1.84,6.69,11.21,7.85,12.88,0,0,0,12.4,16.01,23,7.88,0,0,0,0,0,0,38.77,0
YMR083W_mRNA,137.37,129.46,192.56,173.09,159.43,157.42,168.32,143.92,164.57,181.06,211.07,149.12,128.93,169.29,132.35,150.66,257.03,154.01,164.63,199.24,130.88,111.65,238.93,326.23,642.01,111.25,154.89,177.48,100.75
YGL256W_mRNA,2.8,0,6.93,0,7.42,10.95,8.32,1.6,4.02,4.2,3.01,10.21,9.41,7.91,0,7.64,9.86,0,0,0,0,8.25,0,0,0,0,0,0,0
YBR145W_mRNA,4.2,0,12.49,7.32,20.68,5.49,11.36,18.42,28.98,11.34,4.53,21.88,9.44,21.78,5.68,3.82,14.84,0,0,0,0,0,0,0,0,0,0,0,0
YMR318C_mRNA,125.11,131.56,159.82,231.25,208.42,302.62,187.65,198.97,190.92,150.33,196.13,172.01,306.8,160.98,256.2,221.01,254.52,135.76,132.17,119.75,204.22,196.12,263.28,277.71,325.59,902.72,0,84.71,156.03
YCR105W_mRNA,0,0,0,0,0,0,2.04,1.44,1.08,0,0,3.92,4.23,0,0,3.43,0,0,0,0,0,11.12,0,0,0,0,0,0,0
YMR009W_mRNA,227.68,235.91,214.54,366.53,175.51,320.24,326.37,311.4,316.66,314.61,420.36,205.8,249.28,211.25,372.11,283.42,553.98,279.19,339.19,539.36,254.37,158.25,145.54,115.14,0,0,0,0,275.42
YDR226W_mRNA,481.72,386.7,410.81,565.46,487.76,609.85,565.64,574.02,518.97,469.41,597.66,407.46,576.87,565.4,574.07,251.49,785.17,258.62,273.99,324.73,295.36,776.02,346.32,385.98,504.51,233.13,775.65,328.15,1456.8
YER170W_mRNA,24.48,18.92,15.78,68.4,18.56,64.2,19.86,24.29,19.72,11.76,37.01,7.66,16.54,13.86,26.52,8.92,66.45,0,8.97,38.66,46.88,58.01,0,0,0,21.59,0,0,0
YJR105W_mRNA,1015.25,463.41,1254.22,644.46,1140.7,417.36,812.53,1007.53,978.69,1092.38,513.13,984.29,431.22,994.98,393.59,1185.35,498.16,848.12,909.88,1111.45,983.3,382.59,1152.18,995.68,396.32,854.63,31.99,1185.78,570.73
YCR011C_mRNA,40.49,17.27,64.71,24.72,68.8,21.49,55.57,44.08,59.56,68.93,32.18,53.18,21.81,58.02,26.23,47.81,23.74,64.66,55.23,23.69,25.13,2.21,86.67,105.59,171.73,66.13,0,50.26,0
YDR216W_mRNA,10.67,20.45,6.17,31.84,4.49,35.48,19.87,20.81,17.05,9.97,35.57,6.8,18.55,10.62,15.93,3.24,15.97,11.96,13.48,18.72,11.35,5.23,27.79,22.38,0,57.48,0,0,0
YCR010C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0
YDL239C_mRNA,0,0,0,1.66,0.72,2.49,0.52,1.82,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR227C_mRNA,0,0,5.03,0,5.49,3.79,9.4,3.87,5.84,3.48,0,9.07,3.25,10.94,3.91,0,0,0,5.32,22.88,17.34,0,0,0,0,0,0,0,0
YMR064W_mRNA,5.55,10.69,17.22,16.9,11.58,14.5,12.77,15.37,15.98,8.34,32.85,15.93,28.03,6.55,7.49,7.59,17.95,13.28,10.21,0,16.62,0,64.37,50.92,0,0,0,0,0
YMR282C_mRNA,22.65,24.2,11.23,15.31,10.49,3.28,9.53,14.41,9.41,20.41,10.82,24.93,28.21,9.5,13.57,11.46,19.22,33.37,30.42,19.87,9.04,3.71,9.73,7.7,0,0,0,0,0
YPL005W_mRNA,2.42,0,4.2,0,1.84,0,5.24,6.01,2.09,2.91,0,1.26,8.14,3.43,0,0,8.53,20.27,15.58,0,0,10.71,0,29.62,138.63,0,0,0,0
YLR040C_mRNA,11.56,0,7.17,10.11,8.76,7.59,4.69,3.31,8.32,208.33,118.82,223.03,110.87,215.41,149.01,52.64,6.83,27.51,21.14,0,20.75,8.58,0,0,0,0,0,0,0
YEL052W_mRNA,40.69,36.16,32.6,27.24,32.04,16.36,34.71,40.62,49.54,32.91,26.95,24.49,24.6,42.83,25.35,59.88,16.57,44.88,34.5,0,29.98,4.62,24.17,19.13,0,0,0,0,0
YLR397C_mRNA,46.27,73.42,66.34,90.82,67.11,60.32,66.92,53.36,65.41,55.59,66.97,56.65,83.35,67.38,46.05,75.12,139.29,108.35,105.51,103.22,72.24,103.69,62.26,55.41,28.79,239.49,194.18,7.49,123.74
YER017C_mRNA,67.18,49.34,51.93,36.02,33.71,46.37,40.61,44.87,35.82,43.92,40.31,20.61,53.1,32.62,42.57,32.39,30.14,42.29,54.46,93.61,37.84,46.55,68.79,54.42,0,0,0,0,0
YOR129C_mRNA,0,16.33,5.91,10.34,0.65,11.09,5.06,8.77,7.83,4.6,9.13,6.21,9.52,8.83,6.87,7.75,1,14.26,10.96,0,12.22,7.51,0,0,0,97.54,0,0,0
YDR085C_mRNA,2.37,4.56,7.65,12.37,5.4,18.58,8.34,7.7,6.15,7.84,17.85,8.66,18.62,1.12,19.19,6.48,26.48,8.52,6.55,0,0,10.49,0,0,0,0,0,0,0
YGL071W_mRNA,10.79,20.73,12.31,37.48,10.63,67.54,8.75,5.76,17.38,9.72,41.72,16.88,19.34,6.11,17.44,21.62,51.92,5.16,7.94,17.04,12.91,31.78,0,0,0,0,0,0,0
YPL202C_mRNA,8.87,73.96,11.73,41.14,10.09,34.76,7.2,9.03,14.46,12.43,41.35,7.71,36.49,11.16,67.81,10.77,41.71,0,0,0,0,47.98,0,0,0,13.03,0,0,0
YNR044W_mRNA,12.38,0,13.31,8.96,4.69,5.38,3.91,4.73,6.53,3.1,2.22,6.46,0,5.84,0,16.92,10.9,14.82,11.39,0,14.82,3.04,0,0,0,0,0,7.69,0
YGL032C_mRNA,0,19.7,15.01,71.24,11.48,53.49,19.1,32.73,23.23,0,11.01,0,0,4.76,0,18.38,132.4,11.93,9.17,0,0,45.31,0,0,0,44.49,0,0,0
YPR021C_mRNA,23.69,25.99,20.98,33.78,18.61,19.85,24.72,27.13,24.84,31.01,25.43,30.89,30.31,17.57,27.33,20.04,13.89,4.05,3.12,0,36.47,17.44,6.55,5.18,0,0,128.28,0,0
YDR524C_mRNA,26.59,5.69,30.77,17.99,15.68,3.86,23.97,25.37,27.2,27.51,34.97,16.95,19.89,29.27,27.9,24.22,15.63,31.78,24.43,0,10.61,4.36,0,0,0,0,0,99.02,0
YIL044C_mRNA,9.3,125.7,36.89,113.63,35.25,103.6,37.72,63,65.55,40.5,135.52,41.22,130.86,46.06,151.06,50.82,161.82,5.53,4.26,0,55.65,96.37,97.82,85.28,0,0,290.05,0,143.76
YCL025C_mRNA,83.44,72.11,130.54,102.13,108.5,52.21,94.85,104.38,103.27,98.79,77.94,121.03,53.25,74.9,80.89,186.74,120.42,224.31,205.1,148.09,144.94,132.68,265.87,222.56,71.57,228.6,207.07,130.35,89.8
YBR132C_mRNA,22.11,4.72,19.5,12.81,16.77,22.45,24.59,17.82,17.68,16.98,10.56,17.94,24.79,8.11,26.5,35.81,37.52,26.45,38.4,77.61,38.24,50.71,28.5,22.54,0,10.83,0,0,0
YFL055W_mRNA,2.6,0,4.52,0,1.97,0,1.41,3.97,4.49,3.91,2.8,4.07,0,2.46,0,2.37,0,9.34,14.36,30.83,6.23,0,0,0,0,0,0,0,0
YFL030W_mRNA,0,15.78,3.04,0,6.2,0,12.17,4.68,8.24,7.37,13.23,8.53,4.6,0,0,0,7.23,9.77,7.91,0,24.48,12.1,0,0,0,0,0,137.06,0
YDR214W_mRNA,232.42,1004.78,282.21,1020.05,291.7,991.48,370.67,295.97,329.79,300.94,1257.32,315.56,1153.52,302.49,1099.92,470.85,1010.48,415.49,418.8,427.19,283.02,681.42,213.88,181.69,57.36,353.4,1609.06,179.08,1072.48
YOR023C_mRNA,10.28,14.83,22.95,78.22,18.52,63.76,14.6,18.64,26.63,26.26,71.86,30.84,98.01,19.41,69.32,46.84,80.05,43.04,33.08,0,61.55,109.93,9.94,7.86,0,0,0,0,79.16
YCR082W_mRNA,27.14,282.07,31.41,310.75,48.02,323.06,68.51,75.97,75.5,51.64,177.39,84.92,318.6,51.22,160.66,32.96,113.09,0,8.23,35.72,10.83,229.76,0,0,0,39.89,949.15,0,0
YLR109W_mRNA,1431.21,977.39,1755.78,1065.73,2067.65,1136.04,2182.72,1934.84,2024.75,2164.82,1475.22,1604.54,1096.87,1853.17,1147.67,1498.88,1071.07,1941.67,2114.71,2688.52,2158.55,1330,2471.49,2530.25,2707.33,1167.64,526.23,1620.06,2314.7
YHR093W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNR074C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL046C_mRNA,30.09,58.74,22.38,35.4,45.62,66.45,59.94,43.42,57.72,36.15,32.84,41.84,91.32,85.16,68.63,27.4,53.83,47.42,36.45,0,48.02,30.02,0,0,0,44.22,0,0,0
YER087W_mRNA,70.36,20.82,52.34,51.76,37.96,45.93,40.99,34.6,39.71,50.4,46.56,53.63,33.38,42.13,29.2,54.23,36.57,51.77,54.71,64.11,35.63,39.91,0,0,0,23.86,0,110.85,0
YER093C-A_mRNA,0,0,26.47,6.7,40.47,0,37.12,21.83,28.52,16.03,0,27.83,0,14.39,62.31,13.89,9.05,0,41.72,180.61,0,0,0,0,0,0,0,0,0
YER093C-A_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL160W_mRNA,28.3,4.95,43.38,15.65,24.38,20.15,39.66,28.96,26.65,43.27,11.06,37.56,20.19,47.33,20.81,37.49,0,30.77,35.47,50.78,46.19,3.79,0,7.87,36.82,0,0,0,118.81
YHL021C_mRNA,39.6,134.88,52.88,132.52,49.66,115.43,40.37,45.93,72.76,53.07,118.02,39.72,95.73,56.05,111,122.09,139.72,54.61,64.36,96.22,123.99,112.39,229.72,182.31,0,0,0,0,344.26
YHR198C_mRNA,21.62,83.43,40.74,22.63,19.67,39.64,30.4,28.88,29.86,24.67,46.64,40.58,38.91,14.28,64.34,15.75,48.42,82.5,67.37,17.07,46.57,83.15,133.32,105.47,0,0,0,64.4,0
YIL087C_mRNA,7.95,30.92,11.83,20.96,21.1,10.49,21.51,22.76,16.02,19.11,8.64,4.15,36.05,18.76,10.84,57.94,14.17,0,29,125.59,38.08,106.67,0,0,0,0,0,0,0
YAL049C_mRNA,91.08,20.72,82.37,79.62,73.12,84.39,68.11,93.05,92.5,86.91,69.51,64.26,24.16,65.72,58.11,43.92,107.62,159.49,161.82,169.23,64.13,87.38,247.44,293.62,460.11,23.62,0,99.76,0
YIL158W_mRNA,14.31,13.89,21.29,12.55,13.56,0,11.61,21.85,30.88,10.75,31.05,22.39,16.19,10.13,38.94,32.58,0,42.48,32.65,0,0,31.94,0,0,0,283.91,0,0,0
YIR003W_mRNA,11.64,71.62,21.37,111.28,15.89,139.76,28.97,28.89,28.81,25.18,90.09,10.93,122.65,15.38,147.49,38.18,140.84,11.14,12.85,18.39,19.51,109.82,0,7.21,33.33,0,642.69,26.02,274.73
YJL046W_mRNA,3.39,6.54,12.63,14.78,7.72,8.88,11.02,11.01,16.6,8.16,10.97,26.55,3.81,4.8,4.58,6.18,9.99,40.54,34.28,13.4,8.13,15.04,0,0,0,0,0,0,0
YJL131C_mRNA,3.81,7.34,0.94,19.9,4.33,9.96,6.18,4.36,2.19,2.29,8.2,0,8.55,3.59,5.14,0,11.21,9.09,17.46,45.08,0,0,0,0,0,0,0,0,0
YJR080C_mRNA,105.04,107.94,93.77,82.33,73.01,128.21,89.96,90.21,102.77,61,49.03,111.38,39.33,72.68,127.7,114.81,100.98,91.99,89.99,82.95,230.53,67.24,40.54,106.91,350.82,0,0,0,198.03
YJR100C_mRNA,9.1,35.12,25.94,15.87,17.24,47.68,24.6,17.36,34.02,25.96,39.27,21.34,25.59,21.45,6.16,37.28,37.55,32.53,25,0,27.22,67.32,0,0,0,0,0,0,0
YKL037W_mRNA,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR074W_mRNA,22.84,73.95,32.09,120.33,14.43,100.39,39.12,63.92,43.81,32.01,157.09,27.79,68.98,39.51,93.32,41.6,108.43,81.3,62.49,0,0,102.05,87.59,69.29,0,33.57,0,0,0
YBR108W_mRNA,14.57,9.32,6.42,28.08,4.91,27.41,13.57,8.65,11.64,6.81,36.47,7.6,38.03,8.4,32.67,5.9,39.85,22.06,17.38,0,0,69.06,0,0,0,7.14,0,0,41.45
YML050W_mRNA,0,0,4.21,0,4.83,0,14.92,2.43,12.21,10.19,4.58,8.85,0,6,0,0,30.01,0,0,0,25.39,18.83,147.2,116.45,0,0,0,0,0
YML087C_mRNA,0,0,4.85,0,3.71,0,7.94,3.73,2.81,4.41,0,2.55,0,4.61,0,0,2.89,11.66,8.96,0,23.42,14.49,0,0,0,0,0,0,0
YMR003W_mRNA,22.19,14.37,7.34,12.99,11.22,9.75,4,11.3,10.64,11.11,8.03,7.72,50.26,3.49,0,13.48,26.33,0,0,0,61.99,0,0,0,0,0,0,0,0
YMR157C_mRNA,14.85,0,31.91,30.26,31.9,38.94,36.14,25.5,31.33,37.16,37.42,10.32,22.3,37.36,33.52,4.51,11.68,5.89,4.53,0,41.47,14.66,57.17,45.23,0,0,0,221.15,25.52
YOL053W_mRNA,20.96,6.73,16.46,21.3,17.22,4.57,12.29,12.67,21.11,16.79,7.53,20.04,7.85,13.19,33.04,6.37,6.17,37.7,29.04,0,12.55,41.29,80.92,64.01,0,0,386.63,104.09,0
YBR194W_mRNA,0,174.3,10.1,71.62,15.44,118.3,19.83,13.99,11.72,22.02,106.29,0,120.09,7.69,133.3,0,87.12,0,0,0,0,72.88,0,0,0,359.21,0,0,126.85
YOR215C_mRNA,28.15,0,6.98,24.62,6.4,14.79,18.27,20.41,14.58,10.15,18.27,11.74,25.4,7.97,15.27,5.13,86.52,0,10.97,44.45,20.22,16.7,0,0,0,0,0,209.64,0
YPL158C_mRNA,29.3,48.24,28.02,50.88,31.73,38.2,32.82,25.56,27.7,45.26,42.7,26.19,63.28,25.67,53.55,19.06,36.84,12.52,9.62,0,20.04,24.66,0,0,0,9.23,0,85.72,42.91
YPR004C_mRNA,40.59,8.71,128.63,47.23,107.73,88.66,80.52,112.77,105.13,94.85,48.68,56.45,45.69,82.99,36.63,82.17,114.39,96.81,86.81,53.43,226.77,93.47,121.69,96.29,0,19.89,0,16.8,0
YHR199C_mRNA,119.09,41.04,112.85,25.97,116.1,22.28,79.37,92.18,110.15,94.54,18.35,102.03,28.71,110.36,40.27,73.6,7.52,147.12,142.64,134.34,66.19,37.75,131.18,103.78,0,0,0,142.55,0
YDL237W_mRNA,120.23,20.44,132.41,64.67,122,60.12,105.2,86.38,93.61,108.35,34.28,106.96,47.67,96.76,23.88,151.38,22.89,114.01,116.84,125.65,190.48,57.46,68.24,53.98,0,15.59,0,197.53,0
