,QU5017_27-32nt,QU5017_37-43nt,QU5019_27-32nt,QU5019_37-43nt,QU5020_27-32nt,QU5020_37-43nt,QU5033_27-32nt,QU5034_27-32nt,QU5035_27-32nt,QU5334_27-32nt,QU5334_37-43nt,QU5337_27-32nt,QU5337_37-43nt,QU5338_27-32nt,QU5338_37-43nt,RU4816_27-32nt,RU4816_37-43nt,RU4816minus_20-23nt,RU4816minus_20-32nt,RU4816minus_27-32nt,RU4819_27-32nt,RU4819_37-43nt,RU4819minus_20-23nt,RU4819minus_20-32nt,RU4819minus_27-32nt,RU4902_27-32nt,RU4902_37-43nt,RU4903_27-32nt,RU4903_37-43nt
YHR107C_mRNA,67,10,259,31,182,32,263,313,229,220,23,115,36,135,27,66,68,20,31,11,45,27,12,22,10,3,0,3,1
YLR215C_mRNA,10,4,36,6,16,5,28,37,25,25,5,20,5,29,4,27,8,19,19,0,15,8,0,1,1,0,0,6,0
YDL220C_mRNA,7,5,45,8,26,6,47,59,41,35,4,36,16,35,2,9,9,4,8,4,9,6,4,4,0,1,0,0,5
YFR028C_mRNA,27,13,159,31,71,7,102,169,106,99,25,49,26,73,13,32,39,40,49,9,41,17,39,42,3,16,2,7,21
YAR019C_mRNA,9,4,41,6,20,4,29,48,45,32,4,25,9,18,7,6,14,9.88,10.92,1,10,2,0,0,0,1,0,0,7
YKL022C_mRNA,120,6,494,12,330,8,704,730,526,439,17,267,21,261,19,45,22,23,33,10,35,11,7,8,1,48,0,19,0
YAL038W_mRNA,9370,1209,33088,1957,18527,1199,23812,33161,21797,28044,2011,18271,2056,17354,1801,9541,4100,6216.16,8125.07,1909,8490,1644,1686.86,1995.99,309,2158,268,2458,463
YGL116W_mRNA,21,3,109,13,57,13,65,86,53,73,11,54,14,31,16,41,40,23,28,5,22,13,2,2,0,0,0,4,0
YOR074C_mRNA,24,8,75,13,33,19,53,71,56,38,9,24,12,28,7,16,34,12,13,1,13,10,2,2,0,1,11,4,5
YHR166C_mRNA,7,4,47,12,25,4,25,57,40,41.57,8,14,4,17,3,9,6,10.01,12.01,2,4,8,0,0,0,0,0,10,0
YAL041W_mRNA,13,11,93,37,48,25,62,87,58,50,31,32,26,36,26,25,48,31,34,3,12,17,0,0,0,7,0,0,0
YLR310C_mRNA,24,5,94,29,57,35,75,132,101,87,40,43,30,48,25,42,53,17.35,22.58,5,22,14,0,0,0,23,0,10,0
YFR036W_mRNA,1,0,8,3,12,2,15,16,11,16,1,2,1,12,5,4,10,0,0,0,0,3,0,0,0,0,0,10,1
YBL084C_mRNA,6,13,32,20,14,15,22,47,25,34,8,18,13,14,17,18,20,4,6,2,4,8,0,1,1,1,0,0,13
YBR160W_mRNA,25,10,110,19,85,13,115,203,96,67,14,41,13,48,11,47,21,25.19,28.13,2,26,20,1,5,4,1,0,1,0
YLR314C_mRNA,28,17,140,47,102,22,143,150,116,105,47,50,33,62,17,57,84,35,42,7,44,31,2,4,2,4,7,27,6
YOR257W_mRNA,2,3,3,4,0,2,1,8,3,2,1,2,4,3,3,2,33,0,0,0,1,3,0,0,0,0,0,0,0
YOL139C_mRNA,105,110,422,250,315,151,388,643,408,369,203,191,166,227,145,146,295,69,74,5,102,148,30.71,50.01,19,8,9,23,19
YDR054C_mRNA,56,26,196,58,110,28,137,197,149,135.91,40,86,33,78,32,30,79,52.96,56.94,4,30,28,0,8,8,3,0,11,23
YDL165W_mRNA,6,22,20,50,17,38,29,37,26,19,33,6,21,13,13,11,55,3,3,0,11,21,0,0,0,2,17,0,6
YDR168W_mRNA,18,17,60,62,50,29,64,96,60,56,39,26,49,30,22,28,68,11,11,0,17,22,1,1,0,1,0,8,0
YCR093W_mRNA,154,39,664,104,396,59,427,645,382,410,118,283,110,238,65,113,107,106.38,141.73,35,69,63,22,23,1,25,7,55,13
YFL009W_mRNA,19,7,127.53,30,88,21,84.72,139,90.22,90,29,49.91,28,66,15,24,31,6,18,11.59,17,21,5,5,0,0,0,3,5
YDR364C_mRNA,6,6,22,11,10,13,24,48,25,24,10,13,13,7,8,4,11,2,2,0,0,4,0,4,4,0,0,1,0
YLR229C_mRNA,59,29,248,77,139,61,185,259,174,211,56,103,79,119,47,51,100,23,26.11,4,48,28,13,17,4,1,21,9,29
YGL155W_mRNA,15,7,45,18,13,5,45,41,27,36,16,17.3,16,23,3,3,17,10,12,2,17,7,0,0,0,1,0,0,0
YLR103C_mRNA,23,5,56,17,31,4,36,64,39,44,14,27,8,28,18,9,9,11.31,13.52,2,10,15,4,4,0,18,0,3,0
YDL126C_mRNA,204,111,1068,376,652,201,881,1184,865,917,287,496,215,560,176,257,469,175.53,230.46,55.4,232,232,51.98,71.99,20,38,43,56,49
YMR001C_mRNA,15,9,123,15,56,19,75,123,86,92,26,48,17,61,17,24,21,8,12,4,12,10,3,3,0,3,0,19,11
YCR094W_mRNA,13,1,48,4,42,3,40,63,40,37,11,36,3,22,8,9,1,9.03,10.08,1,3,3,8,8,0,0,0,9,0
YDL132W_mRNA,35,31,151,69,82,37,83,157,92,117,68,73,52,71,34,32,57,20,23,3,12,18,11,11,0,2,19,4,0
YGL190C_mRNA,20,16,133,44,72,29,109,127,101,114,47,55,35,60,44,16,32,13,23,10,23,10,0,0,0,16,0,13,0
YJL194W_mRNA,21,4,42,19,24,4,48,55,44,18,10,17,16,25,27,21,30,10,12,2,19,1,1,1,0,1,13,0,0
YPL160W_mRNA,407,92,2022,223,1116,178,1381,1915,1349,1703,239,916,202,838,170,363,389,377.65,467.4,90,367,184,128,168.99,41,137,47,93,39
YDL017W_mRNA,13,0,56,3,51,7,83,59,54,56,10,23,5,21,2,16,25,4.03,4.01,0,15,0,0,0,0,0,7,2,12
YLR418C_mRNA,16,14,41,45,33,23,47,80,50,35,21,27,27,17,25,14,46,5,5,0,8,6,0,1,1,1,0,11,0
YJR057W_mRNA,13,1,29,17,21,11,30,47,31,24,9,6,19,22,14,9,22,2,4,2,0,6,0,0,0,1,0,0,3
YDL164C_mRNA,28,6,93,24,80,10,74,108,73.94,83,18,40,11,45,9,24,41,11,20.01,9,38,8,5,5,0,1,0,25,0
YLR245C_mRNA,11,6,14,5,19,5,41,47,36,32,4,12,2,15,3,12,5,8,8,0,3,0,1,1,0,0,0,0,0
YGL003C_mRNA,7,6,41,2,27,7,20,39,31,38,11,23,19,22,4,11,12,4,4,0,9,6,1,1,0,1,6,0,0
YBR029C_mRNA,53,4,180,8,101,4,163,166,139,138,7,74,9,84,2,27,21,25,26,1,17,3,1,1,0,4,0,5,2
YMR213W_mRNA,0,2,18,16,7,12,15,19,7,7,9,3,16,2,9,3,38,2,2,0,1,5,0,0,0,0,2,0,1
YGL130W_mRNA,7,2,33,8,28,6,38,42,30,28,11,11,8,14,6,12,41,8,12,4,6,10,14,14,0,9,0,0,1
YER061C_mRNA,38,1,178,7,97,4,311,359,249,199,2,118,2,117,4,22,11,4,5,1,24,4,0,0,0,17,0,3,0
YMR168C_mRNA,3,3,36,6,25,4,29,31,21,22,5,13,4,24,3,4,4,6,6,0,3,0,1,1,0,0,0,0,0
YPL228W_mRNA,15,9,46,26,39,18,56,65,52,50,26,21,11,44,10,28,33,4,11,7,39,12,1,5,4,5,1,6,10
YOR112W_mRNA,20,3,136,27,71,11,99,137,107,86,19,48,15,68,13,37,20,10,24,14,35,17,3,3,0,16,0,15,6
YIL003W_mRNA,6,2,30,7,17,8,23,21,19,16,6,16,3,23,4,8,21,9,10,1,3,0,0,0,0,0,0,0,0
YDR301W_mRNA,10,6,79,13,55,8,59,77,53,58,10,43,25,41,9,23,24,20,29,9,16,5,3,3,0,17,0,0,8
YLR115W_mRNA,18,9,79,14,54,7,61,112,48,57,16,49,17,48,4,15,13,15,16,1,6,1,2,2,0,0,0,0,0
YML036W_mRNA,7,3,32,8,21,4,14,29.21,14,19,11,9,4,9,7,15,17,9,12,3,12,11,0,0,0,0,0,0,0
YML036W_pre-mRNA,0,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL029W_mRNA,0,2,2,3,4,2,3,6,2,4,3,2,1,8,1,0,10,1,1,0,0,4,0,0,0,0,0,0,2
YCL064C_mRNA,34,7,146,16,102,9,84,163,65,67,9,55,6,40,5,23,1,10.02,12,2,32,4,3,3,0,8,0,3,9
YLR098C_mRNA,2,2,16,9,9,4,20,15,9,7,3,11,2,6,0,5,8,0,1,1,4,3,0,0,0,0,0,0,0
YGL206C_mRNA,211,147,936,466,599,244,888,1281,796,738,374,359,348,411,303,315,554,158.29,220.68,62,226,199,40,44.01,4,77,44,66,72
YER164W_mRNA,41,49,157,123,120,65,107,177,114,99,123,72,89,68,53,31,138,24.07,27.07,3,24,52,2,3,1,2,8,8,12
YBR274W_mRNA,6,6,38,9,27,3,28,43,46,35,7,23,9,16,2,10,5,0,1,1,5,5,1,1,0,0,0,0,0
YPL008W_mRNA,4,9,35,9,18,6,26,57,36,37,10,13,7,29,9,9,8,5.99,6,0,3,1,7,7,0,0,0,0,5
YDR254W_mRNA,0,4,13,9,10,6,5,23,17,10,17,9,2,5,4,2,8,0,3,3,3,12,0,0,0,0,0,0,0
YER026C_mRNA,32,13,123,29,83,25,101,154,108,111,35,68,41,60,20,45,38,36.99,47,10,33,15,4,7,3,24,2,19,7
YGR157W_mRNA,113,33,523,57,280,21,572,810,462,555,82,309,58,275,27,111,59,138.61,161.79,23,128,18,47.11,51.65,4,50,0,31,5
YNL192W_mRNA,32,39,168,109,107,76,138,203,121,137,85,62,85,72,68,33,180,19,25,6,20,49,1,1,0,4,17,2,3
YBR038W_mRNA,52,42,316,58,174,44,198,358,195,266,65,130,68,149,49,84,124,43,55,12,80,41,24,30,6,16,14,34,11
YBR023C_mRNA,89,27,266,54,142,33,208,268,214,229,43,111,43,158,40,91,56,36.26,49.58,13,33,13,13,26,13,9,0,17,0
YLR330W_mRNA,28,27,118,43,81,38,132,178,147,133,41,58,34,81,29,21,121,13,19,6,22,24,15,17,2,9,11,15,1
YJL099W_mRNA,18,5,71,7,43,4,57,67,43,49,6,32,5,30,9,26,7,17,28,11,17,3,5.68,5.84,0,1,10,5,0
YHR142W_mRNA,23,8,95,31,61,17,79,126,78,76,25,61,22,75,21,24,39,16,22,6,22,16,4,4,0,20,1,1,27
YER030W_mRNA,6,5,13,6,9,9,10,21,9,17,6,11,3,9,8,6,21,3,3,0,0,10,0,0,0,0,0,0,1
YDR267C_mRNA,23,3,98,7,55,5,74,103,92,91,9,40,8,49,7,23,15,24.02,25.02,1,19,1,7,7,0,1,0,0,0
YHR122W_mRNA,7,10,44,23,27,12,42,47,48,35,13,18,12,14,11,13,39,5.02,8.08,3,7,0,0,0,0,1,15,0,14
YHR052W_mRNA,9,21,37,32,35,16,42,77,43,38,29,17,28,16,21,13,50,7,11,4,5,17,5,9,4,1,0,4,11
YMR198W_mRNA,3,1,8,4,4,5,9,12,5,4,4,4,8,1,5,3,6,0,1,1,0,2,0,0,0,0,0,0,0
YOR349W_mRNA,9,1,32,7,14,3,19,37,27,27,7,14,8,19,6,5,7,9,9,0,6,3,1,1,0,7,0,0,0
YPL241C_mRNA,0,2,0,9,0,6,11,14,15,0,1,4,2,5,6,7,18,13,13,0,4,5,0,0,0,0,0,5,5
YPL241C_pre-mRNA,0,0,4,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR138W_mRNA,1,1,8,7,5,3,15,18,15,15,4,4,5,11,7,2,4,0,0,0,3,0,0,0,0,0,0,0,0
YOR028C_mRNA,7,10,3,10,3,1,6,10,7,1,5,0,3,6,5,1,18,0,0,0,0,5,0,0,0,0,0,0,0
YEL061C_mRNA,13,7,27,16,18,14,18,32,24,27,24,9,9,15,18,8,19,2,2,0,7,7,0,0,0,1,2,0,0
YGR207C_mRNA,8,16,49,42,23,24,32,62,40,25,24,15,27,20,19,12,48,8,11,3,8,14,4,4,0,1,0,0,5
YOR356W_mRNA,42,4,302,22,164,9,189,241,203,193,19,110,13,111,19,45,36,18,25,7,46,28,3,3,0,1,0,17,4
YJL158C_mRNA,174.49,61,650,84,454.47,59,692,973.78,656,642,123,357,93,390,75,330.36,252,325.59,407.41,82,195,102,41.97,55.14,14.01,54,57,68,32
YNR001C_mRNA,54,27,280,62,149,19,369,470,341,213,58,139,61,139,39,92,85,89,135,46,104,66,38.01,42.02,4,1,0,58,10
YCR005C_mRNA,31,11,83,25,42,21,110,136,105,64,30,46,37,51,20,25,48,31.01,42.04,11,18,27,7.99,8.98,1,12,0,5,46
YPR001W_mRNA,0,2,2,1,0,0,3,1,2,1,4,0,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
YIL035C_mRNA,40,12,139,19,91,21,116,145,137,126,24,63,14,82,16,25,33,45,48,3,30,15,10,10,0,2,0,24,4
YOR061W_mRNA,94,47,299,98,199,56,209,359,225,228,101,149,80,166,70,76,97,64,84,20,84,37,15,21,6,1,14,18,12
YGL019W_mRNA,31,8,113,14,85,10,80,121,95,90,22,44,15,63,5,78,30,48,67,19,30,12,13,13,0,0,0,22,11
YOR039W_mRNA,16,6,65,25,41,16,71,83,39,43,20,18,22,19,23,24,42,16,18,2,15,9,2,9,7,0,0,0,0
YLR133W_mRNA,19,3,81,16,64,11,85,139,86,85,13,44,18,56,12,44,52,26,28,2,23,15,4.02,4.13,0,26,0,1,1
YBR135W_mRNA,8,2,25,4,13,2,22,39,18,20,3,6,7,16,3,8,12,5,5,0,0,1,0,3,3,0,0,0,5
YNL298W_mRNA,24,9,74,20,53,11,46,87,59,67,23,26,22,31,11,13,52,10,16,6,22,16,0,0,0,18,10,0,0
YGR108W_mRNA,6,10,23,29,20,20,32,47,37,25,24,11,20,18,18,6,24,9,10,1,1,14,0,3,3,0,0,0,0
YPR119W_mRNA,11,13,50,65,26,58,38,60,45,44,50,33,22,19,36,17,58,12,12,0,8,17,0,0,0,0,21,0,0
YDL155W_mRNA,14,7,88,10,61,2,63,116,72,62,27,30,20,45,6,9,19,8,13,5,18,6,3,3,0,0,3,0,1
YLR210W_mRNA,8,4,31,8,16,8,14,37,19,23,7,16,8,19,3,3,7,8,8,0,6,3,0,0,0,0,0,0,0
YPR120C_mRNA,10,4,30,9,16,11,32,26,23,23,11,9,6,16,5,6,36,3,7,4,5,7,0,1,1,0,7,7,0
YGR109C_mRNA,4,1,14,2,7,4,9,19,15,15,4,12,5,11,1,1,14,10,11,1,2,2,0,3,3,0,0,7,0
YGR167W_mRNA,18,25,63,68,43,41,97,114,75,57,37,25,46,32,37,4.03,117,0,3,3,18,32,0,0,0,2,1,11,0
YGR110W_mRNA,1,0,2,2,0,1,4,2,2,0,0,1,0,0,0,0,1,1.01,1,0,0,0,0,0,0,0,0,0,0
YLR117C_mRNA,7,7,61,7,22,1,48,51,35,48,8,24,12,24,8,9,15,12,18,6,7,2,0,0,0,0,0,4,0
YGL215W_mRNA,0,18,14,21,11,14,18,40,29,10,16,7,18,7,13,6,13,5,12,7,5,1,9,9,0,0,0,0,0
YMR199W_mRNA,15,2,76,18,67,5,61,100,64,64,19,32,15,22,8,10,12,13,13,0,25,7,9,9,0,1,0,0,0
YPL256C_mRNA,87,40,305,127,177,84,245,374,278,293,122,176,144,204,94,79,158,52.99,76,23,47,56,13.92,13.91,0,28,0,21,5
YAL040C_mRNA,18,11,64,26,44,20,63,96,60,72,40,36,22,44,26,30,32.99,30,31,1,22,13,2,3,1,15,0,13,0
YOR250C_mRNA,13,4,73,3,44,10,54,84,40,60,10,27,11,32,10,24,26,6,6,0,14,11,0,1,1,0,0,5,14
YMR012W_mRNA,224,176,1080,510,631,321,841,1241,747,860,395,459,311,443,288,343,553,208.97,251.98,43,258,221,77.19,93.19,16,106,41,46,35
YKL137W_mRNA,2,4,8,9,11,6,16,14,8,11,3,2,7,5,1,4,19,1,1,0,0,6,0,0,0,0.89,0,1,9
YBL059C-A_mRNA,4,0,11,0,8,0,17,12,5,11,0,6,3,7,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0
YBL059C-A_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR194C-B_mRNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR194C-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR109C_mRNA,10,29,31,80,23,52,81,147,74,45,45,7,44,29,33,10,73,7,9,2,8,22,1,1,0,2,0,0,7
YFR014C_mRNA,3,7,20,15,12,7,20,31,21,11,6,4,4,5,5,11,18,5,6,1,2,15,0,0,0,2,0,11,0
YOL016C_mRNA,12,2,54,21,44,16,57,73,48,42,16,20,16,30,8,12,31,7,7,0,25,9,0,3,3,0,0,9,0
YML057W_mRNA,43,18,127,52,70,60,140,199,115,96,59,63,62,73,61,37,193,15,16,1,24,36,16,16,0,4,19,17,25
YDL156W_mRNA,4,8,35,5,28,3,32,46,27,36,6,29,6,23,2,8,13,13,15,2,7,3,0,0,0,1,0,1,0
YPR013C_mRNA,1,0,4,3,4,3,5,12,3,4,5,3,5,3,1,3,4,3,3,0,1,4,0,9.01,9,0,0,0,0
YLR003C_mRNA,9,9,20,28,20,19,36,27,32,23,14,6,19,14,6,8,36,0,0,0,4,11,8,8,0,0,0,0,0
YLR433C_mRNA,8,2,33,11,29,9,35.98,45,26,44,13,19,5.92,18,7,14,29,8,9,1,10,2,0,0,0,13,0,1,0
YKL190W_mRNA,10,6,27,36,21,10,50,70,48,32,20,13,15,17,13,16,31,4.01,4.01,0,2,7,4.89,4.91,0,0,23,0,0
YKL190W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL058W_mRNA,23,5,79,17,55,7,73,71,67,81,5,75,7,40,3,31,7,21,21,0,17,8,9,9,0,3,0,27,0
YDR357C_mRNA,0,3,6,8,1,7,5,4,6,4,11,2,6,2,1,8,19,0,0,0,1,3,0,0,0,6,0,0,8
YNL225C_mRNA,3,9,22,12,9,10,8,21,14,20,10,7,3,7,9,5,15,5.99,6,0,8,2,0,0,0,0,0,0,0
YFR046C_mRNA,0,2,2,4,3,6,8.19,12.08,7,4,4,3,7,1.02,4,0,7,0,0,0,0,2,0,0,0,0,0,0,0
YBR155W_mRNA,8,18,22,18,17,11,23,41,23,35,16,14,39,16,22,11,18,6,6,0,5,8,1,4,3,0,0,0,0
YIL157C_mRNA,21,10,94,18,56,21,85,100,81,88,28,58,25,42,9,17,45,20,23,3,18,16,0,1,1,0,0,0,11
YPL189C-A_mRNA,3,5,12,12,6,4,13,17,12,3,8,3,10,6,3,5,6,0,0,0,0,4,0,0,0,0,0,0,0
YJL062W-A_mRNA,1,1,26,8,16,10,34,45,32,21,7,7,6,13,8,5,45,2,5,3,8,7,0,0,0,0,0,0,6
YLR218C_mRNA,0,6,3,3,4,6,3,6,7,5,2,2,0,2,6,0,7,0,0,0,0,0,0,0,0,0,0,0,5
YMR244C-A_mRNA,2,4,6,4,8,0,13,19,6,9,3,2,5,2,4,0,2,0,0,0,4,2,0,0,0,0,0,0,0
YLL050C_mRNA,44,50,224.27,61,134,45,208.61,345,240,190,65,64,62,128.06,49,72,121,36,40,4,38,54,0,0,0,6,1,13,0
YLL050C_pre-mRNA,0,0,7.73,0,0,0,7.39,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL223C_mRNA,12,3,60,9,36,7,54,82,35,41,10,15,12,20,1,25,37,11.04,14.18,3,17,7,5.01,6.08,1,0,0,9,0
YGR120C_mRNA,3,4,30,3,18,10,15,38,22,19,6,16,10,15,14,28,13,3,3,0,8,10,3,3,0,0,0,0,0
YER157W_mRNA,15,2,38,26,31,23,36,54,36,44,14,22,6,39,8,11,29,15,15,0,9,3,10,10,0,21,2,0,0
YPR105C_mRNA,18,10,113,20,68,15,108,122,87,95,27,49,15,48,18,22,27,18,20,2,10,12,10,10,0,7,12,4,0
YNL051W_mRNA,13,5,28,10,16,7,31,39,18,26,3,16,6,12,5,5,5,2,6,4,18,1,5,5,0,1,0,6,0
YNL041C_mRNA,6,7,65,27,45,14,47,66,36,38,25,22,24,33,13,5,15,9.01,12.02,3,11,14,2,2,0,1,0,0,0
YGL005C_mRNA,6,2,18,6,11,8,9,35,16,26,3,3,1,4,1,18,7,5,5,0,4,6,7,7,0,11,0,0,0
YML071C_mRNA,6,16,36,34,29,16,41,37,20,39,24,17,22,22,17,7,35,11,14,3,18,14,0,0,0,0,0,0,3
YER130C_mRNA,4,2,23,5,14,1,20,44,26,28,11,11,7,17,2,13,16,3,4,1,9,4,0,0,0,19,0,0,0
YDL145C_mRNA,210,76,834,176,475,103,549,786,563,687,198,399,136,346,118,163,133,155,199,44,167,75,49.99,63,13,71,13,66,1
YBR003W_mRNA,31,1,75,8,55,10,63,103,62,69,17,29,11,44,9,23,17,21,25,4,19,12,0,0,0,0,0,12,0
YOL008W_mRNA,6,3,17,3,6,2,21,19,13,11,1,6,5,3,2,2,9,0,2,2,0,4,0,0,0,1,0,0,0
YNR041C_mRNA,26,4,100,17,77,9,74,109,114,82,22,55,16,58,10,34,26,19,27,8,23,15,12,19,7,14,34,20,7
YOL096C_mRNA,12,0,44,5,21,8,36,45,37,37,10,27,7,28,5,14,17,9,15,6,9,2,0,1,1,0,0,0,0
YDR204W_mRNA,18,5,57,5,32,6,50,65,44,48,7,32,9,39,1,20,18,15,22,7,14,0,18,18,0,0,0,0,0
YML110C_mRNA,26,17,91,47,61,23,101,140,93,79,40,50,26,49,28,23,78,30,36,6,23,23,2,2,0,1,10,8,13
YGR255C_mRNA,13,5,83,17,43,10,63,86,95,72,11,41,11,48,7,21,22,23,26,3,7,11,14,16,2,22,0,0,0
YGL119W_mRNA,5,1,54,13,43,4,44,46,33,36,3,26,12,28,5,4,8,9,9,0,15,1,0,0,0,0,0,9,0
YLR201C_mRNA,12,11.09,29.83,13.32,16.74,4.44,23.53,48.78,7.13,14,22.2,8.25,18.67,8,7.88,15,53.28,2,2,0,8.97,13.32,0,9,9,10,0,0,0
YBL045C_mRNA,68,35,261,83,196,55,230,384,256,205,77,106,60,126,83,73,320,41,55,14,91,76,9.97,10.97,1,53,8,26,36
YNL336W_mRNA,0.03,0,18.39,0,0,0,49.89,60.67,21.89,0,1.05,0,0,5.89,0.02,23.83,5.82,0,0,0,0,0,0,0,4.5,2.67,0,0.01,0
YNR075W_mRNA,18,0,56,4,29,1,64,111,51,87,7,56,0,33,3,7,1,3,7,4,11,0,0,0,0,16,0,8,0
YBR203W_mRNA,11,8,37,19,23,9,18,27,38,30,8,13,15,29,8,10,18,1,5,4,6,4,0,0,0,0,0,0,0
YGL263W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR302C_mRNA,8.95,8.59,39.1,0,8.33,0,36.47,43.11,22.46,11.95,0,26.09,0,10.76,2.97,0,0,4,4.39,0,20.38,0,0,0,0,0,0,3.33,2.5
YML132W_mRNA,8.95,8.59,39.1,0,8.33,0,0,0,0,11.95,0,26.09,0,10.76,2.97,0,0,4,4.39,0,20.38,0,0,0,0,0,0,3.33,2.5
YFL062W_mRNA,8.08,3.42,0,12,7.82,15,0,0,0.01,0,3.94,0,9,27.95,3.67,0.01,0,0,0,0,0.91,3.98,0,0,0,0,20,3.33,0
YJR161C_mRNA,11.98,3.5,63.2,2,13.77,3,51.71,53.1,55.85,19.53,17.85,32.81,3.33,49.81,0,32,10.03,0,0,0,0,3,0,0,0,0,0,0,0
YGR295C_mRNA,0,3.41,99.26,0,62.5,0,62.04,76.98,77.8,50.54,2.17,36.6,0,30.53,0,15.17,16.11,47.62,57.51,11,10.93,0.02,12.22,21.92,4.5,1.33,0,0,0
YDL248W_mRNA,12.02,3.5,36.88,2,48.23,0,51.75,56.69,56.86,87.84,0,16.4,1.67,6.27,1.37,0,10.03,5.95,6.08,0,9.13,3,6.78,6.08,0,0,0,0,0
YHL048W_mRNA,10,1,31.14,6,17.27,1,30.14,41.75,30.79,33.51,1,17,5,24.33,2,6.99,4,1.03,7.09,6,18.27,0,0,0,0,0,0,1,0
YKL219W_mRNA,1,1,16,4,8,0,7,18,10,19,1,10,0,11,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0
YOR316C_mRNA,21,7,78,13,68,10,102,121,79,94,9,58,8,65,2,61,31,27,37,10,25,0,15.99,18.99,3,12,0,7,0
YPL172C_mRNA,4,4,37,15,21,6,36,49,50,39,8,26,12,23,1,11,6,3,5,2,2,5,0,0,0,0,0,10,0
YPL132W_mRNA,5,2,17,4,10,2,16,37,27,18,11,11,2,11,7,0,11,2,4,2,4,1,1,1,0,1,0,5,0
YLR038C_mRNA,9,12,38,17,41,10,47,100,52,27,19,14,10,16,12,9,9,1,1,0,14,6,0,0,0,0,0,1,0
YGL191W_mRNA,22,9,77,52,68,41,112,159,116,71,67,32,64,52,60,35,132,27.91,38.99,11,18,54,0,0,0,1,17,33,19
YML129C_mRNA,4,1,6,9,11,3,16,43,16,23,5,4,2,16,5,7,4,6.09,6.08,0,0,1,6,6,0,1,0,0,0
YER141W_mRNA,29,11,225,69,114,42,184,246,188,146,40,67,62,92,42,48,107,51,61,10,56,48,15.01,17.01,2,3,20,14,3
YJL003W_mRNA,0,1,10,4,3,3,5,14,7,3,4,3,5,9,0,3,9,0,0,0,2,2,0,0,0,0,0,0,8
YLL009C_mRNA,0,2,12,8,9,5,38,72,41,11,8,4,15,2,11,2,4,0,1.01,1,3,1,0,0,0,0,0,0,0
YGR062C_mRNA,2,0,16,3,15,5,23,22,12,21,4,7,5,12,6,12,10,3.67,11.71,8,1,7,1,1,0,0,0,0,0
YLL018C-A_mRNA,3,4,9,6,10,3,21,42,20,16,15,14,7,20,8,3,9,0,4,4,1,0,0,0,0,0,0,0,0
YDR231C_mRNA,7,3,30,24,13,14,32,61,25,13,9,13,6,8,26,4,11,4,4,0,0,4,13,13,0,0,0,9,0
YHR116W_mRNA,2,3,1,3,6,2,2,8,6.27,7,4,1,13,0,6,0,5,0,0,0,0,2,0,0,0,0,0,1,0
YDR119W-A_mRNA,0,4,1,0,2,1,4,9,14,2,5,2,1,0,0,6,11,0,0,0,4,0,0,0,0,0,0,0,0
YGL187C_mRNA,29,24,78,40,55,27,123,166,83.82,48,52,26,40,30,33,7,116,5,5,0,4,52,0,0,0,10,0,1,0
YGL187C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL052W_mRNA,31,23,92,41,80,41,143,191,123,94,51,49,43,65,42,24,90,6,13.95,8,7,41,6,6,0,1,0,1,15
YIL111W_mRNA,1,5,11,8,5,10,6,15,12,8,10,0,7,9,7,2,11,4.97,4.94,0,8,5,8,8,0,1,0,1,0
YIL111W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR051W_mRNA,4.94,41,36,83,32,46,41,78,59,23,57.06,17,65.21,24,42.39,10,70,16,37,21,3,19,1,9,8,1,15,0,0
YMR256C_mRNA,5,21,18,13,8,15,25,37,17,12,15,2,18,5,3,5,61,4,8,4,2,16,0,0,0,0,0,2,5
YLR395C_mRNA,3,0,21,9,18,4,29,47,24,25,7,7,6,16,7,4,24,4,4,0,0,12,0,0,0,0,0,0,0
YDL067C_mRNA,8,3,55,10,47,7,97,126,89,67,11,26,5,31,10,13,32,4,9,5,5,2,0,0,0,0,0,0,0
