,QU5017_27-32nt,QU5017_37-43nt,QU5019_27-32nt,QU5019_37-43nt,QU5020_27-32nt,QU5020_37-43nt,QU5033_27-32nt,QU5034_27-32nt,QU5035_27-32nt,QU5334_27-32nt,QU5334_37-43nt,QU5337_27-32nt,QU5337_37-43nt,QU5338_27-32nt,QU5338_37-43nt,RU4816_27-32nt,RU4816_37-43nt,RU4816minus_20-23nt,RU4816minus_20-32nt,RU4816minus_27-32nt,RU4819_27-32nt,RU4819_37-43nt,RU4819minus_20-23nt,RU4819minus_20-32nt,RU4819minus_27-32nt,RU4902_27-32nt,RU4902_37-43nt,RU4903_27-32nt,RU4903_37-43nt
YMR056C_mRNA,3,0,2,0,0,0,4,4,4,3,3,6,3,0,0,1,2,0,0,0,11,0,0,0,0,0,0,0,0
YBR085W_mRNA,3,1,15,1,6,1,3,19.89,6,19,2,4,0,10,3,0,0,3,3,0,0,0,6.84,6.52,0,0,0,0,0
YJR155W_mRNA,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL331C_mRNA,0,0,0,0,0,0,4.03,2.12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL165C_mRNA,2.05,0,0,0,0,0,0,1,1.63,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR107W_mRNA,0,0,0,0,0,0,3.87,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL243C_mRNA,0,0,0,0,0,0,1.35,2.22,1.05,2.13,0,3.33,0,0,0,0,0,0,1.36,0.99,0,0,0,0,0,0,0,0,0
YNL141W_mRNA,42,13,236,79,131,26,155,245,117,184,34,84,27,91,27,94,113,83.44,102.74,19,73,36,6.05,16.22,10,5,0,6,0
YHR047C_mRNA,151,25,653,101,430,60,430,601,437,536,80,331,62,323,47,135,117,132,141,9,132,56,31,38,7,45,0,66,25
YBL074C_mRNA,11,0,21,4,11,1,16,50,24,23,2,21,2,13,3,4,5,0,0,0,4,2,0,0,0,0,0,0,0
YKL106W_mRNA,39,11,132,23,91,18,111,130,104,74,30,65,16,59,18,18,13,12,12,0,12,11,6,6,0,15,0,0,0
YLR027C_mRNA,173,39,883,93,492,70,638,954,771,708,85,421,80,415,74,354,220,185,238,53,298,67,33.99,57,23,112,0,84,15
YBR236C_mRNA,15,12,41,10,23,12,35,50,29,28,16,21,15,24,5,9,11,1,4,3,13,10,9.02,13.03,4,7,0,2,0
YKL112W_mRNA,23,8,75,20,59,13,84,95,75,61,20,30,30,15,31,17,32,8,20,12,15,25,0,2.84,3,0,16,9,0
YMR072W_mRNA,4,4,19,16,10,1,21,43,25,22,12,16,4,18,10,5,30,1,1,0,4,8,0,0,0,1,0,0,0
YJR108W_mRNA,1,0,0,0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR088W_mRNA,39,52,110,127,80,81,145,210,118,91,114,61,77,72,84,49,306,31,38,7,21,98,20,20,0,5,0,11,60
YOR239W_pre-mRNA,20,46,80,137,94,105,94,135,108,90,82,43,88,48,74,14,133,12,16.01,4,18,58,8,8,0,12,15,13,14
YNR033W_mRNA,40,1,173,19,102,15,156,170,117,137,24,79,11,83,8,30,25,31,37.01,6,56,11,2,4,2,43,0,29,7
YMR289W_mRNA,13,3,24,8,9,6,31,42,27,20,8,14,13,11,3,7,14,3,3,0,1,3,4,4,0,1,0,1,0
YER045C_mRNA,4,1,5,9,4,11,10,12,6,6,13,5,16,6,2,2,31,0,5,5,0,7,0,0,0,0,0,0,0
YGR037C_mRNA,40,50,152,183,125,137,210,307,204,195,119,79,96,104,81,14,149,16,25,9,7,41,0,0,0,2,0,4,16
YNR016C_mRNA,801,455,3987,1220,2481,846,3279,4438,2858,3201,1047,1619,876,1675,699,684.01,1300,522.95,752.97,230,627,347,174.91,240.92,66,151,75,212,151
YLR131C_mRNA,10,7,57,28,34,25,48,70,40,60,32,20,14,33,34,14,44,10.05,10.11,0,20,13,0,0,0,2,0,0,23
YLR144C_mRNA,5,1,66,23,32,20,58,68,46,57,19,21,11,28,15,13,23,19.03,19.03,0,15,10,0,0,0,0,0,18,0
YJR083C_mRNA,7,4,6,2,4,2,9,12,6,8,8,5,3,6,7,9,30,1,2,1,2,10,0,0,0,0,0,0,0
YBL015W_mRNA,25,8,129,17,82,18,107,142,118,99,11,57,24,60,8,40,29,38,43,5,35,21,4,4,0,15,0,16,0
YDL203C_mRNA,13,8,33,16,15,26,31,49,33,31,25,15,22,18,24,16,39,3,8.02,5,1,11,0,4,4,0,0,0,7
YPL267W_mRNA,3,8,14,7,9,3,9,26,18,7,9,7,1,5,1,6,13,6,6,0,3,4,0,0,0,0,0,0,5
YLR304C_mRNA,359,141,1466,284,761,189,1545.99,2333,1574,1700,287,883,293,999,250,342,405,357,447,90,290,170,86,109,23,158,83,132,46
YJL200C_mRNA,88,16,332,44,186,23,298,448,292,368,37,215,39,201,38,46,41,52,62,10,42,15,23,25,2,37,17,12,0
YKL192C_mRNA,6,25,56,45,57,29,68,122,80,61,39,35,24,30,32,37,113,6,11,5,15,21,17,17,0,1,2,17,2
YAL054C_mRNA,0,0,0,3,0,3,1,4,3,1,0,0,0,0,0,0,2,0,0,0,2,0,4,4,0,0,0,3,0
YLR153C_mRNA,413,64,2207,188,1223,102,1604,2242,1704,1812,180,1070,199,1039,126,512,348,457.99,610.41,153,403,112,114,178,64,142,24,250,21
YFL039C_mRNA,2042,613,8038,1303,4683,697,6719,9595,6215,6223,1120,4124,1095,4098,973,1693,2274,1239.55,1540.36,301,1649,836,386,470,84,540,101,502.94,205
YFL039C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR448W_mRNA,5,2,60,7,27,6,48,44,36,38,5,26,8,17,6,4,12,13.03,13.02,0,7,0,0,0,0,1,0,1,0
YMR184W_mRNA,0,1,11,9,9,10,8,21,18,12,10,1,9,5,10,2,23,0,3,3,1,3,4,4,0,0,0,0,0
YKL206C_mRNA,34,13,146,19,83,14,158,246,155,180,23,76,13,70,17,25,20,31,39,8,21,10,6,7,1,12,0,15,0
YAR015W_mRNA,11,9,93,22,65,15,92,125,92,91,20,50,25,52,25,41,18,32.91,37.97,5,11,12,0,0,0,8,0,0,0
YNL220W_mRNA,26,0,160,17,78,7,127,171,117,109,24,61,21,84,8,43,13,19.99,41,21,29,11,5,5,0,2,0,0,7
YLR359W_mRNA,54,8,214,23,134,9,157,222,147,210,20,83,18,93,11,32,28,46,55.99,10,26,7,12,12,0,3,0,8,1
YLR028C_mRNA,62,20,280,80,161,38,219,337,189,232,83,137,48,144,36,98,104,89,108,19,71,32,17,29,12,23,18,13,0
YMR120C_mRNA,12,0,38,8,27,4,31,56,30,40,6,23,8,15,3,7,8,6,9,3,1,0,0,0,0,0,0,0,0
YOR128C_mRNA,6,0,9,1,5,2,18,26,25,17,4,5,2,8,4,0,2,0,0,0,0,1,0,0,0,0,14,1,0
YGR204W_mRNA,184,101,740,247,558,150,760,902,642,688,186,422,155,361,113,289,454,241.93,311.68,70,212,177,62.13,66.08,4,46,26,129,42
YMR300C_mRNA,36,9,249,38,135,21,183,269,206,230,31,101,27,124,16,40,36,29,35,6,46,25,2,2.99,1,24,12,7,9
YGL234W_mRNA,68,75,335,142,268,107,345,425,273,313,114,165,114,184,88,76,130,59,77,18,47,36,20,24,4,24,0,25,16
YGR061C_mRNA,272,70,1513,161,883,82,1049,1376,853,1232,139,668,101,643,100,243.99,158,189.35,299.48,110,252,73,127,155,28,104,20,100,7
YDR408C_mRNA,11,10,62,26,44,25,44,60,33,41,22,25,19,27,7,14,19,3,5,2,4,17,5,5,0,1,0,0,1
YCL058W-A_mRNA,9,11,7,21,7,15,12,19,15,9,7,0,15,7,17,0,25,4,4,0,7,3,0,0,0,0,0,0,9
YOL086C_mRNA,3441,609,16914.15,1311.72,11040.9,782,13396.7,17383.4,12462,11515.42,1179.4,6881.46,1172.2,7593.96,933,2700,1458,1978.32,2982.51,1004.5,2318.3,460,596.89,790.9,194,707,159,718.31,124
YMR303C_mRNA,0,0,1.85,2.28,4.1,0,9.29,2.6,0,1.58,1.6,5.54,1.8,7.04,0,0,0,2.68,4.5,1.5,1.7,0,0,0,0,0,0,2.69,0
YMR083W_mRNA,49,24,277,71,150,43,222,269,204,215,70,102,41,128,35,59,156,45.95,63.91,18,39,27,22.06,38.07,16,9,8,17,7
YGL256W_mRNA,1,0,10,0,7,3,11,3,5,5,1,7,3,6,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0
YBR145W_mRNA,1,0,12,2,13,1,10.01,23,24,9,1,10,2,11,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0
YMR318C_mRNA,33,18,170,70,145,61,183,275,175,132,48,87,72,90,50,64,114,30,38,8,45,35,18,24,6,54,0,6,8
YCR105W_mRNA,0,0,0,0,0,0,2,2,1,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
YMR009W_mRNA,30,16,114,55,61,32,159,215,145,138,51,52,29,59,36,41,123,31,49,18,28,14,5,5,0,0,0,0,7
YDR226W_mRNA,82,34,282,110,219,79,356,512,307,266,94,133,87,204,72,47,226,37,51,14,42,89,15.33,21.6,6,9,19,15,48
YER170W_mRNA,5,2,13,16,10,10,15,26,14,8,7,3,3,6,4,2,23,0,2,2,8,8,0,0,0,1,0,0,0
YJR105W_mRNA,220,52,1096,160,651.99,69,651,1144,737,788,103,409,83,457,63,282,183,154.16,215.18,61,178,56,64.8,70.78,6,42,1,69,24
YCR011C_mRNA,27,6,174,19,121,11,137,154,138,153,20,68,13,82,13,35,27,35.99,40,4,14,1,14.93,22.99,8,10,0,9,0
YDR216W_mRNA,9,9,21,31,10,23,62,92,50,28,28,11,14,19,10,3,23,8.42,12.35,4,8,3,6.05,6.16,0,11,0,0,0
YCR010C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YDL239C_mRNA,0,0,0,1,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR227C_mRNA,0,0,7,0,5,1,12,7,7,4,0,6,1,8,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0
YMR064W_mRNA,2,2,25,7,11,4,17,29,20,10,11,11,9,5,2,3,11,4,4,0,5,0,6,6,0,0,0,0,0
YMR282C_mRNA,9,5,18,7,11,1,14,30,13,27,4,19,10,8,4,5,13,11.09,13.15,2,3,1,1,1,0,0,0,0,0
YPL005W_mRNA,1,0,7,0,2,0,8,13,3,4,0,1,3,3,0,0,6,7,7,0,0,3,0,4,4,0,0,0,0
YLR040C_mRNA,2,0,5,2,4,1,3,3,5,120,19,74,17,79,19,10,2,4,4,0,3,1,0,0,0,0,0,0,0
YEL052W_mRNA,13,6,42,10,27,4,41,68,55,35,8,15,7,29,6,21,9,12,12,0,8,1,2,2,0,0,0,0,0
YLR397C_mRNA,23,19,133,52,88,23,123,139,113,92,31,54,37,71,17,41,118,45,57.02,13,30,35,8,9,1,27,14,1,12
YER017C_mRNA,34,13,106,21,45,18,76,119,63,74,19,20,24,35,16,18,26,17.88,29.96,12,16,16,9,9,0,0,0,0,0
YOR129C_mRNA,0,5,14,7,1,5,11,27,16,9,5,7,5,11,3,5,1,7,7,0,6,3,0,0,0,13,0,0,0
YDR085C_mRNA,1,1,13,6,6,6,13,17,9,11,7,7,7,1,6,3,19,3,3,0,0,3,0,0,0,0,0,0,0
YGL071W_mRNA,5,5,23,20,13,24,15,14,28,15,18,15,8,6,6,11,41,2,4,2,5,10,0,0,0,0,0,0,0
YPL202C_mRNA,3,13,16,16,9,9,9,16,17,14,13,5,11,8,17,4,24,0,0,0,0,11,0,0,0,1,0,0,0
YNR044W_mRNA,6,0,26,5,6,2,7,12,11,5,1,6,0,6,0,9,9,6,6,0,6,1,0,0,0,0,0,1,0
YGL032C_mRNA,0,1,6,8,3,4,7,17,8,0,1,0,0,1,0,2,22,1,1,0,0,3,0,0,0,1,0,0,0
YPR021C_mRNA,14,8,50,23,29,9,54,84,51,61,14,35,16,22,12,13,14,2,2,0,18,7,1,1,0,0,11,0,0
YDR524C_mRNA,9,1,42,7,14,1,30,45,32,31,11,11,6,21,7,9,9,9,9,0,3,1,0,0,0,0,0,9,0
YIL044C_mRNA,2,14,32,28,20,17,30,71,49,29,27,17,25,21,24,12,59,1,1,0,10,14,5.46,6.02,0,0,9,0,6
YCL025C_mRNA,33.38,15,210.55,47,114.47,16,140.27,218.76,143.54,131.54,29,92.82,19,63.5,24,82,82,75.01,89.24,15,48.43,36,27.51,29.11,2,20.74,12,14,7
YBR132C_mRNA,9,1,32,6,18,7,37,38,25,23,4,14,9,7,8,16,26,9,17,8,13,14,3,3,0,1,0,0,0
YFL055W_mRNA,1,0,7,0,2,0,2,8,6,5,1,3,0,2,0,1,0,3,6,3,2,0,0,0,0,0,0,0,0
YFL030W_mRNA,0,2,3,0,4,0,11,6,7,6,3,4,1,0,0,0,3,2,2.11,0,5,2,0,0,0,0,0,9,0
YDR214W_mRNA,58,130,284,292,192,189,342,387,286,250,291,151,256,160,203,129,428,86.89,113.95,27,59,115,13.84,14.86,1,20,58,12,52
YOR023C_mRNA,4,3,36,35,19,19,21,38,36,34,26,23,34,16,20,20,53,14,14,0,20,29,1,1,0,0,0,0,6
YCR082W_mRNA,3,16,14,39,14,27,28,44,29,19,18,18,31,12,13,4,21,0,1,1,1,17,0,0,0,1,15,0,0
YLR109W_mRNA,227,80,1123,193,865,137,1280,1608,1116,1143,216,488,154,623,134,261,287,259,367,108,286,142,102,132,30,42,12,69,71
YHR093W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNR074C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL046C_mRNA,3,3,9,4,12,5,22.1,22.69,20,12,3,8,8,18,5,3,9,4,4,0,4,2,0,0,0,1,0,0,0
YER087W_mRNA,26,4,78,22,37,13,56,67,51,62,16,38,11,33,8,22,23,16,22,6,11,10,0,0,0,2,0,11,0
YER093C-A_mRNA,0,0,14,1,14,0,18,15,13,7,0,7,0,4,6,2,2,0,6,6,0,0,0,0,0,0,0,0,0
YER093C-A_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL160W_mRNA,11,1,68,7,25,6,57,59,36,56,4,28,7,39,6,16,0,10,15,5,15,1,0,1,1,0,0,0,9
YHL021C_mRNA,13,23,70,50,43,29,49,79,83,58,36,25,28,39,27,44,78,15,23,8,34,25,19.52,19.59,0,0,0,0,22
YHR198C_mRNA,5,10,38,6,12,7,26,35,24,19,10,18,8,7,11,4,19,16,17,1,9,13,8,8,0,0,0,4,0
YIL087C_mRNA,1,2,6,3,7,1,10,15,7,8,1,1,4,5,1,8,3,0,4,4,4,9,0,0,0,0,0,0,0
YAL049C_mRNA,17,2,62,17,36,12,47,91,60,54,12,23,4,26,8,9,34,25,33,8,10,11,12,18,6,1,0,5,0
YIL158W_mRNA,2,1,12,2,5,0,6,16,15,5,4,6,2,3,4,5,0,5,5,0,0,3,0,0,0,9,0,0,0
YIR003W_mRNA,5,16,37,55,18,46,46,65,43,36,36,9,47,14,47,18,103,4,6,2,7,32,0,1.01,1,0,40,3,23
YJL046W_mRNA,1,1,15,5,6,2,12,17,17,8,3,15,1,3,1,2,5,10,11,1,2,3,0,0,0,0,0,0,0
YJL131C_mRNA,1,1,1,6,3,2,6,6,2,2,2,0,2,2,1,0,5,2,5,3,0,0,0,0,0,0,0,0,0
YJR080C_mRNA,30,16,108,27,55,28,95,135,102,58,13,61,10,44,27,36,49,22,28,6,55,13,3,10,7,0,0,0,11
YJR100C_mRNA,2,4,23,4,10,8,20,20,26,19,8,9,5,10,1,9,14,6,6,0,5,10,0,0,0,0,0,0,0
YKL037W_mRNA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR074W_mRNA,3,5,17,18,5,10,19,44,20,14,19,7,8,11,9,6,24,9,9,0,0,9,3,3,0,1,0,0,0
YBR108W_mRNA,9,3,16,20,8,13,31,28,25,14,21,9,21,11,15,4,42,11.38,11.66,0,0,29,0,0,0,1,0,0,5
YML050W_mRNA,0,0,4,0,3,0,13,3,10,8,1,4,0,3,0,0,12,0,0,0,5,3,9,9,0,0,0,0,0
YML087C_mRNA,0,0,4,0,2,0,6,4,2,3,0,1,0,2,0,0,1,2,2,0,4,2,0,0,0,0,0,0,0
YMR003W_mRNA,3,1,4,2,4,1,2,8,5,5,1,2,6,1,0,2,6,0,0,0,7,0,0,0,0,0,0,0,0
YMR157C_mRNA,3,0,26,7,17,6,27,27,22,25,7,4,4,16,5,1,4,1,1,0,7,2,3,3,0,0,0,12,1
YOL053W_mRNA,6,1,19,7,13,1,13,19,21,16,2,11,2,8,7,2,3,9.03,9.05,0,3,8,6,6,0,0,16,8,0
YBR194W_mRNA,0,11,5,10,5,11,9,9,5,9,12,0,13,2,12,0,18,0,0,0,0,6,0,0,0,10,0,0,3
YOR215C_mRNA,5,0,5,5,3,2,12,19,9,6,3,4,4,3,2,1,26,0,2.13,2,3,2,0,0,0,0,0,10,0
YPL158C_mRNA,14,12,54,28,40,14,58,64,46,72,19,24,27,26,19,10,30,5,5,0,8,8,0,0,0,1,0,11,4
YPR004C_mRNA,9,1,115,12,63,15,66,131,81,70,10,24,9,39,6,20,43,18,21,3,42,14,7,7,0,1,0,1,0
YHR199C_mRNA,28,5,107,7,72,4,69,113.57,90,74,4,46,6,55,7,19,3,29,36.58,8,13,6,8,8,0,0,0,9,0
YDL237W_mRNA,34,3,151,21,91,13,110,128,92,102,9,58,12,58,5,47,11,27,36,9,45,11,5,5,0,1,0,15,0
YDR063W_mRNA,4,2,20,13,13,9,21,32,19,15,12,8,17,15,18,8,27,0,0,0,1,9,0,0,0,0,0,0,5
YER080W_mRNA,28,3,143,19,94,14,103,143,102,117,15,52,5,50,10,46,20,42,45,3,28,10,5,5,0,1,2,0,9
YMR092C_mRNA,61,10,272,33,146,11,218,258,227,190,30,149,17,99,17,90,76,65,89.02,24,95,35,3,13.85,11,28,0,13,18
YIL079C_mRNA,8,5,10,26,6,30,16,25,20,14,13,6,21,10,12,2,28,6,6,0,2,15,0,0,0,0,0,0,0
YDL175C_mRNA,0,0,5,11,10,7,10,25,14,10,6,5,13,4,10,0,17,3,3,0,0,3,1,1,0,0,0,0,0
YBR059C_mRNA,24,25,96,88,52,62,59,95,80,93,66,45,79,57,64,32,122,15.5,22.74,7,24,30,3,3,0,0,9,8,6
YDR264C_mRNA,60,10,242,33,200,16,236,309.87,172,215,34,115,15,128,28,39,39,42.96,52.98,10,50,12,14,14,0,1,0,38,17
YOR034C_mRNA,13,5,41,13,24,7,39,54,34,42,8,36,11,41,2,7,6,0,0,0,7,4,1,1,0,0,11,0,0
YOR335C_mRNA,236,127,975,451,720,300,784,1121,691,753,294,452,283,487,229,252,527,234,293,59,165,215,57,60,3,62,60,98,67
YJL122W_mRNA,6,4,17,24,14,23,29,35,25,19,27,11,29,12,24,10,55,2,2,0,1,42,0,0,0,3,0,1,0
YMR170C_mRNA,7,4,61.1,9.84,30.47,4.51,46.86,108.95,54.76,59.24,11.34,27.63,12.93,29.24,4.07,19.08,27.64,9.1,17.48,6,18.71,9,0,0,0,0,0,0,10
YMR169C_mRNA,0,0,5.9,4.16,12.53,6.49,21.14,13.05,40.24,9.76,3.66,6.37,1.07,3.76,3.93,5.92,6.36,10.9,8.52,0,8.29,0,0,0,0,0,0,0,0
YOR374W_mRNA,24,19,153,22,80,26,157,216,153,123,22,53,20,73,24,51,67,75,98,23,57,21,23.88,35.9,12,20,14,8,0
YER073W_mRNA,22,8,128,8,101,5,177,233,187,149,7,102,14,72,7,76,56,58,82,24,42,26,12,20,8,6,0,25,0
YPL061W_mRNA,1036,247,4528,507,2742,291,3501,5082,3560,3595,543,2003,479,2204,402,930,721,658,923,265,891,231,276.57,348.49,72,149,23,189,65
YOR175C_mRNA,57,6,243,9,104,5,130,198,160,195,8,106,12,100,5,54,33,48.99,57.98,9,47,2,23,24,1,0,0,13,0
YNL148C_mRNA,5,1,15,5,8,3,19,38,28,22,6,5,9,19,5,0,4,1,1,0,0,8,0,0,0,0,0,2,0
YBR110W_mRNA,18,8,61,12,25.71,7,48.72,65,38,29,10,17,10,23,4,13,13,11,12,1,7,3,0,0,0,6,0,5,0
YNL048W_mRNA,28,5,91,15,51,1,81,84,56,79,13,30,7,38,8,24,4,17,23,6,11,2,0,0,0,0,0,0,0
YNR030W_mRNA,33,6,241,28,120,9,150,258,164,204,16,119,8,105,17,50,9,46,56,10,51,4,23,41,18,13,0,14,0
YGL047W_mRNA,13,0,31,8,18,6,43,25,28,33,2,10,1,21,3,3,12,3,7,4,13,0,0,0,0,0,0,0,0
YBR070C_mRNA,3,2,24,5,17,3,28,33,15,15,3,8,6,11,2,2,5,5,5,0,3,2,0,0,0,0,0,0,0
YGL065C_mRNA,14,3,94,9,51,5,84,86,75,66,11,36,22,45,3,24,14,29,36,7,11,11,10,10,0,0,0,11,1
YBL082C_mRNA,25.51,1.69,103.75,10,62.93,5,96.95,168.39,110.55,103.75,15,35.71,5,62.93,7,13.6,11,23.93,35.9,7,13.6,0,3,3,0,1,0,0,0
YPL227C_mRNA,9,9,53,15,39,7,53,45,57,49,20,22,12,25,18,18,13,7,14,7,2,9,2,2,0,0,0,0,0
YOR002W_mRNA,24,4,137,3,93,6,84,145,85,114,4,72,11,67,0,19,24,49,52,3,14,2,8,12,4,14,0,13,0
YBR243C_mRNA,12,5,127,5,68,3,84,95.98,70,83,2,55,4,51,6,12,5,14,19.01,5,17,2,1.04,1.28,0,0,0,12,0
YOR067C_mRNA,30,3,86,6,42,9,60,93,62,74,9,31,8,46,6,18,1,12,14,2,35,2,0,0,0,19,0,29,0
YNL219C_mRNA,39,2,213,8,153,3,171,207,125,159,11,95,7,79,8,27,13,39.02,42.03,3,27,7,1.01,16.18,15,9,0,0,0
YGL021W_mRNA,33,11,194,64,117,34,142,200,134,169,52,80,24,79,15,32,99,16,24,8,32,56,5.01,7.04,2,2,11,3,21
YBL009W_mRNA,19,12,83,47,55,31,66,86,44,71,38,38,21,43,37,18,39,3,6,3,13,27,3,3,0,13,0,6,0
YML086C_mRNA,82,3,306,30,225,27,257,381,274,235,27,131,23,162,26,65,34,96,116,20,46,24,9,22.02,13,1,0,36,0
YNL270C_mRNA,0,0,0,0,0,0,0,2.24,4.41,2.43,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,4
YOL130W_mRNA,19,41,67,78,48,67,76,108,71,72,52,28,53,35.83,53,10,79,11,18,7,14,16,0,0,0,1,14,8,0
YFL050C_mRNA,1,0,1,2,2,5,2,6,4,1,0,0,3,2.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YLR089C_mRNA,56,34,274,87,182,44,205,292,217,202,59,92,67,96,38,98,122,40,54,14,62,33,14,18,4,0,2,22,0
YDR111C_mRNA,8,2,33,8,25,16,39,29,34,29,13,12,6,14,1,8,6,14,14,0,17,2,7,7.01,0,1,0,0,0
YKR021W_mRNA,12,7,55,25,27,17,51,76,48,63,15,24,14,29,11,2,37,11.97,14.97,3,17,10,1,1,0,18,0,4,0
YJL084C_mRNA,19,7,58,21,38,8,49,63,56,38,23,24,22,32,27,21,39,11,13,2,8,10,5,5,0,0,0,12,2
YGR225W_mRNA,2,0,0,0,2,1,3,2,4,2,3,0,0,1,0,3,0,0,0,0,2,0,0,0,0,14,0,0,0
YGR225W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML035C_mRNA,41,37,136,61,82,38,149,195,105,103,56,63,56,62,47,28,121,28,28,0,37,19,9.04,16.05,7,20,16,24,0
YDR242W_mRNA,8,0,4,7,2,3,9,18,5,3,5,3,3,9,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0
YBR211C_mRNA,6,5,14,9,8,6,9,15,17,10,12,8,5,11,3,0,2,0,0,0,4,6,0,0,0,0,0,8,0
YOR378W_mRNA,6,0,13,0,11,0,0,8,9,3,1,1,4,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
YBR158W_mRNA,32,41,119,67,99,75,102,167,106,104,56,71,73,60,51,34,96,22,35,13,18,19,6.02,6.02,0,1,9,5,0
YGL156W_mRNA,4,3,23,13,9,6,46,52,44,24,5,22,3,24,5,15,11,21,25,4,5,3,0.97,0.98,0,1,8,7,0
YJR047C_mRNA,1.1,0,0,0,1.08,1.03,0,1.08,2.08,0,0,0,0,0,0,1.16,0,0.32,0,0,0,0,0.67,0.33,0,0,0,2.15,0
YEL036C_mRNA,34,4,255,13,135,19,218,271,206,224,8,127,8,118,5,23,23,27.1,33.19,6,36,1,19,20,1,22,0,47,0
YKL047W_mRNA,8,2,47,7,35,4,23,44,37,29,6,9,4,10,6,11,19,4,5,1,2,0,5.02,5.03,0,0,1,0,0
YHR126C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR128C_mRNA,3,7,21,11,23,3,26,33,21,14,8,10,10,10,7,12,20,8,13,5,11,10,0,0,0,1,0,0,0
YPR180W_mRNA,12,4,48,10,25,3,32,70,35,40,10,16,10,25,10,9,10,22,26,4,8,9,2,2,0,0,0,0,10
YCL050C_mRNA,69,71,294,258,197,174,271,449,251,238,185,108,184,133,140,64,194,48,59,11,36,123,13,13,0,3,1,18,26
YDR530C_mRNA,6,3,21,2,6,7,12,22,17,22,3,2,2,2,3,6,5,0,0,0,0,5,0,0,0,0,0,0,9
YNL172W_mRNA,23,4,74,14,55,13,62,117,89,72,7,35,11,56,10,16.75,9,15,17,2,28,13,1,8,7,0,0,1,0
YDL008W_mRNA,9,5,48,17,35,9,29,70,32,53,7,25,6,21,1,5,8,3,3,0,11,5,0,0,0,0,0,0,0
YLR127C_mRNA,11,5,37,9,17,6,15,28,17,17,7,10,6,9,1,6,13,6,6,0,7,2,0,5,5,0,0,7,0
YDR118W_mRNA,5,2.38,28,7,13,6,15,45,20,23,2,10,7,12,5,6,3,1,2,1,6,2,0,0,0,18,0,0,0
YOR249C_mRNA,7,1,21,7,7,2,29,23,31,17,1,16,4,15,0,13,1,5,11,6,13,0,4,4,0,0,0,0,0
YLR102C_mRNA,4,2,11,11,9,6,20,8,13,8,13,8,6,6,4,3,9,0,0,0,2,1,0,0,0,0,0,0,0
YBR151W_mRNA,7,11,46,21,21,26,50,59,36,35,23,19,19,32,24,11,54,6,6,0,8,18,1,1,0,0,0,9,12
YKL103C_mRNA,17,15,133,48,65,23,78,154,92,89,25,37,21,56,17,50,96,36,42,6,57,32,8,20,12,1,0,16,24
YKL157W_mRNA,155.44,67,834.29,37.04,462.59,54.17,615.15,813.59,593.59,565.3,91.18,437,76,380.15,23.23,190.15,108,173,242,69,192,59.35,26,39,13,19,1,21,8
YKL157W_pre-mRNA,26.56,0,17.7,52.96,35.41,8.83,8.85,35.41,35.41,17.7,8.82,0,0,8.85,61.77,8.85,0,0,0,0,0,17.65,0,0,0,0,0,0,0
YBR286W_mRNA,272,75,1174,210,726,146,950,1469,1009,942,169,541,130,487,138,407,378,360,441,81,226,97,218,232,14,53,19,76,19
